# PORT_M1_SPEC.md §10 FAMILY DISCOVERY CENSUS (D-055) (spec_sha16=81ea7f84a085e4bb)
# params_hash=48d590fc8f22ad4b70be3be0c7152295dcf8e670cba41bb8dd436b5a76560484
# one row per session: window/episode counters and the slice-miner session context
asset	trade_date	year	open_utc	dow	insane_frac	n_base_candidates	n_new_candidates	n_g1_confirmations	n_g2_confirmations	n_conf_in_fd1	n_conf_in_fd2	n_conf_in_fd3	n_shock_episodes	n_insane_episodes	n_fd4_triggers	fd4_latency_median_sec	n_fd5_tags	n_fd6_tags	n_base_keys_reconstructed
SI	2024-03-05	2024	1709593200	1	0.000000	531	134	442	195	10	13	51	1	0	1	8.000000	6	150	531
SI	2024-03-06	2024	1709679600	2	0.000000	462	119	397	149	7	11	49	0	0	0		6	435	462
SI	2024-03-07	2024	1709766000	3	0.000000	412	82	348	155	11	12	25	0	0	0		6	259	412
SI	2024-03-08	2024	1709852400	4	0.000000	518	114	403	314	8	20	41	1	0	2	9.000000	6	325	518
SI	2024-03-10	2024	1710025200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-03-11	2024	1710108000	0	0.000000	374	71	330	88	12	7	20	0	0	0		5	219	374
SI	2024-03-12	2024	1710194400	1	0.000000	676	189	526	312	9	20	79	2	0	2	2.500000	6	300	676
SI	2024-03-13	2024	1710280800	2	0.000000	410	61	360	87	8	15	15	0	0	0		6	215	410
SI	2024-03-14	2024	1710367200	3	0.000000	401	91	339	157	10	8	32	0	0	0		6	221	401
SI	2024-03-15	2024	1710453600	4	0.000000	474	101	379	245	17	13	27	0	0	0		6	202	474
SI	2024-03-17	2024	1710626400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-03-18	2024	1710712800	0	0.000000	287	45	241	95	10	5	10	0	0	0		5	101	287
SI	2024-03-19	2024	1710799200	1	0.000000	329	65	273	121	12	9	16	0	0	0		6	97	329
SI	2024-03-20	2024	1710885600	2	0.000000	605	172	512	208	17	6	69	3	0	3	5.000000	6	607	605
SI	2024-03-21	2024	1710972000	3	0.000000	594	74	504	246	9	15	21	0	0	0		6	331	594
SI	2024-03-22	2024	1711058400	4	0.000000	323	46	260	128	10	5	11	0	0	0		6	238	323
SI	2024-03-24	2024	1711231200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-03-25	2024	1711317600	0	0.000000	296	44	259	65	11	4	9	0	0	0		5	40	296
SI	2024-03-26	2024	1711404000	1	0.000000	399	62	298	201	15	7	13	0	0	0		6	222	399
SI	2024-03-27	2024	1711490400	2	0.000000	277	35	219	139	7	3	9	0	0	0		6	20	277
SI	2024-03-28	2024	1711576800	3	0.000000	497	139	387	181	39	10	26	0	0	0		6	156	497
SI	2024-03-31	2024	1711836000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-04-01	2024	1711922400	0	0.000000	652	126	519	216	18	9	42	0	0	0		6	366	652
SI	2024-04-02	2024	1712008800	1	0.000000	640	122	521	203	13	14	42	0	0	0		6	91	640
SI	2024-04-03	2024	1712095200	2	0.000000	833	133	672	257	17	16	44	0	0	0		6	476	833
SI	2024-04-04	2024	1712181600	3	0.000000	577	76	494	164	11	13	21	0	0	0		6	312	577
SI	2024-04-05	2024	1712268000	4	0.000000	865	185	722	327	22	14	68	3	0	3	19.000000	6	782	865
SI	2024-04-07	2024	1712440800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-04-08	2024	1712527200	0	0.000000	1003	139	855	265	24	15	39	5	0	7	1.000000	6	185	1003
SI	2024-04-09	2024	1712613600	1	0.000000	758	96	606	329	29	7	16	1	0	1	5.000000	6	222	758
SI	2024-04-10	2024	1712700000	2	0.000000	890	170	710	321	21	16	61	8	0	12	6.000000	6	573	890
SI	2024-04-11	2024	1712786400	3	0.000012	520	93	428	133	10	7	34	0	0	0		5	194	520
SI	2024-04-12	2024	1712872800	4	0.000000	1125	110	940	299	22	13	27	9	0	10	10.000000	5	724	1125
SI	2024-04-14	2024	1713045600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-04-15	2024	1713132000	0	0.000000	1035	135	849	223	23	11	40	6	0	10	17.000000	6	365	1035
SI	2024-04-16	2024	1713218400	1	0.000000	750	129	590	224	37	9	24	0	0	0		5	156	750
SI	2024-04-17	2024	1713304800	2	0.000000	426	53	327	148	12	2	14	0	0	0		5	232	426
SI	2024-04-18	2024	1713391200	3	0.000012	394	71	314	114	10	9	21	2	0	2	13.000000	5	68	394
SI	2024-04-19	2024	1713477600	4	0.000000	637	53	525	217	13	5	11	5	0	8	8.000000	6	407	637
SI	2024-04-21	2024	1713650400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-04-22	2024	1713736800	0	0.000000	523	93	452	91	25	13	15	3	0	3	14.000000	6	171	523
SI	2024-04-23	2024	1713823200	1	0.000000	379	63	313	120	9	8	19	0	0	0		6	283	379
SI	2024-04-24	2024	1713909600	2	0.000000	261	41	204	84	11	5	7	0	0	0		5	125	261
SI	2024-04-25	2024	1713996000	3	0.000024	373	106	303	131	11	12	37	0	0	0		6	63	373
SI	2024-04-26	2024	1714082400	4	0.000097	306	68	242	116	10	8	21	0	0	0		6	159	306
SI	2024-04-29	2024	1714341600	0	0.000000	340	40	279	93	12	6	5	0	0	0		6	165	340
SI	2024-04-30	2024	1714428000	1	0.000000	417	84	340	132	14	12	22	0	0	0		6	330	417
SI	2024-05-01	2024	1714514400	2	0.000000	530	165	412	226	17	7	66	0	0	0		5	199	530
SI	2024-05-02	2024	1714600800	3	0.000000	408	74	317	156	15	2	21	0	0	0		6	138	408
SI	2024-05-03	2024	1714687200	4	0.000000	512	170	395	201	5	14	76	3	0	3	3.000000	5	362	512
SI	2024-05-06	2024	1714946400	0	0.000000	365	55	313	88	10	7	14	2	0	2	29.500000	6	290	365
SI	2024-05-07	2024	1715032800	1	0.000000	258	36	208	96	7	2	10	0	0	0		6	94	258
SI	2024-05-08	2024	1715119200	2	0.000000	235	42	200	64	6	7	12	0	0	0		5	114	235
SI	2024-05-09	2024	1715205600	3	0.000000	286	42	237	63	11	4	8	2	0	2	32.000000	4	187	286
SI	2024-05-10	2024	1715292000	4	0.000000	451	74	361	173	11	6	23	0	0	0		6	265	451
SI	2024-05-13	2024	1715551200	0	0.000000	407	64	349	85	15	8	13	0	0	0		5	163	407
SI	2024-05-14	2024	1715637600	1	0.000000	451	110	338	201	11	7	42	1	0	1	9.000000	6	100	451
SI	2024-05-15	2024	1715724000	2	0.000000	646	152	527	199	15	16	56	7	0	8	10.500000	6	482	646
SI	2024-05-16	2024	1715810400	3	0.000000	525	75	421	211	13	9	21	0	0	0		6	27	525
SI	2024-05-17	2024	1715896800	4	0.000000	522	77	476	108	16	16	15	1	0	1	39.000000	6	405	522
SI	2024-05-20	2024	1716156000	0	0.000000	1461	204	1139	533	65	8	35	17	0	19	6.000000	6	71	1461
SI	2024-05-21	2024	1716242400	1	0.000000	939	73	796	257	20	9	12	25	0	26	17.000000	6	606	939
SI	2024-05-22	2024	1716328800	2	0.000000	688	100	560	189	32	9	15	3	0	5	19.000000	6	427	688
SI	2024-05-23	2024	1716415200	3	0.000000	626	74	502	191	10	5	25	3	0	3	10.000000	6	251	626
SI	2024-05-24	2024	1716501600	4	0.000000	307	62	257	78	10	4	19	0	0	0		4	127	307
SI	2024-05-27	2024	1716760800	0	0.000000	282	42	247	57	9	8	8	0	0	0		5	237	282
SI	2024-05-28	2024	1716847200	1	0.000000	527	118	419	177	30	10	25	4	0	4	21.000000	6	415	527
SI	2024-05-29	2024	1716933600	2	0.000000	460	77	343	169	18	11	15	1	0	1	74.000000	6	28	460
SI	2024-05-30	2024	1717020000	3	0.000000	672	102	533	211	16	10	30	2	0	2	10.000000	6	209	672
SI	2024-05-31	2024	1717106400	4	0.000000	550	90	452	170	13	4	30	2	0	2	9.500000	6	339	550
SI	2024-06-03	2024	1717365600	0	0.000000	564	90	459	179	21	10	20	3	0	3	31.000000	6	158	564
SI	2024-06-04	2024	1717452000	1	0.000000	561	122	501	138	26	0	37	5	0	7	21.000000	6	150	561
SI	2024-06-05	2024	1717538400	2	0.000000	315	58	243	121	5	4	22	0	0	0		6	81	315
SI	2024-06-06	2024	1717624800	3	0.000000	329	56	274	82	10	2	18	0	0	0		5	218	329
SI	2024-06-07	2024	1717711200	4	0.000072	551	156	480	152	23	3	55	3	0	3	11.000000	6	465	551
SI	2024-06-10	2024	1717970400	0	0.000000	229	54	185	60	15	2	11	0	0	0		4	89	229
SI	2024-06-11	2024	1718056800	1	0.000000	339	36	284	92	10	4	6	2	0	2	19.500000	6	174	339
SI	2024-06-12	2024	1718143200	2	0.000000	436	136	346	147	3	6	64	5	0	6	8.000000	6	532	436
SI	2024-06-13	2024	1718229600	3	0.000012	401	60	317	167	10	1	20	3	0	4	103.000000	6	197	401
SI	2024-06-14	2024	1718316000	4	0.000000	247	33	190	90	4	2	12	0	0	0		5	57	247
SI	2024-06-17	2024	1718575200	0	0.000000	217	25	165	67	6	3	5	1	0	2	33.000000	5	138	217
SI	2024-06-18	2024	1718661600	1	0.000000	344	66	234	169	11	8	18	0	0	0		5	101	344
SI	2024-06-19	2024	1718748000	2	0.000000	164	19	122	78	4	1	5	1	0	1	84.000000	6	46	164
SI	2024-06-20	2024	1718834400	3	0.000000	327	47	261	88	9	7	11	0	0	0		3	194	327
SI	2024-06-21	2024	1718920800	4	0.000000	338	64	292	99	13	8	15	3	0	3	11.000000	5	295	338
SI	2024-06-24	2024	1719180000	0	0.000000	239	32	202	64	7	2	8	0	0	0		6	0	239
SI	2024-06-25	2024	1719266400	1	0.000000	283	43	220	97	9	3	11	0	0	0		6	214	283
SI	2024-06-26	2024	1719352800	2	0.000000	253	33	194	106	10	4	5	0	0	0		6	25	253
SI	2024-06-27	2024	1719439200	3	0.000000	247	62	196	72	9	8	18	0	0	0		5	177	247
SI	2024-06-28	2024	1719525600	4	0.000000	286	41	214	107	2	3	17	0	0	0		6	122	286
SI	2024-06-30	2024	1719698400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-07-01	2024	1719784800	0	0.000000	318	54	241	112	7	6	17	0	0	0		5	1	318
SI	2024-07-02	2024	1719871200	1	0.000000	336	60	258	153	7	4	21	1	0	2	3.000000	6	216	336
SI	2024-07-03	2024	1719957600	2	0.000000	358	53	305	74	11	7	12	1	0	1	5.000000	5	224	358
SI	2024-07-04	2024	1720044000	3	0.000000	173	32	154	38	9	2	6	0	0	0		5	72	173
SI	2024-07-05	2024	1720130400	4	0.000048	525	125	400	201	7	5	54	2	0	2	13.500000	6	417	525
SI	2024-07-07	2024	1720303200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-07-08	2024	1720389600	0	0.000000	407	39	342	94	14	2	5	0	0	0		5	168	407
SI	2024-07-09	2024	1720476000	1	0.000000	426	82	328	155	11	2	30	1	0	1	5.000000	5	236	426
SI	2024-07-10	2024	1720562400	2	0.000000	335	51	264	103	8	9	13	0	0	0		5	129	335
SI	2024-07-11	2024	1720648800	3	0.000024	508	128	420	181	11	16	47	5	0	5	48.000000	6	551	508
SI	2024-07-12	2024	1720735200	4	0.000000	445	129	362	126	21	7	40	1	0	1	11.000000	6	214	445
SI	2024-07-14	2024	1720908000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-07-15	2024	1720994400	0	0.000000	417	50	338	113	14	6	8	0	0	0		5	22	417
SI	2024-07-16	2024	1721080800	1	0.000000	414	96	316	157	11	5	36	0	0	0		5	260	414
SI	2024-07-17	2024	1721167200	2	0.000000	589	77	471	203	18	12	15	2	0	2	6.000000	6	353	589
SI	2024-07-18	2024	1721253600	3	0.000000	362	62	304	115	8	6	20	0	0	0		6	125	362
SI	2024-07-19	2024	1721340000	4	0.000000	476	71	385	112	17	12	13	0	0	0		3	177	476
SI	2024-07-21	2024	1721512800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-07-22	2024	1721599200	0	0.000000	383	64	291	142	14	6	15	0	0	0		6	57	383
SI	2024-07-23	2024	1721685600	1	0.000000	293	59	239	89	22	3	6	0	0	0		5	81	293
SI	2024-07-24	2024	1721772000	2	0.000000	335	60	262	129	11	6	16	0	0	0		6	34	335
SI	2024-07-25	2024	1721858400	3	0.000012	799	170	692	145	24	9	59	5	0	5	10.000000	5	281	799
SI	2024-07-26	2024	1721944800	4	0.000000	291	62	238	91	14	3	16	0	0	0		5	104	291
SI	2024-07-28	2024	1722117600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-07-29	2024	1722204000	0	0.000000	408	39	341	119	9	3	9	0	0	0		6	201	408
SI	2024-07-30	2024	1722290400	1	0.000000	403	67	328	132	12	9	18	0	0	0		6	181	403
SI	2024-07-31	2024	1722376800	2	0.000000	451	111	377	116	11	1	45	0	0	0		6	230	451
SI	2024-08-01	2024	1722463200	3	0.000000	514	82	416	156	21	7	17	0	0	0		6	255	514
SI	2024-08-02	2024	1722549600	4	0.000024	787	132	629	275	18	4	48	2	0	2	5.500000	6	624	787
SI	2024-08-04	2024	1722722400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-08-05	2024	1722808800	0	0.000000	1122	215	990	182	50	18	50	4	0	4	19.000000	6	377	1122
SI	2024-08-06	2024	1722895200	1	0.000000	433	70	366	89	24	5	9	2	0	2	44.500000	5	263	433
SI	2024-08-07	2024	1722981600	2	0.000000	311	23	249	90	6	1	5	0	0	0		5	86	311
SI	2024-08-08	2024	1723068000	3	0.000000	345	72	288	82	8	6	25	0	0	0		6	159	345
SI	2024-08-09	2024	1723154400	4	0.000000	276	44	229	73	9	6	10	0	0	0		6	21	276
SI	2024-08-11	2024	1723327200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-08-12	2024	1723413600	0	0.000000	269	25	217	93	8	2	4	0	0	0		6	104	269
SI	2024-08-13	2024	1723500000	1	0.000000	309	50	236	109	4	4	19	0	0	0		6	64	309
SI	2024-08-14	2024	1723586400	2	0.000000	379	66	287	175	7	6	23	4	0	6	20.000000	6	189	379
SI	2024-08-15	2024	1723672800	3	0.000000	403	65	272	249	9	9	19	2	0	2	9.000000	6	127	403
SI	2024-08-16	2024	1723759200	4	0.000000	304	53	242	100	12	7	11	0	0	0		5	231	304
SI	2024-08-18	2024	1723932000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-08-19	2024	1724018400	0	0.000000	385	39	306	108	10	5	7	0	0	0		6	145	385
SI	2024-08-20	2024	1724104800	1	0.000000	393	43	304	146	6	7	12	0	0	0		6	187	393
SI	2024-08-21	2024	1724191200	2	0.000000	338	72	262	106	10	4	24	0	0	0		5	180	338
SI	2024-08-22	2024	1724277600	3	0.000000	417	58	312	143	16	4	11	0	0	0		6	269	417
SI	2024-08-23	2024	1724364000	4	0.000000	431	66	326	169	10	1	23	7	0	7	60.000000	6	356	431
SI	2024-08-25	2024	1724536800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-08-26	2024	1724623200	0	0.000000	330	42	266	128	8	4	11	0	0	0		6	59	330
SI	2024-08-27	2024	1724709600	1	0.000000	255	46	207	81	9	4	12	0	0	0		5	36	255
SI	2024-08-28	2024	1724796000	2	0.002633	371	65	304	99	16	3	15	0	4	0		5	155	371
SI	2024-08-29	2024	1724882400	3	0.000000	334	65	271	99	15	5	16	0	0	0		6	130	334
SI	2024-08-30	2024	1724968800	4	0.000000	418	54	334	126	9	9	15	0	0	0		6	201	418
SI	2024-09-02	2024	1725228000	0	0.000000	227	34	195	38	14	2	2	0	0	0		5	161	227
SI	2024-09-03	2024	1725314400	1	0.000000	401	72	327	154	8	10	24	0	0	0		6	282	401
SI	2024-09-04	2024	1725400800	2	0.000000	332	77	253	120	12	6	24	1	0	1	1.000000	5	178	332
SI	2024-09-05	2024	1725487200	3	0.000000	364	82	309	72	16	4	23	0	0	0		6	213	364
SI	2024-09-06	2024	1725573600	4	0.000048	705	133	553	279	11	11	54	5	0	6	7.000000	6	561	705
SI	2024-09-09	2024	1725832800	0	0.000000	324	45	256	107	15	3	6	0	0	0		6	55	324
SI	2024-09-10	2024	1725919200	1	0.000000	320	57	249	97	12	7	13	0	0	0		5	152	320
SI	2024-09-11	2024	1726005600	2	0.000012	527	156	433	183	17	4	60	1	0	1	17.000000	6	562	527
SI	2024-09-12	2024	1726092000	3	0.000000	410	79	327	122	14	9	21	2	0	4	41.000000	6	331	410
SI	2024-09-13	2024	1726178400	4	0.000000	415	83	366	70	17	9	20	0	0	0		6	330	415
SI	2024-09-16	2024	1726437600	0	0.000000	322	57	260	91	9	6	17	0	0	0		5	143	322
SI	2024-09-17	2024	1726524000	1	0.000000	390	76	300	141	12	6	23	0	0	0		5	99	390
SI	2024-09-18	2024	1726610400	2	0.000000	887	166	693	378	15	11	69	15	0	15	8.000000	6	841	887
SI	2024-09-19	2024	1726696800	3	0.000000	606	81	496	170	18	8	19	0	0	0		6	239	606
SI	2024-09-20	2024	1726783200	4	0.000000	389	75	301	168	12	9	21	0	0	0		6	232	389
SI	2024-09-23	2024	1727042400	0	0.000000	442	69	347	128	12	7	19	0	0	0		5	154	442
SI	2024-09-24	2024	1727128800	1	0.000000	524	86	448	139	20	5	21	0	0	0		6	289	524
SI	2024-09-25	2024	1727215200	2	0.000000	475	51	393	137	14	5	9	0	0	0		6	168	475
SI	2024-09-26	2024	1727301600	3	0.000000	656	104	496	306	6	11	41	8	0	8	47.500000	6	324	656
SI	2024-09-27	2024	1727388000	4	0.000000	584	76	412	255	12	7	23	1	0	1	92.000000	6	362	584
SI	2024-09-29	2024	1727560800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-09-30	2024	1727647200	0	0.000000	553	93	451	174	27	9	15	3	0	3	34.000000	6	97	553
SI	2024-10-01	2024	1727733600	1	0.000000	444	72	343	169	10	3	26	0	0	0		5	173	444
SI	2024-10-02	2024	1727820000	2	0.000000	383	54	312	126	11	2	15	1	0	1	153.000000	6	301	383
SI	2024-10-03	2024	1727906400	3	0.000000	462	97	374	133	16	3	31	3	0	3	78.000000	5	206	462
SI	2024-10-04	2024	1727992800	4	0.000012	644	90	498	236	4	8	38	14	0	20	17.500000	6	368	644
SI	2024-10-06	2024	1728165600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-10-07	2024	1728252000	0	0.000000	412	53	314	149	4	7	19	0	0	0		6	48	412
SI	2024-10-08	2024	1728338400	1	0.000000	692	101	577	161	23	12	23	3	0	3	13.000000	6	469	692
SI	2024-10-09	2024	1728424800	2	0.000000	357	47	287	102	9	8	11	0	0	0		5	176	357
SI	2024-10-10	2024	1728511200	3	0.000024	422	116	331	168	11	8	45	1	0	1	5.000000	5	167	422
SI	2024-10-11	2024	1728597600	4	0.000000	268	48	220	72	6	7	15	0	0	0		5	198	268
SI	2024-10-14	2024	1728856800	0	0.000000	416	37	316	121	9	1	9	3	0	3	13.000000	5	17	416
SI	2024-10-15	2024	1728943200	1	0.000000	394	45	302	161	8	9	10	1	0	1	13.000000	6	201	394
SI	2024-10-16	2024	1729029600	2	0.000000	385	64	292	177	14	2	17	0	0	0		6	128	385
SI	2024-10-17	2024	1729116000	3	0.000012	454	55	333	183	8	11	14	2	0	2	15.000000	5	255	454
SI	2024-10-18	2024	1729202400	4	0.000000	473	70	400	146	18	10	12	0	0	0		6	390	473
SI	2024-10-21	2024	1729461600	0	0.000000	666	65	552	182	8	3	23	3	0	3	36.000000	6	181	666
SI	2024-10-22	2024	1729548000	1	0.000000	431	77	358	128	11	7	24	0	0	0		6	142	431
SI	2024-10-23	2024	1729634400	2	0.000000	484	76	411	117	13	10	20	2	0	2	20.000000	6	377	484
SI	2024-10-24	2024	1729720800	3	0.000000	382	65	298	108	6	3	25	0	0	0		6	217	382
SI	2024-10-25	2024	1729807200	4	0.000000	354	30	268	119	8	6	4	0	0	0		6	197	354
SI	2024-10-28	2024	1730066400	0	0.000000	416	45	324	113	11	5	9	1	0	1	21.000000	5	212	416
SI	2024-10-29	2024	1730152800	1	0.000000	456	71	359	150	7	5	26	0	0	0		6	162	456
SI	2024-10-30	2024	1730239200	2	0.000000	403	69	323	110	8	13	20	2	0	2	8.000000	5	318	403
SI	2024-10-31	2024	1730325600	3	0.000000	379	75	314	89	12	5	23	1	0	1	149.000000	6	233	379
SI	2024-11-01	2024	1730412000	4	0.000012	354	79	281	143	11	5	26	0	0	0		6	220	354
SI	2024-11-04	2024	1730674800	0	0.000000	311	42	230	159	8	2	12	0	0	0		5	66	311
SI	2024-11-05	2024	1730761200	1	0.000000	252	46	197	120	8	2	14	0	0	0		6	86	252
SI	2024-11-06	2024	1730847600	2	0.000000	864	217	717	244	85	7	22	15	0	19	8.000000	6	801	864
SI	2024-11-07	2024	1730934000	3	0.000000	404	100	331	140	19	7	28	1	0	1	33.000000	6	358	404
SI	2024-11-08	2024	1731020400	4	0.000000	353	66	278	101	12	4	19	0	0	0		4	181	353
SI	2024-11-11	2024	1731279600	0	0.000000	429	61	356	111	10	12	15	2	0	2	22.000000	5	263	429
SI	2024-11-12	2024	1731366000	1	0.000000	330	60	282	105	20	3	9	1	0	1	80.000000	6	234	330
SI	2024-11-13	2024	1731452400	2	0.000000	330	86	279	80	10	7	30	1	0	1	10.000000	5	211	330
SI	2024-11-14	2024	1731538800	3	0.000000	422	82	349	151	20	4	19	0	0	0		6	301	422
SI	2024-11-15	2024	1731625200	4	0.000000	361	88	282	111	14	8	26	0	0	0		5	47	361
SI	2024-11-18	2024	1731884400	0	0.000000	250	31	206	55	5	3	9	0	0	0		5	184	250
SI	2024-11-19	2024	1731970800	1	0.000000	280	39	229	90	11	5	6	0	0	0		6	96	280
SI	2024-11-20	2024	1732057200	2	0.000000	260	62	209	82	19	6	10	0	0	0		5	131	260
SI	2024-11-21	2024	1732143600	3	0.000000	318	52	256	113	12	2	14	0	0	0		6	198	318
SI	2024-11-22	2024	1732230000	4	0.000000	342	50	259	127	11	6	11	0	0	0		6	139	342
SI	2024-11-25	2024	1732489200	0	0.000000	553	78	466	138	17	19	13	0	0	0		6	329	553
SI	2024-11-26	2024	1732575600	1	0.000000	344	48	295	117	12	4	10	0	0	0		6	145	344
SI	2024-11-27	2024	1732662000	2	0.000000	331	58	281	86	7	6	19	0	0	0		5	164	331
SI	2024-11-28	2024	1732748400	3	0.000000	203	36	177	38	11	0	7	0	0	0		5	131	203
SI	2024-11-29	2024	1732834800	4	0.000000	252	46	194	113	5	6	15	0	0	0		5	98	252
SI	2024-12-01	2024	1733007600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-12-02	2024	1733094000	0	0.000000	331	53	263	90	10	7	13	0	0	0		5	21	331
SI	2024-12-03	2024	1733180400	1	0.000000	333	40	272	128	9	2	10	0	0	0		6	99	333
SI	2024-12-04	2024	1733266800	2	0.000000	393	77	321	134	16	7	19	0	0	0		6	290	393
SI	2024-12-05	2024	1733353200	3	0.000000	344	94	285	98	20	6	24	0	0	0		5	164	344
SI	2024-12-06	2024	1733439600	4	0.000012	471	93	353	177	12	9	31	1	0	1	103.000000	5	160	471
SI	2024-12-08	2024	1733612400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-12-09	2024	1733698800	0	0.000000	561	79	496	93	15	9	20	0	0	0		5	307	561
SI	2024-12-10	2024	1733785200	1	0.000000	310	58	264	71	18	1	11	0	0	0		5	177	310
SI	2024-12-11	2024	1733871600	2	0.000000	454	83	376	160	14	7	25	0	0	0		6	188	454
SI	2024-12-12	2024	1733958000	3	0.000000	463	69	393	140	13	8	18	0	0	0		6	321	463
SI	2024-12-13	2024	1734044400	4	0.000000	305	59	252	86	15	6	13	0	0	0		6	208	305
SI	2024-12-15	2024	1734217200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-12-16	2024	1734303600	0	0.000000	223	36	195	55	8	2	9	0	0	0		5	11	223
SI	2024-12-17	2024	1734390000	1	0.000000	297	53	225	100	7	7	16	0	0	0		6	43	297
SI	2024-12-18	2024	1734476400	2	0.000012	448	179	350	207	63	5	26	2	0	2	6.000000	6	507	448
SI	2024-12-19	2024	1734562800	3	0.000000	386	72	329	99	18	8	14	0	0	0		6	262	386
SI	2024-12-20	2024	1734649200	4	0.000000	292	71	253	60	15	1	20	0	0	0		5	261	292
SI	2024-12-22	2024	1734822000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-12-23	2024	1734908400	0	0.000000	218	33	182	65	5	5	9	0	0	0		6	0	218
SI	2024-12-24	2024	1734994800	1	0.141304	142	21	129	36	4	6	4	0	1	0		6	8	142
SI	2024-12-26	2024	1735167600	3	0.000000	226	31	183	70	6	5	7	0	0	0		6	47	226
SI	2024-12-27	2024	1735254000	4	0.000000	260	52	198	111	10	5	14	0	0	0		6	191	260
SI	2024-12-29	2024	1735426800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2024-12-30	2024	1735513200	0	0.000000	317	39	252	141	12	5	5	0	0	0		6	188	317
SI	2024-12-31	2024	1735599600	1	0.000000	308	44	252	114	10	5	10	0	0	0		6	37	308
SI	2025-01-02	2025	1735772400	3	0.000000	411	68	338	104	15	5	17	0	0	0		5	183	411
SI	2025-01-03	2025	1735858800	4	0.000000	318	50	269	94	11	5	12	0	0	0		6	59	318
SI	2025-01-05	2025	1736031600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2025-01-06	2025	1736118000	0	0.000000	697	98	583	201	18	22	20	2	0	2	21.500000	6	17	697
SI	2025-01-07	2025	1736204400	1	0.000000	387	72	314	117	10	5	24	0	0	0		6	30	387
SI	2025-01-08	2025	1736290800	2	0.000000	430	69	351	177	15	5	18	0	0	0		6	66	430
SI	2025-01-09	2025	1736377200	3	0.000000	318	52	253	107	13	3	12	0	0	0		6	89	318
SI	2025-01-10	2025	1736463600	4	0.000012	651	172	512	285	19	9	65	3	0	3	9.000000	6	370	651
SI	2025-01-12	2025	1736636400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2025-01-13	2025	1736722800	0	0.000000	581	99	508	131	25	6	22	0	0	0		6	513	581
SI	2025-01-14	2025	1736809200	1	0.000000	384	67	317	183	8	8	23	2	0	2	20.500000	6	136	384
SI	2025-01-15	2025	1736895600	2	0.000000	459	136	360	140	23	5	44	2	0	2	19.500000	6	421	459
SI	2025-01-16	2025	1736982000	3	0.000012	412	89	350	122	12	9	28	0	0	0		6	44	412
SI	2025-01-17	2025	1737068400	4	0.000000	401	92	322	112	15	9	27	0	0	0		5	196	401
SI	2025-01-19	2025	1737241200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2025-01-20	2025	1737327600	0	0.000000	404	90	321	158	10	3	34	2	0	2	19.000000	6	45	404
SI	2025-01-21	2025	1737414000	1	0.000000	462	63	381	142	16	4	15	0	0	0		5	181	462
SI	2025-01-22	2025	1737500400	2	0.000000	408	88	322	138	17	12	21	0	0	0		6	235	408
SI	2025-01-23	2025	1737586800	3	0.000000	467	76	386	147	13	6	22	1	0	1	12.000000	5	412	467
SI	2025-01-24	2025	1737673200	4	0.000000	403	70	321	147	16	6	16	0	0	0		6	166	403
SI	2025-01-26	2025	1737846000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
SI	2025-01-27	2025	1737932400	0	0.000000	645	87	503	223	20	11	18	1	0	1	17.000000	6	197	645
SI	2025-01-28	2025	1738018800	1	0.000000	399	60	338	116	12	5	16	0	0	0		5	139	399
