# PORT_M1B_SPEC.md S4 atlas screen (spec_sha16=d31f48b59877e44d)
# params_hash=c50dfd164e2fc778844a6f8f6681f8050964cec3ff1e017904a18798e50957c3
# EXPLORATORY_NONCERTIFYING; FIT era only; no promotion claims
# scoring is reported separately: learnability (rho vs own truth) vs economic alignment (within-unit Spearman vs net_phase_close, dollar_recall@k)
asset	label	family	base	kind	horizon	truncation	penalty	transform	ranking_unit	occupancy_derived	shuffled_twin	n_rows	n_folds_scored	rho_median_learnability	rho_fold_min	rho_fold_max	align_spearman_unit	align_p_value	dollar_recall_at3	dollar_recall_at10	era_sign_consistency	era_min_align	era_max_align	holm_rank	holm_threshold	holm_significant	twin_align_spearman	voided_by_twin	fit_secs
SI	ret|e1|sess_close|winsor@phase	ratio	ret|e1	ratio	sess_close			winsor	phase	0	0	101192	4	-0.007499	-0.027413	-0.006204	-0.001746	0.617100	-0.233723	-0.378501	0.666667	-0.007689	0.002390	257	0.000714	0		0	1.156387
SI	ret|e1|sess_close|winsor@session	ratio	ret|e1	ratio	sess_close			winsor	session	0	0	101192	4	-0.005213	-0.021996	-0.003841	-0.001734	0.619554	-0.123997	-0.150571	0.333333	-0.010123	0.001728	258	0.000725	0		0	1.148356
SI	retg|e1|sess_close|raw	ratio	retg|e1	ratio	sess_close			raw		0	0	97643	4	-0.000678	-0.011447	0.013986	0.007732	0.029543	-0.116182	-0.148345	0.666667	-0.005010	0.014072	148	0.000279	0		0	1.116536
SI	retg|e1|sess_close|z@phase	ratio	retg|e1	ratio	sess_close			z	phase	0	0	97623	4	-0.013938	-0.021044	-0.012435	0.000917	0.796414	-0.202146	-0.343545	0.333333	-0.001158	0.005645	292	0.001429	0		0	1.132539
SI	retg|e1|sess_close|z@session	ratio	retg|e1	ratio	sess_close			z	session	0	0	97643	4	-0.001755	-0.020096	0.016969	0.003498	0.324843	-0.108151	-0.133612	0.666667	-0.004260	0.009159	212	0.000435	0		0	1.139468
SI	retg|e1|sess_close|rank@phase	ratio	retg|e1	ratio	sess_close			rank	phase	0	0	97635	4	0.056205	0.048493	0.066936	0.050815	0.000000	-0.190574	-0.341152	1.000000	0.036014	0.064946	19	0.000162	1		0	1.174976
SI	retg|e1|sess_close|rank@session	ratio	retg|e1	ratio	sess_close			rank	session	0	0	97643	4	0.038224	0.019509	0.042983	0.016547	0.000003	-0.090558	-0.120994	1.000000	0.003667	0.027095	79	0.000202	1		0	1.147765
SI	retg|e1|sess_close|winsor@phase	ratio	retg|e1	ratio	sess_close			winsor	phase	0	0	97643	4	0.000985	-0.020973	0.009515	-0.000173	0.961278	-0.222831	-0.346184	0.666667	-0.008297	0.009692	323	0.012500	0		0	1.134215
SI	retg|e1|sess_close|winsor@session	ratio	retg|e1	ratio	sess_close			winsor	session	0	0	97643	4	-0.000223	-0.020722	0.013231	0.003785	0.286750	-0.133576	-0.154406	1.000000	0.000301	0.008542	205	0.000410	0		0	1.114164
SI	ret|e5|sess_close|raw	ratio	ret|e5	ratio	sess_close			raw		0	0	101192	4	-0.008368	-0.012004	0.013613	-0.000601	0.863423	-0.133447	-0.172481	0.666667	-0.007232	0.006980	305	0.002273	0		0	1.142707
SI	ret|e5|sess_close|z@phase	ratio	ret|e5	ratio	sess_close			z	phase	0	0	101178	4	-0.011586	-0.026352	-0.005282	0.001228	0.725070	-0.241412	-0.383167	0.333333	-0.004922	0.008996	279	0.001042	0		0	1.196278
SI	ret|e5|sess_close|z@session	ratio	ret|e5	ratio	sess_close			z	session	0	0	101192	4	-0.000058	-0.031783	0.002228	-0.000035	0.991974	-0.110687	-0.156992	0.333333	-0.005379	0.004090	325	0.025000	0		0	1.136814
SI	ret|e5|sess_close|rank@phase	ratio	ret|e5	ratio	sess_close			rank	phase	0	0	101187	4	0.060760	0.056237	0.071604	0.052496	0.000000	-0.187239	-0.369054	1.000000	0.046825	0.061797	17	0.000161	1		0	1.212225
SI	ret|e5|sess_close|rank@session	ratio	ret|e5	ratio	sess_close			rank	session	0	0	101192	4	0.043539	0.036440	0.048467	0.023087	0.000000	-0.095443	-0.135701	1.000000	0.014323	0.032565	53	0.000182	1		0	1.196285
SI	ret|e5|sess_close|winsor@phase	ratio	ret|e5	ratio	sess_close			winsor	phase	0	0	101192	4	-0.006879	-0.012719	0.013298	0.004921	0.158793	-0.249698	-0.391581	0.666667	-0.000139	0.011353	187	0.000357	0		0	1.164634
SI	ret|e5|sess_close|winsor@session	ratio	ret|e5	ratio	sess_close			winsor	session	0	0	101192	4	-0.005382	-0.016576	0.009401	0.001534	0.660540	-0.149875	-0.174476	0.666667	-0.000531	0.004432	268	0.000847	0		0	1.140844
SI	retg|e5|sess_close|raw	ratio	retg|e5	ratio	sess_close			raw		0	0	89121	4	0.012272	0.003784	0.017673	0.026440	0.000000	-0.040378	-0.066907	1.000000	0.016976	0.033265	47	0.000179	1		0	1.024738
SI	retg|e5|sess_close|z@phase	ratio	retg|e5	ratio	sess_close			z	phase	0	0	89096	4	-0.015288	-0.041768	-0.008786	-0.003396	0.360649	-0.134790	-0.226880	0.666667	-0.010524	0.005312	215	0.000446	0		0	1.065698
SI	retg|e5|sess_close|z@session	ratio	retg|e5	ratio	sess_close			z	session	0	0	89121	4	-0.004801	-0.017584	0.007566	0.003015	0.416971	-0.045954	-0.080959	0.666667	-0.001423	0.008951	224	0.000485	0		0	1.050733
SI	retg|e5|sess_close|rank@phase	ratio	retg|e5	ratio	sess_close			rank	phase	0	0	89107	4	0.062527	0.059810	0.072826	0.054561	0.000000	-0.132958	-0.219340	1.000000	0.051213	0.056171	18	0.000162	1		0	1.083003
SI	retg|e5|sess_close|rank@session	ratio	retg|e5	ratio	sess_close			rank	session	0	0	89121	4	0.032513	0.018539	0.044870	0.020646	0.000000	-0.076738	-0.076354	1.000000	0.009393	0.027256	64	0.000190	1		0	1.054592
SI	retg|e5|sess_close|winsor@phase	ratio	retg|e5	ratio	sess_close			winsor	phase	0	0	89121	4	0.010621	-0.000852	0.021588	-0.001222	0.742124	-0.151629	-0.221144	0.666667	-0.009518	0.013187	280	0.001064	0		0	1.046710
SI	retg|e5|sess_close|winsor@session	ratio	retg|e5	ratio	sess_close			winsor	session	0	0	89121	4	0.009137	-0.005129	0.018942	0.030555	0.000000	-0.050169	-0.062171	1.000000	0.022630	0.034860	38	0.000173	1		0	1.033905
SI	ret|e15|sess_close|raw	ratio	ret|e15	ratio	sess_close			raw		0	0	101192	4	0.010255	-0.006914	0.023112	0.001686	0.629165	-0.136565	-0.184174	0.666667	-0.000707	0.002922	262	0.000769	0		0	1.150923
SI	ret|e15|sess_close|z@phase	ratio	ret|e15	ratio	sess_close			z	phase	0	0	101178	4	-0.010164	-0.013495	-0.001114	0.006033	0.084108	-0.230632	-0.365896	0.666667	-0.002746	0.012953	171	0.000321	0		0	1.199073
SI	ret|e15|sess_close|z@session	ratio	ret|e15	ratio	sess_close			z	session	0	0	101192	4	0.008213	-0.026685	0.013352	0.002982	0.393061	-0.110122	-0.155695	0.666667	-0.002769	0.009406	221	0.000472	0		0	1.163652
SI	ret|e15|sess_close|rank@phase	ratio	ret|e15	ratio	sess_close			rank	phase	0	0	101187	4	0.067773	0.060679	0.074224	0.053380	0.000000	-0.198630	-0.363016	1.000000	0.045412	0.056747	15	0.000160	1		0	1.230168
SI	ret|e15|sess_close|rank@session	ratio	ret|e15	ratio	sess_close			rank	session	0	0	101192	4	0.041709	0.031145	0.049301	0.022657	0.000000	-0.082797	-0.136305	1.000000	0.014220	0.034675	54	0.000183	1		0	1.184700
SI	ret|e15|sess_close|winsor@phase	ratio	ret|e15	ratio	sess_close			winsor	phase	0	0	101192	4	0.007055	-0.008799	0.018001	0.004306	0.217601	-0.231668	-0.377292	0.666667	-0.002610	0.009681	196	0.000382	0		0	1.176828
SI	ret|e15|sess_close|winsor@session	ratio	ret|e15	ratio	sess_close			winsor	session	0	0	101192	4	0.007424	-0.003720	0.020492	0.002598	0.456806	-0.158476	-0.191397	1.000000	0.001165	0.004475	231	0.000521	0		0	1.158015
SI	retg|e15|sess_close|raw	ratio	retg|e15	ratio	sess_close			raw		0	0	68896	4	0.065400	0.046390	0.070595	0.131460	0.000000	0.079394	0.110446	1.000000	0.105061	0.166217	4	0.000155	1		0	0.835040
SI	retg|e15|sess_close|z@phase	ratio	retg|e15	ratio	sess_close			z	phase	0	0	68842	4	0.000090	-0.012894	0.009944	0.004754	0.258898	0.064343	0.081397	0.333333	-0.002962	0.014656	201	0.000397	0		0	0.844744
SI	retg|e15|sess_close|z@session	ratio	retg|e15	ratio	sess_close			z	session	0	0	68896	4	0.025471	0.023611	0.033131	0.077306	0.000000	0.115469	0.116031	1.000000	0.063927	0.102247	10	0.000158	1		0	0.851953
SI	retg|e15|sess_close|rank@phase	ratio	retg|e15	ratio	sess_close			rank	phase	0	0	68873	4	0.086197	0.078968	0.097133	0.090098	0.000000	0.068616	0.089341	1.000000	0.081234	0.102440	8	0.000157	1		0	0.902589
SI	retg|e15|sess_close|rank@session	ratio	retg|e15	ratio	sess_close			rank	session	0	0	68896	4	0.056269	0.048460	0.059556	0.066190	0.000000	0.076008	0.100837	1.000000	0.045847	0.075185	11	0.000158	1		0	0.864985
SI	retg|e15|sess_close|winsor@phase	ratio	retg|e15	ratio	sess_close			winsor	phase	0	0	68896	4	0.060258	0.040319	0.065198	0.011009	0.008923	0.067314	0.079547	0.666667	-0.004986	0.023429	132	0.000256	0		0	0.856113
SI	retg|e15|sess_close|winsor@session	ratio	retg|e15	ratio	sess_close			winsor	session	0	0	68896	4	0.060844	0.051520	0.067920	0.130616	0.000000	0.099363	0.115378	1.000000	0.102199	0.161727	5	0.000155	1		0	0.833061
SI	ret|e30|sess_close|raw	ratio	ret|e30	ratio	sess_close			raw		0	0	101192	4	0.012500	0.002667	0.024579	-0.000519	0.881918	-0.133584	-0.184513	0.666667	-0.003159	0.002648	308	0.002632	0		0	1.151644
SI	ret|e30|sess_close|z@phase	ratio	ret|e30	ratio	sess_close			z	phase	0	0	101178	4	-0.005863	-0.010779	-0.000766	-0.000635	0.855827	-0.239866	-0.381373	0.666667	-0.002606	0.002426	303	0.002083	0		0	1.200672
SI	ret|e30|sess_close|z@session	ratio	ret|e30	ratio	sess_close			z	session	0	0	101192	4	0.013745	-0.003712	0.020561	0.009727	0.005343	-0.109636	-0.162558	1.000000	0.009450	0.009992	123	0.000245	0		0	1.182442
SI	ret|e30|sess_close|rank@phase	ratio	ret|e30	ratio	sess_close			rank	phase	0	0	101187	4	0.068256	0.063085	0.071625	0.053983	0.000000	-0.202502	-0.375760	1.000000	0.043607	0.061404	13	0.000159	1		0	1.267070
SI	ret|e30|sess_close|rank@session	ratio	ret|e30	ratio	sess_close			rank	session	0	0	101192	4	0.048020	0.040495	0.057905	0.024943	0.000000	-0.106015	-0.157425	1.000000	0.011605	0.036013	45	0.000177	1		0	1.197425
SI	ret|e30|sess_close|winsor@phase	ratio	ret|e30	ratio	sess_close			winsor	phase	0	0	101192	4	0.015142	0.004833	0.025044	0.007131	0.041161	-0.251266	-0.391900	0.666667	-0.000272	0.014237	153	0.000287	0		0	1.164257
SI	ret|e30|sess_close|winsor@session	ratio	ret|e30	ratio	sess_close			winsor	session	0	0	101192	4	0.015133	0.002392	0.023802	-0.001293	0.711238	-0.161786	-0.186233	0.666667	-0.004583	0.001312	275	0.000962	0		0	1.176870
SI	retg|e30|sess_close|raw	ratio	retg|e30	ratio	sess_close			raw		0	0	46505	4	0.074258	0.034588	0.156632	0.256420	0.000000	0.293186	0.353789	1.000000	0.227579	0.308424	1	0.000153	1		0	0.632332
SI	retg|e30|sess_close|z@phase	ratio	retg|e30	ratio	sess_close			z	phase	0	0	46362	4	0.011638	-0.000964	0.043505	0.010476	0.040400	0.265834	0.391524	1.000000	0.004897	0.019302	151	0.000284	0		0	0.591989
SI	retg|e30|sess_close|z@session	ratio	retg|e30	ratio	sess_close			z	session	0	0	46503	4	0.024365	0.018772	0.039014	0.191655	0.000000	0.277228	0.346329	1.000000	0.169968	0.233011	3	0.000154	1		0	0.634323
SI	retg|e30|sess_close|rank@phase	ratio	retg|e30	ratio	sess_close			rank	phase	0	0	46453	4	0.123659	0.111439	0.156809	0.129652	0.000000	0.280864	0.406527	1.000000	0.104819	0.158152	6	0.000156	1		0	0.695859
SI	retg|e30|sess_close|rank@session	ratio	retg|e30	ratio	sess_close			rank	session	0	0	46505	4	0.073529	0.038062	0.122148	0.052244	0.000000	0.196803	0.262393	1.000000	0.025897	0.072945	32	0.000169	1		0	0.621957
SI	retg|e30|sess_close|winsor@phase	ratio	retg|e30	ratio	sess_close			winsor	phase	0	0	46505	4	0.074692	0.027035	0.175030	-0.009824	0.054428	0.252030	0.384938	0.666667	-0.022885	0.006137	157	0.000294	0		0	0.655105
SI	retg|e30|sess_close|winsor@session	ratio	retg|e30	ratio	sess_close			winsor	session	0	0	46505	4	0.079590	0.012829	0.174355	0.252801	0.000000	0.277133	0.347545	1.000000	0.221040	0.311970	2	0.000154	1		0	0.626844
SI	uw_share|sess_close|raw	path_shape	uw_share	ratio	sess_close			raw		0	0	101192	4	0.001563	-0.002896	0.013788	-0.005518	0.114072	-0.156300	-0.184130	1.000000	-0.011562	-0.001188	179	0.000338	0		0	1.177810
SI	uw_share|sess_close|rank@phase	path_shape	uw_share	ratio	sess_close			rank	phase	0	0	101187	4	0.033467	0.016691	0.043149	-0.038804	0.000000	-0.246670	-0.412201	1.000000	-0.046030	-0.022873	30	0.000168	1		0	1.228957
SI	uw_share|sess_close|rank@session	path_shape	uw_share	ratio	sess_close			rank	session	0	0	101192	4	0.011509	0.007986	0.018067	-0.008587	0.013927	-0.143965	-0.168203	1.000000	-0.011533	-0.005271	135	0.000260	0		0	1.231568
SI	monotonicity|sess_close|raw	path_shape	monotonicity	ratio	sess_close			raw		0	0	101175	4	0.355045	0.283785	0.563649	0.004488	0.198710	-0.116136	-0.140803	1.000000	0.002594	0.007677	192	0.000370	0		0	1.257587
SI	monotonicity|sess_close|rank@phase	path_shape	monotonicity	ratio	sess_close			rank	phase	0	0	101170	4	0.157869	0.123304	0.206222	-0.000853	0.807069	-0.255289	-0.394608	0.666667	-0.004682	0.003510	297	0.001667	0		0	1.296941
SI	monotonicity|sess_close|rank@session	path_shape	monotonicity	ratio	sess_close			rank	session	0	0	101175	4	0.375272	0.282304	0.414313	0.001776	0.611013	-0.079925	-0.128735	0.333333	-0.004540	0.010328	256	0.000704	0		0	1.266674
SI	time_to_peak|sess_close|raw	path_shape	time_to_peak	time	sess_close			raw		0	0	101192	4	0.464878	0.437983	0.483091	-0.001094	0.753957	-0.129559	-0.179037	0.666667	-0.007737	0.006812	284	0.001163	0		0	1.230923
SI	time_to_peak|sess_close|rank@phase	path_shape	time_to_peak	time	sess_close			rank	phase	0	0	101187	4	0.096043	0.093567	0.112160	-0.024916	0.000000	-0.242769	-0.386692	1.000000	-0.038405	-0.010475	46	0.000178	1		0	1.200541
SI	time_to_peak|sess_close|rank@session	path_shape	time_to_peak	time	sess_close			rank	session	0	0	101192	4	0.449486	0.425170	0.474866	-0.010847	0.001894	-0.145789	-0.183316	1.000000	-0.021814	-0.003830	113	0.000234	0		0	1.272583
SI	giveback|sess_close|raw	path_shape	giveback	dollar	sess_close			raw		0	0	101192	4	0.356768	0.312979	0.392660	-0.000399	0.909071	-0.153274	-0.193404	0.666667	-0.003368	0.002561	312	0.003333	0		0	1.185343
SI	giveback|sess_close|rank@phase	path_shape	giveback	dollar	sess_close			rank	phase	0	0	101187	4	0.207691	0.162001	0.229203	0.009578	0.006096	-0.247762	-0.401487	0.666667	-0.009261	0.021473	125	0.000248	0		0	1.274902
SI	giveback|sess_close|rank@session	path_shape	giveback	dollar	sess_close			rank	session	0	0	101192	4	0.425042	0.420712	0.485492	0.001949	0.576802	-0.153897	-0.189784	0.666667	-0.000096	0.005416	251	0.000658	0		0	1.245056
SI	mae_unwalled|sess_close|raw	path_shape	mae_unwalled	dollar	sess_close			raw		0	0	101192	4	0.290458	0.267462	0.325708	-0.002579	0.460157	-0.167081	-0.189434	1.000000	-0.005026	-0.000529	232	0.000526	0		0	1.160807
SI	mae_unwalled|sess_close|rank@phase	path_shape	mae_unwalled	dollar	sess_close			rank	phase	0	0	101187	4	0.154285	0.112773	0.164240	0.032869	0.000000	-0.230505	-0.377772	1.000000	0.017298	0.039571	34	0.000171	1		0	1.267998
SI	mae_unwalled|sess_close|rank@session	path_shape	mae_unwalled	dollar	sess_close			rank	session	0	0	101192	4	0.296876	0.282358	0.320209	0.003582	0.305040	-0.154636	-0.171893	0.666667	-0.001770	0.010640	208	0.000420	0		0	1.248454
SI	cert_w1|h30|raw	certificate	cert_w1	dollar	h30			raw		0	0	100943	4	-0.036434	-0.095455	-0.005478	-0.000388	0.911542	-0.111780	-0.139696	0.666667	-0.002610	0.002841	314	0.003846	0		0	1.123741
SI	cert_w1|h30|z@phase	certificate	cert_w1	dollar	h30			z	phase	0	0	82550	4	-0.002959	-0.006166	0.012108	0.005646	0.147096	-0.057009	-0.073765	1.000000	0.001362	0.009456	183	0.000347	0		0	0.961499
SI	cert_w1|h30|z@session	certificate	cert_w1	dollar	h30			z	session	0	0	83305	4	0.011849	0.004925	0.022815	0.005258	0.173971	-0.030504	-0.037431	0.666667	-0.001671	0.009826	189	0.000362	0		0	0.972550
SI	cert_w1|h30|rank@phase	certificate	cert_w1	dollar	h30			rank	phase	0	0	100938	4	-0.001861	-0.006022	0.022178	0.006045	0.083838	-0.248700	-0.397358	0.666667	-0.000076	0.011289	170	0.000318	0		0	1.165851
SI	cert_w1|h30|rank@session	certificate	cert_w1	dollar	h30			rank	session	0	0	100943	4	0.029748	0.002223	0.057176	0.003866	0.268757	-0.123264	-0.136343	1.000000	0.003022	0.005158	203	0.000403	0		0	1.155000
SI	cert_w1|h60|raw	certificate	cert_w1	dollar	h60			raw		0	0	100618	4	-0.058310	-0.099347	-0.006441	-0.004164	0.234374	-0.130721	-0.146635	1.000000	-0.010111	-0.000300	199	0.000391	0		0	1.138747
SI	cert_w1|h60|z@phase	certificate	cert_w1	dollar	h60			z	phase	0	0	81506	4	0.004452	0.002590	0.009990	0.010311	0.008576	-0.060145	-0.084470	1.000000	0.008303	0.013156	131	0.000255	0		0	0.922814
SI	cert_w1|h60|z@session	certificate	cert_w1	dollar	h60			z	session	0	0	82625	4	0.012081	-0.003618	0.037077	0.010532	0.006710	-0.014292	-0.023339	1.000000	0.008008	0.014405	127	0.000250	0		0	0.988514
SI	cert_w1|h60|rank@phase	certificate	cert_w1	dollar	h60			rank	phase	0	0	100613	4	0.006631	-0.002133	0.014076	0.010691	0.002265	-0.224130	-0.378792	1.000000	0.004123	0.017575	116	0.000237	0		0	1.161715
SI	cert_w1|h60|rank@session	certificate	cert_w1	dollar	h60			rank	session	0	0	100618	4	0.026924	0.010460	0.066425	-0.001717	0.623825	-0.094162	-0.134993	0.666667	-0.003252	0.000195	259	0.000735	0		0	1.147149
SI	cert_w1|h120|raw	certificate	cert_w1	dollar	h120			raw		0	0	99082	4	-0.031498	-0.068015	0.003634	-0.003035	0.389701	-0.125669	-0.161855	1.000000	-0.007527	-0.000325	220	0.000467	0		0	1.122436
SI	cert_w1|h120|z@phase	certificate	cert_w1	dollar	h120			z	phase	0	0	78841	4	0.010359	-0.007952	0.030982	0.013700	0.000604	-0.038994	-0.057632	1.000000	0.000013	0.022007	103	0.000223	0		0	0.962839
SI	cert_w1|h120|z@session	certificate	cert_w1	dollar	h120			z	session	0	0	78971	4	0.001951	-0.006571	0.021384	0.006580	0.098927	-0.053401	-0.045439	0.666667	-0.001184	0.016726	174	0.000327	0		0	0.918132
SI	cert_w1|h120|rank@phase	certificate	cert_w1	dollar	h120			rank	phase	0	0	99077	4	0.014988	-0.001094	0.019238	0.019254	0.000000	-0.225424	-0.389772	1.000000	0.016317	0.023158	66	0.000192	1		0	1.163711
SI	cert_w1|h120|rank@session	certificate	cert_w1	dollar	h120			rank	session	0	0	99082	4	0.045918	0.019142	0.061095	0.009548	0.006803	-0.119673	-0.144958	1.000000	0.002952	0.014041	129	0.000253	0		0	1.135343
SI	cert_w1|phase_close|raw	certificate	cert_w1	dollar	phase_close			raw		0	0	101192	4	-0.011343	-0.080491	0.014030	-0.011014	0.001609	-0.155673	-0.155319	1.000000	-0.014792	-0.009405	109	0.000229	0		0	1.129362
SI	cert_w1|phase_close|z@phase	certificate	cert_w1	dollar	phase_close			z	phase	0	0	80170	4	0.023971	-0.004643	0.031193	0.033490	0.000000	-0.046812	-0.059197	1.000000	0.002988	0.052895	37	0.000172	1		0	0.933778
SI	cert_w1|phase_close|z@session	certificate	cert_w1	dollar	phase_close			z	session	0	0	78546	4	0.006872	-0.002603	0.024012	0.013602	0.000694	-0.010361	-0.028101	0.666667	-0.002082	0.023558	104	0.000224	0		0	0.952258
SI	cert_w1|phase_close|rank@phase	certificate	cert_w1	dollar	phase_close			rank	phase	0	0	101187	4	0.023457	0.017254	0.030977	0.039104	0.000000	-0.224696	-0.390022	1.000000	0.033028	0.048879	29	0.000168	1		0	1.201303
SI	cert_w1|phase_close|rank@session	certificate	cert_w1	dollar	phase_close			rank	session	0	0	101192	4	0.050805	0.019122	0.083948	0.014444	0.000035	-0.095416	-0.149696	1.000000	0.005324	0.026571	90	0.000211	1		0	1.167507
SI	cert_w1|sess_close|raw	certificate	cert_w1	dollar	sess_close			raw		0	0	101192	4	-0.023545	-0.038776	0.010027	0.002694	0.440440	-0.104349	-0.145765	0.666667	-0.000043	0.005966	228	0.000505	0		0	1.122913
SI	cert_w1|sess_close|z@phase	certificate	cert_w1	dollar	sess_close			z	phase	0	0	76544	4	0.008674	0.007383	0.010162	0.018430	0.000006	-0.022379	-0.044188	1.000000	0.015728	0.022195	82	0.000204	1		0	0.931575
SI	cert_w1|sess_close|z@session	certificate	cert_w1	dollar	sess_close			z	session	0	0	75865	4	0.020830	0.013229	0.045955	0.020004	0.000001	0.001440	-0.018429	1.000000	0.011604	0.026919	77	0.000200	1		0	0.938899
SI	cert_w1|sess_close|rank@phase	certificate	cert_w1	dollar	sess_close			rank	phase	0	0	101187	4	0.035840	0.031467	0.038424	0.048348	0.000000	-0.213631	-0.374412	1.000000	0.039648	0.057801	21	0.000163	1		0	1.216727
SI	cert_w1|sess_close|rank@session	certificate	cert_w1	dollar	sess_close			rank	session	0	0	101192	4	0.031288	0.028278	0.043109	0.019986	0.000000	-0.127225	-0.169355	1.000000	0.004658	0.038892	59	0.000187	1		0	1.191444
SI	maebudget_w50|h60|raw	mae_budget	maebudget_w50	dollar	h60			raw		0	0	100618	4	-0.030484	-0.058676	0.015465	-0.004946	0.157758	-0.130766	-0.152089	1.000000	-0.008285	-0.000274	186	0.000355	0		0	1.119156
SI	maebudget_w50|phase_close|raw	mae_budget	maebudget_w50	dollar	phase_close			raw		0	0	101192	4	0.005735	-0.044653	0.019756	-0.002304	0.509421	-0.134488	-0.165529	0.333333	-0.010158	0.001415	241	0.000581	0		0	1.115109
SI	maebudget_w150|h60|raw	mae_budget	maebudget_w150	dollar	h60			raw		0	0	100618	4	-0.070880	-0.089254	-0.013969	-0.004548	0.193930	-0.122031	-0.143229	0.666667	-0.008956	0.003142	191	0.000368	0		0	1.111729
SI	maebudget_w150|phase_close|raw	mae_budget	maebudget_w150	dollar	phase_close			raw		0	0	101192	4	-0.032937	-0.078298	0.014802	-0.007456	0.032747	-0.124644	-0.140055	0.666667	-0.013643	0.000742	149	0.000281	0		0	1.131557
SI	maebudget_w200|h60|raw	mae_budget	maebudget_w200	dollar	h60			raw		0	0	100618	4	-0.065642	-0.087744	0.018070	0.000511	0.884075	-0.108864	-0.137530	0.666667	-0.001175	0.002733	310	0.002941	0		0	1.098943
SI	maebudget_w200|phase_close|raw	mae_budget	maebudget_w200	dollar	phase_close			raw		0	0	101192	4	-0.055232	-0.096852	0.031998	-0.004453	0.202200	-0.097876	-0.136538	0.333333	-0.018674	0.002228	193	0.000373	0		0	1.117429
HG	ret|e1|h30|raw	ratio	ret|e1	ratio	h30			raw		0	0	103882	4	-0.017819	-0.021315	-0.011769	-0.006604	0.056128	-0.286960	-0.410969	0.750000	-0.014180	0.002509	166	0.000311	0		0	1.654634
HG	ret|e1|h30|z@phase	ratio	ret|e1	ratio	h30			z	phase	0	0	103881	4	0.002271	-0.014720	0.006103	-0.001060	0.759157	-0.649246	-1.373778	0.500000	-0.005749	0.011150	300	0.001852	0		0	1.196103
HG	ret|e1|h30|z@session	ratio	ret|e1	ratio	h30			z	session	0	0	103882	4	-0.007428	-0.012129	-0.004744	-0.006446	0.062256	-0.289819	-0.411970	1.000000	-0.013746	-0.004419	168	0.000314	0		0	1.176535
HG	ret|e1|h30|rank@phase	ratio	ret|e1	ratio	h30			rank	phase	0	0	103881	4	0.005602	-0.000264	0.012763	0.018149	0.000000	-0.646915	-1.361723	1.000000	0.014253	0.025118	80	0.000202	1		0	1.219680
HG	ret|e1|h30|rank@session	ratio	ret|e1	ratio	h30			rank	session	0	0	103882	4	0.009725	-0.007626	0.016876	0.005200	0.132565	-0.282246	-0.409178	0.750000	-0.014164	0.016020	201	0.000397	0		0	1.183541
HG	ret|e1|h30|winsor@phase	ratio	ret|e1	ratio	h30			winsor	phase	0	0	103882	4	-0.012394	-0.013260	-0.008678	-0.006760	0.050574	-0.644060	-1.383111	0.750000	-0.012675	0.004271	162	0.000303	0		0	1.181944
HG	ret|e1|h30|winsor@session	ratio	ret|e1	ratio	h30			winsor	session	0	0	103882	4	-0.015475	-0.016460	-0.012430	-0.008358	0.015632	-0.306901	-0.414413	1.000000	-0.011273	-0.002177	147	0.000278	0		0	1.193834
HG	retg|e1|h30|raw	ratio	retg|e1	ratio	h30			raw		0	0	92606	4	-0.013396	-0.015913	-0.001309	-0.003234	0.377082	-0.254237	-0.368309	0.750000	-0.019401	0.001896	250	0.000649	0		0	1.072107
HG	retg|e1|h30|z@phase	ratio	retg|e1	ratio	h30			z	phase	0	0	92603	4	-0.003449	-0.014047	0.001888	-0.014965	0.000044	-0.586386	-1.308336	1.000000	-0.039744	-0.008499	100	0.000220	1		0	1.522241
HG	retg|e1|h30|z@session	ratio	retg|e1	ratio	h30			z	session	0	0	92606	4	-0.004560	-0.010484	0.001771	0.000522	0.886544	-0.259753	-0.359628	0.500000	-0.030770	0.004408	314	0.003846	0		0	1.090405
HG	retg|e1|h30|rank@phase	ratio	retg|e1	ratio	h30			rank	phase	0	0	92603	4	0.000011	-0.003647	0.004719	0.006275	0.086535	-0.587977	-1.298671	0.750000	-0.015766	0.014717	183	0.000347	0		0	1.063024
HG	retg|e1|h30|rank@session	ratio	retg|e1	ratio	h30			rank	session	0	0	92606	4	0.002264	0.000765	0.003376	0.003342	0.361364	-0.257355	-0.380228	0.500000	-0.007711	0.007596	247	0.000625	0		0	1.044759
HG	retg|e1|h30|winsor@phase	ratio	retg|e1	ratio	h30			winsor	phase	0	0	92606	4	-0.011136	-0.016193	-0.001839	-0.014161	0.000110	-0.573453	-1.278375	1.000000	-0.058000	-0.007878	104	0.000224	1		0	1.076097
HG	retg|e1|h30|winsor@session	ratio	retg|e1	ratio	h30			winsor	session	0	0	92606	4	-0.009941	-0.016755	0.000799	-0.003850	0.292920	-0.256464	-0.375506	1.000000	-0.016059	-0.000847	234	0.000538	0		0	1.060456
HG	ret|e5|h30|raw	ratio	ret|e5	ratio	h30			raw		0	0	103882	4	0.002746	0.001888	0.012704	-0.003354	0.332024	-0.283617	-0.416958	0.750000	-0.041049	0.000311	238	0.000562	0		0	1.214726
