# PORT_M1B_SPEC.md D-065 EPISODE CENSUS (episode-grain generation quality) (spec_sha16=d31f48b59877e44d)
# params_hash=b275c684b91d617686d714eb547ad3d01d6ae0cf00a335173192b4c0e8bc0aaf
# c_c_roster.dp_schedule, one position, phase-close certificates, per (asset, trade_date); $/day over the roster's trading days
asset	era	cert_metric	selection	n_days	dp_total_usd	dp_usd_per_day	dp_picks_per_day	delta_usd_per_day_vs_all	delta_frac_vs_all
NKD	2021	peak	EPISODE|BEST_SPREAD	248	992420.000000	4001.693548	5.911290	-1354.465726	-0.252880
NKD	2021	peak	EPISODE|CLOSEST_LEVEL	248	988325.000000	3985.181452	6.068548	-1370.977823	-0.255963
NKD	2021	peak	EPISODE|EARLIEST	248	1021445.000000	4118.729839	5.891129	-1237.429435	-0.231029
NKD	2021	peak	EPISODE|FAMILY_PRIORITY	248	973497.500000	3925.393145	5.939516	-1430.766129	-0.267125
NKD	2021	peak	EPISODE|HIGHEST_RUNG	248	930505.000000	3752.036290	5.338710	-1604.122984	-0.299491
NKD	2022	close	ALL_CANDIDATES	258	729347.500000	2826.928295	2.996124	0.000000	0.000000
NKD	2022	close	EPISODE|BEST_MEMBER	258	709000.000000	2748.062016	2.906977	-78.866279	-0.027898
NKD	2022	close	EPISODE|BEST_SPREAD	258	557452.500000	2160.668605	2.798450	-666.259690	-0.235683
NKD	2022	close	EPISODE|CLOSEST_LEVEL	258	587405.000000	2276.763566	2.864341	-550.164729	-0.194616
NKD	2022	close	EPISODE|EARLIEST	258	583557.500000	2261.850775	2.794574	-565.077519	-0.199891
NKD	2022	close	EPISODE|FAMILY_PRIORITY	258	580097.500000	2248.439922	2.841085	-578.488372	-0.204635
NKD	2022	close	EPISODE|HIGHEST_RUNG	258	525940.000000	2038.527132	2.759690	-788.401163	-0.278890
NKD	2022	peak	ALL_CANDIDATES	258	1523442.500000	5904.815891	14.046512	0.000000	0.000000
NKD	2022	peak	EPISODE|BEST_MEMBER	258	1293260.000000	5012.635659	6.348837	-892.180233	-0.151094
NKD	2022	peak	EPISODE|BEST_SPREAD	258	1113640.000000	4316.434109	6.015504	-1588.381783	-0.268998
NKD	2022	peak	EPISODE|CLOSEST_LEVEL	258	1109995.000000	4302.306202	6.089147	-1602.509690	-0.271390
NKD	2022	peak	EPISODE|EARLIEST	258	1156265.000000	4481.647287	5.957364	-1423.168605	-0.241018
NKD	2022	peak	EPISODE|FAMILY_PRIORITY	258	1092910.000000	4236.085271	6.019380	-1668.730620	-0.282605
NKD	2022	peak	EPISODE|HIGHEST_RUNG	258	1047435.000000	4059.825581	5.457364	-1844.990310	-0.312455
NKD	2023	close	ALL_CANDIDATES	258	673435.000000	2610.213178	2.996124	0.000000	0.000000
NKD	2023	close	EPISODE|BEST_MEMBER	258	654557.500000	2537.044574	2.910853	-73.168605	-0.028032
NKD	2023	close	EPISODE|BEST_SPREAD	258	543625.000000	2107.073643	2.848837	-503.139535	-0.192758
NKD	2023	close	EPISODE|CLOSEST_LEVEL	258	548940.000000	2127.674419	2.856589	-482.538760	-0.184866
NKD	2023	close	EPISODE|EARLIEST	258	560837.500000	2173.788760	2.848837	-436.424419	-0.167199
NKD	2023	close	EPISODE|FAMILY_PRIORITY	258	549677.500000	2130.532946	2.856589	-479.680233	-0.183771
NKD	2023	close	EPISODE|HIGHEST_RUNG	258	507555.000000	1967.267442	2.825581	-642.945736	-0.246319
NKD	2023	peak	ALL_CANDIDATES	258	1357932.500000	5263.304264	13.589147	0.000000	0.000000
NKD	2023	peak	EPISODE|BEST_MEMBER	258	1196235.000000	4636.569767	6.930233	-626.734496	-0.119076
NKD	2023	peak	EPISODE|BEST_SPREAD	258	1055727.500000	4091.967054	6.383721	-1171.337209	-0.222548
NKD	2023	peak	EPISODE|CLOSEST_LEVEL	258	1041202.500000	4035.668605	6.325581	-1227.635659	-0.233244
NKD	2023	peak	EPISODE|EARLIEST	258	1086885.000000	4212.732558	6.368217	-1050.571705	-0.199603
NKD	2023	peak	EPISODE|FAMILY_PRIORITY	258	1028545.000000	3986.608527	6.302326	-1276.695736	-0.242565
NKD	2023	peak	EPISODE|HIGHEST_RUNG	258	985275.000000	3818.895349	5.755814	-1444.408915	-0.274430
NKD	2024	close	ALL_CANDIDATES	259	1085290.000000	4190.308880	3.000000	0.000000	0.000000
NKD	2024	close	EPISODE|BEST_MEMBER	259	1039792.500000	4014.642857	2.776062	-175.666023	-0.041922
NKD	2024	close	EPISODE|BEST_SPREAD	259	824735.000000	3184.305019	2.656371	-1006.003861	-0.240079
NKD	2024	close	EPISODE|CLOSEST_LEVEL	259	853007.500000	3293.465251	2.725869	-896.843629	-0.214028
NKD	2024	close	EPISODE|EARLIEST	259	877077.500000	3386.399614	2.652510	-803.909266	-0.191850
NKD	2024	close	EPISODE|FAMILY_PRIORITY	259	839150.000000	3239.961390	2.702703	-950.347490	-0.226797
NKD	2024	close	EPISODE|HIGHEST_RUNG	259	772687.500000	2983.349421	2.664093	-1206.959459	-0.288036
NKD	2024	peak	ALL_CANDIDATES	259	2663540.000000	10283.938224	20.200772	0.000000	0.000000
NKD	2024	peak	EPISODE|BEST_MEMBER	259	2008405.000000	7754.459459	7.119691	-2529.478764	-0.245964
NKD	2024	peak	EPISODE|BEST_SPREAD	259	1739362.500000	6715.685328	7.027027	-3568.252896	-0.346973
NKD	2024	peak	EPISODE|CLOSEST_LEVEL	259	1734347.500000	6696.322394	7.115830	-3587.615830	-0.348856
NKD	2024	peak	EPISODE|EARLIEST	259	1819810.000000	7026.293436	6.922780	-3257.644788	-0.316770
NKD	2024	peak	EPISODE|FAMILY_PRIORITY	259	1718482.500000	6635.067568	6.992278	-3648.870656	-0.354813
NKD	2024	peak	EPISODE|HIGHEST_RUNG	259	1626907.500000	6281.496139	6.451737	-4002.442085	-0.389194
NKD	2025	close	ALL_CANDIDATES	258	1133422.500000	4393.110465	2.996124	0.000000	0.000000
NKD	2025	close	EPISODE|BEST_MEMBER	258	1075852.500000	4169.970930	2.779070	-223.139535	-0.050793
NKD	2025	close	EPISODE|BEST_SPREAD	258	835827.500000	3239.641473	2.701550	-1153.468992	-0.262563
NKD	2025	close	EPISODE|CLOSEST_LEVEL	258	862995.000000	3344.941860	2.717054	-1048.168605	-0.238594
NKD	2025	close	EPISODE|EARLIEST	258	916747.500000	3553.284884	2.647287	-839.825581	-0.191169
NKD	2025	close	EPISODE|FAMILY_PRIORITY	258	840330.000000	3257.093023	2.670543	-1136.017442	-0.258591
NKD	2025	close	EPISODE|HIGHEST_RUNG	258	799430.000000	3098.565891	2.631783	-1294.544574	-0.294676
NKD	2025	peak	ALL_CANDIDATES	258	2933892.500000	11371.676357	21.953488	0.000000	0.000000
NKD	2025	peak	EPISODE|BEST_MEMBER	258	2139747.500000	8293.594961	7.201550	-3078.081395	-0.270680
NKD	2025	peak	EPISODE|BEST_SPREAD	258	1823295.000000	7067.034884	7.077519	-4304.641473	-0.378541
NKD	2025	peak	EPISODE|CLOSEST_LEVEL	258	1798880.000000	6972.403101	7.011628	-4399.273256	-0.386862
NKD	2025	peak	EPISODE|EARLIEST	258	1972767.500000	7646.385659	6.972868	-3725.290698	-0.327594
NKD	2025	peak	EPISODE|FAMILY_PRIORITY	258	1797590.000000	6967.403101	7.120155	-4404.273256	-0.387302
NKD	2025	peak	EPISODE|HIGHEST_RUNG	258	1752012.500000	6790.746124	6.511628	-4580.930233	-0.402837
NKD	ALL	close	ALL_CANDIDATES	1281	4252327.500000	3319.537471	2.995316	0.000000	0.000000
NKD	ALL	close	EPISODE|BEST_MEMBER	1281	4097142.500000	3198.393833	2.852459	-121.143638	-0.036494
NKD	ALL	close	EPISODE|BEST_SPREAD	1281	3266430.000000	2549.906323	2.758782	-769.631148	-0.231849
NKD	ALL	close	EPISODE|CLOSEST_LEVEL	1281	3371860.000000	2632.209212	2.797034	-687.328259	-0.207055
NKD	ALL	close	EPISODE|EARLIEST	1281	3464175.000000	2704.274005	2.743950	-615.263466	-0.185346
NKD	ALL	close	EPISODE|FAMILY_PRIORITY	1281	3320212.500000	2591.891101	2.775176	-727.646370	-0.219201
NKD	ALL	close	EPISODE|HIGHEST_RUNG	1281	3081012.500000	2405.161983	2.720531	-914.375488	-0.275453
NKD	ALL	peak	ALL_CANDIDATES	1281	9807135.000000	7655.843091	16.606557	0.000000	0.000000
NKD	ALL	peak	EPISODE|BEST_MEMBER	1281	7775677.500000	6070.005855	6.816550	-1585.837237	-0.207141
NKD	ALL	peak	EPISODE|BEST_SPREAD	1281	6724445.000000	5249.371585	6.487900	-2406.471507	-0.314331
NKD	ALL	peak	EPISODE|CLOSEST_LEVEL	1281	6672750.000000	5209.016393	6.526151	-2446.826698	-0.319603
NKD	ALL	peak	EPISODE|EARLIEST	1281	7057172.500000	5509.112022	6.427010	-2146.731069	-0.280404
NKD	ALL	peak	EPISODE|FAMILY_PRIORITY	1281	6611025.000000	5160.831382	6.479313	-2495.011710	-0.325896
NKD	ALL	peak	EPISODE|HIGHEST_RUNG	1281	6342135.000000	4950.925059	5.907884	-2704.918033	-0.353314
NKD	FIT_2021_2024	close	ALL_CANDIDATES	1023	3118905.000000	3048.782991	2.995112	0.000000	0.000000
NKD	FIT_2021_2024	close	EPISODE|BEST_MEMBER	1023	3021290.000000	2953.362659	2.870968	-95.420332	-0.031298
NKD	FIT_2021_2024	close	EPISODE|BEST_SPREAD	1023	2430602.500000	2375.955523	2.773216	-672.827468	-0.220687
NKD	FIT_2021_2024	close	EPISODE|CLOSEST_LEVEL	1023	2508865.000000	2452.458456	2.817204	-596.324536	-0.195594
NKD	FIT_2021_2024	close	EPISODE|EARLIEST	1023	2547427.500000	2490.153959	2.768328	-558.629032	-0.183230
NKD	FIT_2021_2024	close	EPISODE|FAMILY_PRIORITY	1023	2479882.500000	2424.127566	2.801564	-624.655425	-0.204887
NKD	FIT_2021_2024	close	EPISODE|HIGHEST_RUNG	1023	2281582.500000	2230.285924	2.742913	-818.497067	-0.268467
NKD	FIT_2021_2024	peak	ALL_CANDIDATES	1023	6873242.500000	6718.712121	15.258065	0.000000	0.000000
NKD	FIT_2021_2024	peak	EPISODE|BEST_MEMBER	1023	5635930.000000	5509.217986	6.719453	-1209.494135	-0.180019
NKD	FIT_2021_2024	peak	EPISODE|BEST_SPREAD	1023	4901150.000000	4790.957967	6.339198	-1927.754154	-0.286923
NKD	FIT_2021_2024	peak	EPISODE|CLOSEST_LEVEL	1023	4873870.000000	4764.291300	6.403715	-1954.420821	-0.290892
NKD	FIT_2021_2024	peak	EPISODE|EARLIEST	1023	5084405.000000	4970.092864	6.289345	-1748.619257	-0.260261
NKD	FIT_2021_2024	peak	EPISODE|FAMILY_PRIORITY	1023	4813435.000000	4705.215054	6.317693	-2013.497067	-0.299685
NKD	FIT_2021_2024	peak	EPISODE|HIGHEST_RUNG	1023	4590122.500000	4486.923265	5.755621	-2231.788856	-0.332175
NKD	GATE_2025	close	ALL_CANDIDATES	258	1133422.500000	4393.110465	2.996124	0.000000	0.000000
NKD	GATE_2025	close	EPISODE|BEST_MEMBER	258	1075852.500000	4169.970930	2.779070	-223.139535	-0.050793
NKD	GATE_2025	close	EPISODE|BEST_SPREAD	258	835827.500000	3239.641473	2.701550	-1153.468992	-0.262563
NKD	GATE_2025	close	EPISODE|CLOSEST_LEVEL	258	862995.000000	3344.941860	2.717054	-1048.168605	-0.238594
NKD	GATE_2025	close	EPISODE|EARLIEST	258	916747.500000	3553.284884	2.647287	-839.825581	-0.191169
NKD	GATE_2025	close	EPISODE|FAMILY_PRIORITY	258	840330.000000	3257.093023	2.670543	-1136.017442	-0.258591
NKD	GATE_2025	close	EPISODE|HIGHEST_RUNG	258	799430.000000	3098.565891	2.631783	-1294.544574	-0.294676
NKD	GATE_2025	peak	ALL_CANDIDATES	258	2933892.500000	11371.676357	21.953488	0.000000	0.000000
NKD	GATE_2025	peak	EPISODE|BEST_MEMBER	258	2139747.500000	8293.594961	7.201550	-3078.081395	-0.270680
NKD	GATE_2025	peak	EPISODE|BEST_SPREAD	258	1823295.000000	7067.034884	7.077519	-4304.641473	-0.378541
NKD	GATE_2025	peak	EPISODE|CLOSEST_LEVEL	258	1798880.000000	6972.403101	7.011628	-4399.273256	-0.386862
NKD	GATE_2025	peak	EPISODE|EARLIEST	258	1972767.500000	7646.385659	6.972868	-3725.290698	-0.327594
NKD	GATE_2025	peak	EPISODE|FAMILY_PRIORITY	258	1797590.000000	6967.403101	7.120155	-4404.273256	-0.387302
NKD	GATE_2025	peak	EPISODE|HIGHEST_RUNG	258	1752012.500000	6790.746124	6.511628	-4580.930233	-0.402837
