# PORT_M2_SHEETS_SPEC.md CC-M2-13.3 SESSION-SIDE STATE probe (ceiling census + causal day-side estimators, mirror-law tested) (spec_sha16=19fedc9231ba9f0e)
# params_hash=cd234e93d01ac530b9a0c5f752af2cb19fee3411ae5058c67315dface142bedc
# CC-M2-13.3 session-side state probe
# capture = realised / one-position DP ceiling over every candidate of the session
# the ORACLE arms are HINDSIGHT by construction — they are the concept's ceiling, never a rule
asset	d8	era	n_candidates	n_winners	n_win_long	n_win_short	oracle_side	release_day	dp_ceiling_usd	core_realised	core_oracle_realised	core_oracle_mirror_realised	e1_side	e2_side	e3_side
HG	20230405	FIT	366	0	0	0	0	0	2291.250000	-567.500000			-1	-1	1
HG	20230406	FIT	263	0	0	0	0	0	2216.250000	-1391.250000			1	1	-1
HG	20230410	FIT	316	15	0	15	-1	0	1803.750000	-1027.500000	1265.000000	-1027.500000	-1	-1	1
HG	20230411	FIT	299	0	0	0	0	0	1435.000000	-460.000000			1	1	-1
HG	20230412	FIT	366	51	51	0	1	1	2972.500000	1258.750000	1258.750000	-1835.000000	-1	-1	1
HG	20230413	FIT	287	0	0	0	0	0	1578.750000	-367.500000			1	1	1
HG	20230414	FIT	420	47	0	47	-1	0	2916.250000	-2376.250000	858.750000	-1446.250000	1	1	1
HG	20230417	FIT	325	0	0	0	0	0	1785.000000	646.250000			1	-1	-1
HG	20230418	FIT	293	0	0	0	0	0	1397.500000	758.750000			1	1	1
HG	20230419	FIT	310	13	6	7	-1	0	2528.750000	-917.500000	-917.500000	0.000000	-1	-1	1
HG	20230420	FIT	353	8	0	8	-1	0	2772.500000	388.750000	388.750000	-280.000000	-1	-1	-1
HG	20230421	FIT	335	0	0	0	0	0	1535.000000	-228.750000			-1	-1	1
HG	20230424	FIT	390	0	0	0	0	0	1503.750000	827.500000			1	-1	-1
HG	20230425	FIT	444	21	0	21	-1	0	2897.500000	902.500000	1515.000000	-417.500000	-1	-1	1
HG	20230426	FIT	306	0	0	0	0	0	1466.250000	-930.000000			1	1	1
HG	20230427	FIT	526	22	22	0	1	0	3003.750000	1252.500000	1477.500000	-1015.000000	1	-1	1
HG	20230428	FIT	519	0	0	0	0	0	2178.750000	-77.500000			-1	-1	-1
HG	20230501	FIT	594	46	3	43	-1	0	2428.750000	901.250000	1288.750000	901.250000	-1	-1	-1
HG	20230502	FIT	533	8	0	8	-1	0	2278.750000	-265.000000	807.500000	-1072.500000	-1	-1	-1
HG	20230503	FIT	508	0	0	0	0	1	1047.500000	188.750000			-1	-1	1
HG	20230504	FIT	519	13	13	0	1	0	1903.750000	491.250000	491.250000	-491.250000	1	1	1
HG	20230505	FIT	409	37	37	0	1	1	2278.750000	820.000000	820.000000	-355.000000	1	-1	1
HG	20230508	FIT	386	19	19	0	1	0	2041.250000	-161.250000	-161.250000	107.500000	1	1	-1
HG	20230509	FIT	283	0	0	0	0	0	1660.000000	-941.250000			-1	-1	-1
HG	20230510	FIT	450	7	0	7	-1	1	2228.750000	1127.500000	1533.750000	-23.750000	-1	-1	-1
HG	20230511	FIT	564	46	0	46	-1	0	3928.750000	-2046.250000	1438.750000	-2046.250000	-1	-1	1
HG	20230512	FIT	437	0	0	0	0	0	1485.000000	-928.750000			1	1	1
HG	20230515	FIT	445	26	26	0	1	0	2572.500000	-1758.750000	328.750000	-917.500000	1	1	-1
HG	20230516	FIT	411	0	0	0	0	0	2185.000000	1371.250000			-1	-1	1
HG	20230517	FIT	410	0	0	0	0	0	2316.250000	-865.000000			1	1	1
HG	20230518	FIT	336	0	0	0	0	0	1485.000000	-752.500000			-1	-1	-1
HG	20230519	FIT	418	9	9	0	1	0	2603.750000	-1291.250000	908.750000	-422.500000	1	1	1
HG	20230522	FIT	403	11	0	11	-1	0	2347.500000	1127.500000	1290.000000	-991.250000	-1	-1	-1
HG	20230523	FIT	399	19	0	19	-1	0	2372.500000	1402.500000	1065.000000	263.750000	-1	-1	1
HG	20230524	FIT	463	17	0	17	-1	0	3116.250000	-166.250000	751.250000	-1835.000000	-1	-1	0
HG	20230525	FIT	464	0	0	0	0	0	1722.500000	777.500000			1	1	1
HG	20230526	FIT	429	13	13	0	1	0	2097.500000	-1072.500000	126.250000	-1072.500000	1	1	1
HG	20230529	FIT	246	0	0	0	0	0	1410.000000	232.500000			-1	1	1
HG	20230530	FIT	346	0	0	0	0	0	1810.000000	296.250000			-1	-1	1
HG	20230531	FIT	390	0	0	0	0	0	1928.750000	615.000000			-1	-1	1
HG	20230601	FIT	381	5	5	0	1	0	2828.750000	897.500000	897.500000	-291.250000	1	1	1
HG	20230602	FIT	437	19	7	12	-1	1	2966.250000	97.500000	246.250000	97.500000	1	1	1
HG	20230605	FIT	362	0	0	0	0	0	1947.500000	-271.250000			-1	1	-1
HG	20230606	FIT	355	14	0	14	-1	0	2572.500000	-766.250000	1038.750000	-766.250000	-1	-1	1
HG	20230607	FIT	365	21	0	21	-1	0	2335.000000	-366.250000	946.250000	-917.500000	-1	1	-1
HG	20230608	FIT	340	12	12	0	1	0	2803.750000	1076.250000	1076.250000	-735.000000	1	-1	-1
HG	20230609	FIT	320	35	4	31	-1	0	3103.750000	-3.750000	-3.750000	308.750000	1	1	1
HG	20230612	FIT	380	0	0	0	0	0	1210.000000	-1297.500000			-1	-1	1
HG	20230613	FIT	538	41	41	0	1	1	2653.750000	1721.250000	1721.250000	-903.750000	1	1	0
HG	20230614	FIT	499	0	0	0	0	1	2041.250000	-597.500000			-1	1	0
HG	20230615	FIT	314	0	0	0	0	0	2010.000000	-1047.500000			-1	1	-1
HG	20230616	FIT	396	0	0	0	0	0	2047.500000	377.500000			1	1	-1
HG	20230619	FIT	310	0	0	0	0	0	1153.750000	-297.500000			-1	-1	1
HG	20230620	FIT	428	0	0	0	0	0	1322.500000	190.000000			-1	1	1
HG	20230621	FIT	460	36	36	0	1	0	2591.250000	1127.500000	1057.500000	-1576.250000	-1	-1	1
HG	20230622	FIT	452	32	0	32	-1	0	2797.500000	-917.500000	1388.750000	-917.500000	1	1	1
HG	20230623	FIT	538	19	0	19	-1	0	2566.250000	-1402.500000	0.000000	-1402.500000	-1	-1	-1
HG	20230626	FIT	427	0	0	0	0	0	1647.500000	-917.500000			-1	-1	-1
HG	20230627	FIT	420	4	4	0	1	0	2210.000000	90.000000	1152.500000	-930.000000	1	-1	-1
HG	20230628	FIT	317	0	0	0	0	0	1922.500000	483.750000			1	-1	1
HG	20230629	FIT	367	0	0	0	0	0	1460.000000	277.500000			1	-1	1
HG	20230630	FIT	438	22	22	0	1	0	2228.750000	1646.250000	1646.250000	-2121.250000	1	1	1
HG	20230703	FIT	365	0	0	0	0	0	1135.000000	-110.000000			1	1	1
HG	20230704	FIT	200	0	0	0	0	0	735.000000	163.750000			-1	-1	1
HG	20230705	FIT	339	0	0	0	0	0	1816.250000	-116.250000			-1	-1	-1
HG	20230706	FIT	395	0	0	0	0	0	1516.250000	126.250000			-1	-1	1
HG	20230707	FIT	398	0	0	0	0	1	1710.000000	-342.500000			-1	1	-1
HG	20230710	FIT	369	9	9	0	1	0	2053.750000	1590.000000	963.750000	46.250000	-1	-1	-1
HG	20230711	FIT	367	0	0	0	0	0	1360.000000	183.750000			1	-1	-1
HG	20230712	FIT	424	23	23	0	1	1	2672.500000	-1727.500000	1482.500000	-1727.500000	-1	1	-1
HG	20230713	FIT	432	48	48	0	1	0	2866.250000	-1171.250000	2046.250000	-1491.250000	1	1	1
HG	20230714	FIT	391	0	0	0	0	0	1741.250000	-841.250000			-1	-1	1
HG	20230717	FIT	339	22	0	22	-1	0	2872.500000	-367.500000	-367.500000	638.750000	-1	-1	1
HG	20230718	FIT	370	0	0	0	0	0	2010.000000	1077.500000			-1	-1	1
HG	20230719	FIT	334	0	0	0	0	0	2003.750000	-810.000000			-1	-1	1
HG	20230720	FIT	397	32	3	29	-1	0	3028.750000	-1146.250000	1433.750000	-1247.500000	1	1	-1
HG	20230721	FIT	319	0	0	0	0	0	1928.750000	427.500000			1	-1	-1
HG	20230724	FIT	457	18	15	3	1	0	2647.500000	-1271.250000	-135.000000	-691.250000	-1	-1	-1
HG	20230725	FIT	407	11	11	0	1	0	2122.500000	-716.250000	201.250000	-997.500000	1	1	1
HG	20230726	FIT	417	0	0	0	0	1	1647.500000	-1285.000000			-1	-1	1
HG	20230727	FIT	537	41	0	41	-1	0	2653.750000	1246.250000	1246.250000	-1447.500000	1	-1	1
HG	20230728	FIT	329	7	7	0	1	0	2428.750000	645.000000	645.000000	-505.000000	1	1	1
HG	20230731	FIT	455	29	29	0	1	0	3685.000000	2690.000000	2132.500000	-1227.500000	-1	1	-1
HG	20230801	FIT	438	35	0	35	-1	0	2922.500000	2415.000000	2415.000000	-1708.750000	-1	-1	-1
HG	20230802	FIT	338	1	0	1	-1	0	2478.750000	-1496.250000	1070.000000	-1496.250000	-1	-1	1
HG	20230803	FIT	342	35	35	0	1	0	2810.000000	-227.500000	0.000000	-227.500000	-1	-1	-1
HG	20230804	FIT	379	16	0	16	-1	1	2528.750000	935.000000	935.000000	157.500000	-1	-1	1
HG	20230807	FIT	272	0	0	0	0	0	1653.750000	83.750000			1	1	1
HG	20230808	FIT	263	23	12	11	1	0	3441.250000	-1735.000000	233.750000	-817.500000	-1	-1	1
HG	20230809	FIT	273	11	11	0	1	0	2572.500000	-672.500000	138.750000	-672.500000	1	1	-1
HG	20230810	FIT	334	71	0	71	-1	1	2872.500000	1158.750000	1158.750000	-1385.000000	1	1	1
HG	20230811	FIT	347	6	0	6	-1	0	2235.000000	245.000000	-367.500000	245.000000	-1	-1	-1
HG	20230814	FIT	326	7	7	0	1	0	2197.500000	1246.250000	1246.250000	0.000000	-1	1	-1
HG	20230815	FIT	459	20	0	20	-1	0	2847.500000	-1228.750000	351.250000	-1228.750000	1	-1	0
HG	20230816	FIT	272	0	0	0	0	0	2166.250000	952.500000			1	1	1
HG	20230817	FIT	343	7	7	0	1	0	2285.000000	1452.500000	540.000000	401.250000	1	1	-1
HG	20230818	FIT	312	16	16	0	1	0	2278.750000	1827.500000	1070.000000	183.750000	-1	-1	1
HG	20230821	FIT	465	0	0	0	0	0	1572.500000	471.250000			-1	-1	-1
HG	20230822	FIT	447	0	0	0	0	0	1891.250000	-298.750000			1	1	-1
HG	20230823	FIT	426	0	0	0	0	0	1466.250000	521.250000			1	1	1
HG	20230824	FIT	365	0	0	0	0	0	1322.500000	-310.000000			-1	-1	-1
HG	20230825	FIT	453	0	0	0	0	0	1835.000000	-672.500000			1	1	0
HG	20230828	FIT	412	0	0	0	0	0	1378.750000	702.500000			-1	-1	1
HG	20230829	FIT	460	15	15	0	1	0	2016.250000	1120.000000	1120.000000	0.000000	1	1	1
HG	20230830	FIT	365	0	0	0	0	0	1203.750000	-298.750000			-1	-1	1
HG	20230831	FIT	478	0	0	0	0	0	1566.250000	1190.000000			-1	-1	0
HG	20230901	FIT	645	59	6	53	-1	1	2916.250000	-141.250000	-141.250000	-698.750000	1	1	-1
HG	20230904	FIT	354	0	0	0	0	0	1341.250000	-397.500000			-1	-1	1
HG	20230905	FIT	433	0	0	0	0	0	1728.750000	1121.250000			-1	-1	1
HG	20230906	FIT	451	0	0	0	0	0	1710.000000	-878.750000			-1	-1	1
HG	20230907	FIT	502	0	0	0	0	0	1247.500000	382.500000			-1	-1	0
HG	20230908	FIT	394	0	0	0	0	0	1472.500000	-385.000000			-1	-1	1
HG	20230911	FIT	416	32	32	0	1	0	2485.000000	-1522.500000	0.000000	-1522.500000	1	1	1
HG	20230912	FIT	321	0	0	0	0	0	1010.000000	390.000000			-1	-1	1
HG	20230913	FIT	454	0	0	0	0	1	1910.000000	-566.250000			1	-1	1
HG	20230914	FIT	566	0	0	0	0	0	1872.500000	-103.750000			1	1	1
HG	20230915	FIT	412	0	0	0	0	0	1235.000000	-28.750000			1	-1	1
HG	20230918	FIT	354	0	0	0	0	0	1385.000000	171.250000			1	1	-1
HG	20230919	FIT	351	3	0	3	-1	0	1560.000000	-822.500000	-267.500000	-328.750000	-1	-1	-1
HG	20230920	FIT	442	6	0	6	-1	1	1772.500000	-586.250000	920.000000	-586.250000	-1	1	1
HG	20230921	FIT	419	63	22	41	-1	0	2935.000000	221.250000	-336.250000	221.250000	-1	-1	1
HG	20230922	FIT	368	0	0	0	0	0	2278.750000	-1628.750000			1	1	1
HG	20230925	FIT	368	0	0	0	0	0	1347.500000	-180.000000			-1	-1	1
HG	20230926	FIT	434	0	0	0	0	0	1566.250000	-280.000000			-1	-1	-1
HG	20230927	FIT	409	0	0	0	0	0	791.250000	508.750000			-1	-1	-1
HG	20230928	FIT	561	3	3	0	1	0	2666.250000	-460.000000	826.250000	-460.000000	1	1	1
HG	20230929	FIT	519	14	0	14	-1	0	2460.000000	-341.250000	-341.250000	-217.500000	1	1	0
HG	20231002	FIT	560	18	0	18	-1	0	2753.750000	-1083.750000	232.500000	-1596.250000	-1	-1	1
HG	20231003	FIT	639	1	0	1	-1	0	1878.750000	-1191.250000	313.750000	-1191.250000	-1	-1	1
HG	20231004	FIT	510	0	0	0	0	0	1847.500000	896.250000			-1	-1	1
HG	20231005	FIT	355	0	0	0	0	0	1653.750000	38.750000			-1	-1	1
HG	20231006	FIT	572	74	74	0	1	1	3010.000000	963.750000	963.750000	-1085.000000	1	1	0
HG	20231009	FIT	338	0	0	0	0	0	1535.000000	696.250000			1	1	-1
HG	20231010	FIT	431	14	0	14	-1	0	2572.500000	1940.000000	958.750000	726.250000	-1	-1	-1
HG	20231011	FIT	336	0	0	0	0	0	1616.250000	-317.500000			1	-1	-1
HG	20231012	FIT	319	8	0	8	-1	1	2078.750000	-803.750000	883.750000	-803.750000	1	1	1
HG	20231013	FIT	334	0	0	0	0	0	1353.750000	-522.500000			1	1	1
HG	20231016	FIT	320	0	0	0	0	0	1235.000000	401.250000			1	1	1
HG	20231017	FIT	439	23	23	0	1	0	1997.500000	-1835.000000	-917.500000	-917.500000	-1	-1	-1
HG	20231018	FIT	434	0	0	0	0	0	1853.750000	-903.750000			1	1	-1
HG	20231019	FIT	437	0	0	0	0	0	1260.000000	-578.750000			1	1	1
HG	20231020	FIT	402	0	0	0	0	0	1491.250000	-141.250000			-1	-1	-1
HG	20231023	FIT	516	0	0	0	0	0	2260.000000	-1210.000000			-1	-1	1
HG	20231024	FIT	467	31	31	0	1	0	2847.500000	-265.000000	570.000000	-835.000000	1	-1	0
HG	20231025	FIT	380	0	0	0	0	0	1685.000000	-160.000000			-1	-1	1
HG	20231026	FIT	394	0	0	0	0	0	922.500000	83.750000			1	1	-1
HG	20231027	FIT	381	0	0	0	0	0	1685.000000	271.250000			1	1	1
HG	20231030	FIT	337	13	0	13	-1	0	2410.000000	-940.000000	-180.000000	-760.000000	1	1	-1
HG	20231031	FIT	434	0	0	0	0	0	1253.750000	-128.750000			-1	1	-1
HG	20231101	FIT	505	0	0	0	0	0	1628.750000	-266.250000			1	1	-1
HG	20231102	FIT	378	0	0	0	0	0	1597.500000	-480.000000			1	1	-1
HG	20231103	FIT	446	0	0	0	0	1	1778.750000	346.250000			1	-1	-1
HG	20231106	FIT	365	0	0	0	0	0	1310.000000	132.500000			1	1	1
HG	20231107	FIT	355	0	0	0	0	0	2053.750000	-642.500000			-1	-1	1
HG	20231108	FIT	389	5	0	5	-1	0	2266.250000	-1365.000000	-392.500000	-972.500000	1	-1	1
HG	20231109	FIT	385	0	0	0	0	0	1547.500000	752.500000			-1	-1	1
HG	20231110	FIT	358	0	0	0	0	0	1516.250000	427.500000			-1	-1	-1
HG	20231113	FIT	350	23	23	0	1	0	2497.500000	1796.250000	1796.250000	-917.500000	1	1	1
HG	20231114	FIT	419	0	0	0	0	1	1453.750000	-917.500000			-1	-1	-1
HG	20231115	FIT	424	0	0	0	0	0	1535.000000	-105.000000			1	1	1
HG	20231116	FIT	408	0	0	0	0	0	2010.000000	-922.500000			-1	1	-1
HG	20231117	FIT	475	0	0	0	0	0	1785.000000	790.000000			1	1	0
HG	20231120	FIT	357	27	27	0	1	0	2391.250000	1402.500000	1402.500000	-853.750000	1	1	-1
HG	20231121	FIT	346	0	0	0	0	0	1403.750000	-266.250000			1	-1	0
HG	20231122	FIT	449	0	0	0	0	0	1347.500000	821.250000			-1	-1	1
HG	20231123	FIT	280	0	0	0	0	0	1210.000000	0.000000			1	1	-1
HG	20231124	FIT	274	0	0	0	0	0	1316.250000	596.250000			-1	1	-1
HG	20231127	FIT	370	0	0	0	0	0	1028.750000	-178.750000			-1	-1	-1
HG	20231128	FIT	433	16	16	0	1	0	2003.750000	-930.000000	0.000000	-930.000000	-1	1	1
HG	20231129	FIT	359	0	0	0	0	0	1503.750000	208.750000			-1	-1	1
HG	20231130	FIT	341	0	0	0	0	0	1928.750000	-466.250000			1	-1	0
HG	20231201	FIT	430	23	23	0	1	0	2135.000000	877.500000	776.250000	-816.250000	-1	1	1
HG	20231204	FIT	439	58	0	58	-1	0	3491.250000	108.750000	1026.250000	-1816.250000	-1	-1	1
HG	20231205	FIT	458	0	0	0	0	0	1885.000000	-161.250000			-1	-1	1
HG	20231206	FIT	348	60	0	60	-1	0	3353.750000	-2502.500000	-786.250000	-1716.250000	1	1	-1
HG	20231207	FIT	304	0	0	0	0	0	1760.000000	827.500000			1	1	1
HG	20231208	FIT	335	1	1	0	1	1	1910.000000	-47.500000	-47.500000	232.500000	-1	1	-1
HG	20231211	FIT	304	0	0	0	0	0	1385.000000	-323.750000			-1	-1	-1
HG	20231212	FIT	350	0	0	0	0	1	1035.000000	-391.250000			1	1	1
HG	20231213	FIT	385	56	56	0	1	1	2785.000000	-917.500000	0.000000	-917.500000	-1	-1	-1
HG	20231214	FIT	449	1	1	0	1	0	2278.750000	633.750000	-266.250000	463.750000	1	1	-1
HG	20231215	FIT	351	0	0	0	0	0	2035.000000	-1746.250000			1	1	1
HG	20231218	FIT	361	0	0	0	0	0	1578.750000	-916.250000			1	-1	1
HG	20231219	FIT	340	0	0	0	0	0	2016.250000	-491.250000			-1	1	1
HG	20231220	FIT	297	0	0	0	0	0	2247.500000	770.000000			1	1	1
HG	20231221	FIT	317	0	0	0	0	0	1960.000000	-1028.750000			1	1	1
HG	20231222	FIT	341	0	0	0	0	0	1547.500000	-310.000000			-1	-1	-1
HG	20231226	FIT	186	0	0	0	0	0	1416.250000	0.000000			1	1	1
HG	20231227	FIT	352	0	0	0	0	0	1722.500000	732.500000			1	1	1
HG	20231228	FIT	306	0	0	0	0	0	1616.250000	-372.500000			1	-1	1
HG	20231229	FIT	312	0	0	0	0	0	1435.000000	-541.250000			1	-1	-1
HG	20240102	FIT	493	0	0	0	0	0	1342.500000	-977.500000			1	-1	1
HG	20240103	FIT	453	0	0	0	0	0	1485.000000	646.250000			1	-1	1
HG	20240104	FIT	347	0	0	0	0	0	1767.500000	927.500000			-1	-1	1
HG	20240105	FIT	494	58	0	58	-1	1	2516.250000	-1118.750000	891.250000	-1021.250000	-1	-1	-1
HG	20240108	FIT	337	0	0	0	0	0	1653.750000	941.250000			1	-1	1
HG	20240109	FIT	270	7	0	7	-1	0	1966.250000	-917.500000	757.500000	-917.500000	-1	-1	1
HG	20240110	FIT	272	0	0	0	0	0	1472.500000	-310.000000			1	1	1
HG	20240111	FIT	464	0	0	0	0	1	1716.250000	-230.000000			1	1	-1
HG	20240112	FIT	315	34	0	34	-1	0	2567.500000	-1277.500000	996.250000	-1172.500000	1	-1	1
HG	20240115	FIT	184	0	0	0	0	0	1147.500000	-666.250000			1	1	1
HG	20240116	FIT	446	0	0	0	0	0	1166.250000	-128.750000			-1	-1	-1
HG	20240117	FIT	386	0	0	0	0	0	1535.000000	-228.750000			-1	-1	1
HG	20240118	FIT	382	0	0	0	0	0	2122.500000	-210.000000			1	-1	1
HG	20240119	FIT	393	0	0	0	0	0	1516.250000	-298.750000			-1	1	-1
HG	20240122	FIT	474	0	0	0	0	0	1572.500000	603.750000			-1	-1	-1
HG	20240123	FIT	497	7	7	0	1	0	2078.750000	-58.750000	221.250000	-927.500000	1	1	1
HG	20240124	FIT	376	6	6	0	1	0	2297.500000	1665.000000	1315.000000	-735.000000	1	1	1
HG	20240125	FIT	471	0	0	0	0	0	1285.000000	78.750000			-1	1	-1
HG	20240126	FIT	391	0	0	0	0	0	1822.500000	-255.000000			-1	1	-1
HG	20240129	FIT	378	0	0	0	0	0	1897.500000	-1288.750000			-1	-1	1
HG	20240130	FIT	352	12	12	0	1	0	2053.750000	3.750000	415.000000	-1003.750000	-1	-1	0
HG	20240131	FIT	586	27	0	27	-1	1	2367.500000	-1133.750000	627.500000	-685.000000	-1	1	1
HG	20240201	FIT	479	0	0	0	0	0	1417.500000	-596.250000			-1	-1	1
HG	20240202	FIT	490	0	0	0	0	1	2010.000000	272.500000			-1	-1	1
HG	20240205	FIT	411	0	0	0	0	0	1636.250000	-555.000000			1	-1	-1
HG	20240206	FIT	355	0	0	0	0	0	1022.500000	810.000000			1	-1	1
HG	20240207	FIT	392	6	0	6	-1	0	1897.500000	-27.500000	1547.500000	-742.500000	1	-1	1
HG	20240208	FIT	300	0	0	0	0	0	1753.750000	-435.000000			1	1	1
HG	20240209	FIT	365	0	0	0	0	0	1128.750000	565.000000			-1	-1	1
HG	20240212	FIT	332	0	0	0	0	0	1753.750000	-772.500000			-1	1	0
HG	20240213	FIT	362	0	0	0	0	1	1697.500000	-673.750000			1	1	1
HG	20240214	FIT	375	0	0	0	0	0	1322.500000	-385.000000			-1	1	1
HG	20240215	FIT	364	9	9	0	1	0	1416.250000	-917.500000	0.000000	-917.500000	1	1	1
HG	20240216	FIT	282	0	0	0	0	0	1516.250000	-607.500000			1	1	1
HG	20240219	FIT	221	0	0	0	0	0	703.750000	90.000000			-1	-1	-1
HG	20240220	FIT	368	0	0	0	0	0	1697.500000	340.000000			1	1	1
HG	20240221	FIT	322	0	0	0	0	0	1178.750000	333.750000			1	1	1
HG	20240222	FIT	334	0	0	0	0	0	1585.000000	-360.000000			1	-1	0
HG	20240223	FIT	276	0	0	0	0	0	1641.250000	346.250000			-1	-1	1
HG	20240226	FIT	298	0	0	0	0	0	1260.000000	790.000000			-1	-1	1
HG	20240227	FIT	203	0	0	0	0	0	1160.000000	15.000000			1	1	-1
HG	20240228	FIT	391	0	0	0	0	0	1053.750000	-503.750000			-1	-1	1
HG	20240229	FIT	407	0	0	0	0	0	1342.500000	97.500000			1	1	-1
HG	20240301	FIT	453	0	0	0	0	0	1222.500000	-690.000000			-1	-1	-1
HG	20240304	FIT	327	0	0	0	0	0	1428.750000	-722.500000			-1	1	1
HG	20240305	FIT	393	0	0	0	0	0	1535.000000	27.500000			-1	1	1
HG	20240306	FIT	368	0	0	0	0	0	1072.500000	-360.000000			1	1	-1
HG	20240307	FIT	393	12	12	0	1	0	1828.750000	-996.250000	-67.500000	-996.250000	1	1	1
HG	20240308	FIT	465	5	0	5	-1	1	1610.000000	-1140.000000	-130.000000	-1010.000000	1	1	-1
HG	20240311	FIT	384	0	0	0	0	0	1353.750000	910.000000			1	1	1
HG	20240312	FIT	620	0	0	0	0	1	1453.750000	-103.750000			-1	1	-1
HG	20240313	FIT	643	109	109	0	1	0	3428.750000	2972.500000	2972.500000	-2277.500000	1	1	1
HG	20240314	FIT	629	1	0	1	-1	0	2166.250000	1366.250000	996.250000	-102.500000	-1	-1	1
HG	20240315	FIT	742	29	29	0	1	0	2991.250000	-2138.750000	-16.250000	-1696.250000	1	1	0
HG	20240318	FIT	505	0	0	0	0	0	1691.250000	10.000000			-1	1	-1
HG	20240319	FIT	532	0	0	0	0	0	1928.750000	-421.250000			-1	-1	1
HG	20240320	FIT	509	29	29	0	1	1	2491.250000	-1322.500000	983.750000	-917.500000	1	-1	1
HG	20240321	FIT	492	0	0	0	0	0	2035.000000	42.500000			1	-1	-1
HG	20240322	FIT	378	7	0	7	-1	0	1972.500000	53.750000	377.500000	-435.000000	-1	-1	1
HG	20240325	FIT	386	0	0	0	0	0	1697.500000	572.500000			1	1	1
HG	20240326	FIT	375	0	0	0	0	0	1741.250000	1210.000000			-1	1	-1
HG	20240327	FIT	304	0	0	0	0	0	1778.750000	378.750000			-1	-1	-1
HG	20240328	FIT	408	0	0	0	0	0	1660.000000	-71.250000			1	-1	-1
HG	20240401	FIT	584	0	0	0	0	0	1441.250000	-310.000000			1	1	1
HG	20240402	FIT	445	0	0	0	0	0	1397.500000	235.000000			1	1	-1
HG	20240403	FIT	596	98	98	0	1	0	4428.750000	-2137.500000	315.000000	-2663.750000	1	1	1
HG	20240404	FIT	568	0	0	0	0	0	1428.750000	-1127.500000			1	1	1
HG	20240405	FIT	571	0	0	0	0	1	2416.250000	923.750000			-1	1	-1
HG	20240408	FIT	903	85	85	0	1	0	3972.500000	-1176.250000	2242.500000	-1252.500000	-1	1	-1
HG	20240409	FIT	647	0	0	0	0	0	2491.250000	-1333.750000			-1	-1	-1
HG	20240410	FIT	878	25	0	25	-1	1	2260.000000	1866.250000	1421.250000	-888.750000	1	1	0
HG	20240411	FIT	581	0	0	0	0	0	1797.500000	160.000000			-1	-1	1
HG	20240412	FIT	1028	44	44	0	1	0	3428.750000	-1408.750000	-570.000000	-1408.750000	1	1	-1
HG	20240415	FIT	1365	114	89	25	1	0	3903.750000	-562.500000	-1155.000000	-562.500000	-1	-1	1
HG	20240416	FIT	777	12	0	12	-1	0	2435.000000	-2551.250000	1027.500000	-2551.250000	-1	-1	-1
HG	20240417	FIT	555	0	0	0	0	0	2097.500000	-165.000000			1	1	-1
HG	20240418	FIT	646	45	45	0	1	0	3778.750000	1616.250000	1980.000000	-1365.000000	1	1	1
HG	20240419	FIT	755	0	0	0	0	0	2403.750000	-651.250000			1	1	-1
HG	20240422	FIT	669	26	4	22	-1	0	3422.500000	-1557.500000	148.750000	-232.500000	1	1	-1
HG	20240423	FIT	512	19	0	19	-1	0	3147.500000	-288.750000	1203.750000	-1295.000000	-1	-1	1
HG	20240424	FIT	359	22	22	0	1	0	2472.500000	-327.500000	-16.250000	-327.500000	1	1	1
HG	20240425	FIT	435	25	25	0	1	0	3178.750000	2172.500000	2691.250000	-835.000000	1	1	1
HG	20240426	FIT	336	11	11	0	1	0	2785.000000	-620.000000	27.500000	-633.750000	1	1	1
HG	20240429	FIT	418	44	44	0	1	0	2866.250000	-626.250000	2416.250000	-1977.500000	1	1	-1
HG	20240430	FIT	499	37	0	37	-1	0	3722.500000	-1025.000000	1277.500000	-2518.750000	-1	-1	-1
HG	20240501	FIT	537	27	27	0	1	0	1835.000000	1016.250000	1235.000000	-966.250000	1	-1	-1
HG	20240502	FIT	406	34	0	34	-1	0	3341.250000	-1147.500000	1902.500000	-678.750000	-1	-1	-1
HG	20240503	FIT	401	19	19	0	1	1	2910.000000	-141.250000	1013.750000	-141.250000	-1	1	-1
HG	20240506	FIT	354	1	1	0	1	0	2028.750000	-928.750000	271.250000	-592.500000	-1	1	1
HG	20240507	FIT	336	11	0	11	-1	0	2360.000000	-2002.500000	860.000000	-1085.000000	1	-1	1
HG	20240508	FIT	331	7	0	7	-1	0	2372.500000	-1083.750000	-211.250000	-521.250000	-1	-1	1
HG	20240509	FIT	263	28	28	0	1	0	2728.750000	1403.750000	1403.750000	-535.000000	-1	-1	-1
HG	20240510	FIT	470	37	29	8	1	0	3960.000000	-802.500000	-791.250000	-802.500000	1	1	-1
HG	20240513	FIT	415	65	65	0	1	0	4047.500000	1785.000000	2283.750000	-1416.250000	1	1	1
HG	20240514	FIT	873	89	73	16	1	0	5403.750000	-3016.250000	2391.250000	-3016.250000	1	1	1
HG	20240515	FIT	1326	136	38	98	-1	1	10522.500000	-876.250000	2667.500000	-2142.500000	1	1	-1
HG	20240516	FIT	703	32	0	32	-1	0	4928.750000	1455.000000	1455.000000	-1076.250000	1	1	-1
