# census 4 — the complete economics table: every entry x stop x exit cell, per era (all G1/G2 confirmed extremes, winners AND losers) (PORT-M2-GOALPATH-V1)
era	asset	cell	n_trades	win_rate	usd_per_trade	median_usd	risk_usd_mean	risk_usd_median	risk_usd_p90	r_mult_mean	r_mult_median	r_mult_p90	mae_usd_mean	mae_usd_p90	frac_ge_600	frac_ge_1000	trades_per_session
E4	ALL	TREND_1800|EXT|PHASE	68931	0.373	-16.17	-180	457.27	375	800	-0.0622	-0.472	1.589	296.12	581.25	0.1145	0.058	179.042
E4	ALL	TREND_1800|EXT|TRAIL_1.0R	68931	0.3744	-18.77	-92.5	457.27	375	800	-0.0662	-0.2667	1.108	216.62	462.5	0.072	0.031	179.042
E4	ALL	TREND_1800|EXT|TRAIL_1.5R	68931	0.388	-16.73	-111.25	457.27	375	800	-0.0625	-0.3	1.397	266.3	550	0.0965	0.0446	179.042
E4	ALL	TREND_1800|RECLAIM|PHASE	68931	0.2823	-16.25	-130	294.63	212.5	600	-0.1476	-1.0857	1.943	212.8	450	0.0911	0.0473	179.042
E4	ALL	TREND_1800|RECLAIM|TRAIL_1.0R	68931	0.3317	-21.1	-67.5	294.63	212.5	600	-0.1608	-0.425	1.164	145.22	337.5	0.0443	0.0188	179.042
E4	ALL	TREND_1800|RECLAIM|TRAIL_1.5R	68931	0.3415	-19.44	-86.25	294.63	212.5	600	-0.1516	-0.5737	1.567	181.76	412.5	0.0627	0.0288	179.042
E4	ALL	TREND_1800|SWING|PHASE	67716	0.1678	-17.41	-105	125.46	87.5	250	-0.2737	-1.28	2.07	111.78	225	0.0565	0.0301	175.886
E4	ALL	TREND_1800|SWING|TRAIL_1.0R	67716	0.2834	-24.04	-55	125.46	87.5	250	-0.3236	-0.632	1.2	65.81	150	0.0109	0.0037	175.886
E4	ALL	TREND_1800|SWING|TRAIL_1.5R	67716	0.2891	-23	-67.5	125.46	87.5	250	-0.316	-0.9	1.66	84.74	187.5	0.0221	0.0076	175.886
E4	ALL	TREND_3600|EXT|PHASE	69680	0.3946	-21.61	-123.75	549.37	450	987.5	-0.0713	-0.2462	1.291	309.85	625	0.1106	0.0513	180.987
E4	ALL	TREND_3600|EXT|TRAIL_1.0R	69680	0.3892	-19.44	-80	549.37	450	987.5	-0.0618	-0.2	0.978	241.38	519.36	0.0787	0.0335	180.987
E4	ALL	TREND_3600|EXT|TRAIL_1.5R	69680	0.4018	-20.29	-92.5	549.37	450	987.5	-0.0653	-0.2	1.163	286.89	600	0.0974	0.0432	180.987
E4	ALL	TREND_3600|RECLAIM|PHASE	69680	0.3208	-22.49	-130	386.62	275	800	-0.1414	-1.0393	1.538	241.51	513.11	0.0934	0.044	180.987
E4	ALL	TREND_3600|RECLAIM|TRAIL_1.0R	69680	0.3485	-21.2	-67.5	386.62	275	800	-0.1345	-0.3429	1.076	177.51	412.5	0.0561	0.0228	180.987
E4	ALL	TREND_3600|RECLAIM|TRAIL_1.5R	69680	0.3626	-21.42	-83.12	386.62	275	800	-0.1323	-0.404	1.363	215.88	487.5	0.0719	0.0317	180.987
E4	ALL	TREND_3600|SWING|PHASE	68647	0.2028	-20.38	-105	156.65	112.5	331.25	-0.2764	-1.2154	1.959	130.13	275	0.0603	0.028	178.304
E4	ALL	TREND_3600|SWING|TRAIL_1.0R	68647	0.2888	-26.09	-55	156.65	112.5	331.25	-0.2871	-0.5917	1.15	80.49	187.5	0.0154	0.0048	178.304
E4	ALL	TREND_3600|SWING|TRAIL_1.5R	68647	0.3008	-22.45	-67.5	156.65	112.5	331.25	-0.2729	-0.8217	1.635	103.46	237.5	0.029	0.0103	178.304
E5	ALL	HOLD_60|EXT|PHASE	99435	0.2665	-25.76	-167.5	212.4	200	325	-0.1256	-1.1143	2.3	175.18	300	0.077	0.0355	256.938
E5	ALL	HOLD_60|EXT|TRAIL_1.0R	99435	0.3241	-26.97	-80	212.4	200	325	-0.1381	-0.4429	1.214	109.89	225	0.0236	0.0065	256.938
E5	ALL	HOLD_60|EXT|TRAIL_1.5R	99435	0.3299	-25.33	-105	212.4	200	325	-0.1292	-0.6381	1.673	141.21	275	0.0436	0.0145	256.938
E5	ALL	HOLD_60|RECLAIM|PHASE	66894	0.1241	-25.97	-92.5	86.56	75	150	-0.3825	-1.35	1.65	83.89	150	0.0433	0.0218	172.853
E5	ALL	HOLD_60|RECLAIM|TRAIL_1.0R	66894	0.2549	-28.17	-55	86.56	75	150	-0.402	-0.7538	1.133	47.43	100	0.0035	0.0009	172.853
E5	ALL	HOLD_60|RECLAIM|TRAIL_1.5R	66894	0.2665	-26.43	-64.38	86.56	75	150	-0.3837	-1.0667	1.66	60.54	125	0.0099	0.0027	172.853
E5	ALL	HOLD_60|SWING|PHASE	90600	0.0933	-27.83	-80	56.89	50	75	-0.5048	-1.56	-0.733	58.58	87.5	0.0302	0.0145	234.109
E5	ALL	HOLD_60|SWING|TRAIL_1.0R	90600	0.229	-29.09	-42.5	56.89	50	75	-0.5297	-0.88	1.04	32.17	62.5	0.0003	0	234.109
E5	ALL	HOLD_60|SWING|TRAIL_1.5R	90600	0.2466	-27.85	-55	56.89	50	75	-0.5096	-1.2	1.6	40.68	75	0.0017	0.0002	234.109
E5	ALL	HOLD_180|EXT|PHASE	67668	0.2981	-23.53	-180	246.34	225	387.5	-0.1045	-1.0875	2.137	193.48	350	0.0828	0.0381	174.853
E5	ALL	HOLD_180|EXT|TRAIL_1.0R	67668	0.3335	-25.89	-80	246.34	225	387.5	-0.1207	-0.4	1.189	124.12	256.25	0.0307	0.0098	174.853
E5	ALL	HOLD_180|EXT|TRAIL_1.5R	67668	0.3406	-24.12	-111.25	246.34	225	387.5	-0.1117	-0.5609	1.63	159.63	312.5	0.0533	0.0193	174.853
E5	ALL	HOLD_180|RECLAIM|PHASE	53629	0.169	-22.75	-105	119.24	100	225	-0.2806	-1.2667	2.4	108.56	200	0.0548	0.0271	138.576
E5	ALL	HOLD_180|RECLAIM|TRAIL_1.0R	53629	0.2805	-24.49	-55	119.24	100	225	-0.2966	-0.6286	1.2	62.36	137.5	0.0095	0.0031	138.576
E5	ALL	HOLD_180|RECLAIM|TRAIL_1.5R	53629	0.29	-23.74	-67.5	119.24	100	225	-0.2791	-0.9	1.7	80.84	175	0.0194	0.0067	138.576
E5	ALL	HOLD_180|SWING|PHASE	63221	0.111	-25.72	-80	64.32	62.5	100	-0.434	-1.48	0.84	64.37	100	0.0331	0.0155	163.362
E5	ALL	HOLD_180|SWING|TRAIL_1.0R	63221	0.2445	-27.19	-42.5	64.32	62.5	100	-0.463	-0.85	1.12	35.43	75	0.0009	0	163.362
E5	ALL	HOLD_180|SWING|TRAIL_1.5R	63221	0.2612	-25.47	-55	64.32	62.5	100	-0.4335	-1.1	1.7	44.96	87.5	0.0031	0.0006	163.362
E5	ALL	HOLD_300|EXT|PHASE	54892	0.3135	-23.84	-173.75	273.51	250	443.75	-0.1004	-1.0706	2.013	207.93	387.5	0.0861	0.0394	141.84
E5	ALL	HOLD_300|EXT|TRAIL_1.0R	54892	0.3388	-25.48	-80	273.51	250	443.75	-0.1103	-0.3833	1.187	136.8	287.5	0.0367	0.0124	141.84
E5	ALL	HOLD_300|EXT|TRAIL_1.5R	54892	0.3463	-24.08	-111.25	273.51	250	443.75	-0.1047	-0.52	1.573	175.19	350	0.0595	0.0229	141.84
E5	ALL	HOLD_300|RECLAIM|PHASE	46380	0.1947	-23.16	-117.5	145.06	112.5	275	-0.2491	-1.2	2.43	126.96	250	0.0613	0.0297	119.845
E5	ALL	HOLD_300|RECLAIM|TRAIL_1.0R	46380	0.2884	-25.38	-55	145.06	112.5	275	-0.2652	-0.5871	1.16	75.1	162.5	0.0144	0.0048	119.845
E5	ALL	HOLD_300|RECLAIM|TRAIL_1.5R	46380	0.2936	-23.98	-75.31	145.06	112.5	275	-0.2532	-0.85	1.7	97.47	212.5	0.0277	0.0101	119.845
E5	ALL	HOLD_300|SWING|PHASE	51812	0.1198	-24.41	-92.5	69.52	62.5	112.5	-0.4056	-1.4667	1.32	68.47	112.5	0.0356	0.017	133.881
E5	ALL	HOLD_300|SWING|TRAIL_1.0R	51812	0.25	-26.81	-42.5	69.52	62.5	112.5	-0.4355	-0.8	1.12	37.74	75	0.0016	0.0003	133.881
E5	ALL	HOLD_300|SWING|TRAIL_1.5R	51812	0.2674	-24.83	-55	69.52	62.5	112.5	-0.4074	-1.1	1.65	48.05	100	0.0049	0.0009	133.881
E5	ALL	HOLD_600|EXT|PHASE	40576	0.3409	-22.89	-167.5	324.19	287.5	537.5	-0.0848	-1.0373	1.8	231.63	450	0.0923	0.0419	104.848
E5	ALL	HOLD_600|EXT|TRAIL_1.0R	40576	0.349	-23.68	-92.5	324.19	287.5	537.5	-0.0939	-0.3522	1.173	160.69	337.5	0.0482	0.0168	104.848
E5	ALL	HOLD_600|EXT|TRAIL_1.5R	40576	0.3636	-22.85	-108.12	324.19	287.5	537.5	-0.0872	-0.4256	1.526	202.32	412.5	0.0697	0.0281	104.848
E5	ALL	HOLD_600|RECLAIM|PHASE	36721	0.2378	-23.23	-123.75	192.51	150	375	-0.1976	-1.1412	2.253	157.04	325	0.0709	0.0336	94.886
E5	ALL	HOLD_600|RECLAIM|TRAIL_1.0R	36721	0.2969	-25.14	-67.5	192.51	150	375	-0.2169	-0.5333	1.204	99.31	225	0.0249	0.009	94.886
E5	ALL	HOLD_600|RECLAIM|TRAIL_1.5R	36721	0.3087	-22.92	-80	192.51	150	375	-0.2038	-0.77	1.68	127.62	287.5	0.0405	0.0157	94.886
E5	ALL	HOLD_600|SWING|PHASE	38676	0.1319	-25.54	-92.5	78.74	62.5	125	-0.3796	-1.4	1.65	76.12	137.5	0.0387	0.0181	99.938
E5	ALL	HOLD_600|SWING|TRAIL_1.0R	38676	0.2485	-28.01	-48.75	78.74	62.5	125	-0.4158	-0.74	1.112	42.69	87.5	0.0025	0.0004	99.938
E5	ALL	HOLD_600|SWING|TRAIL_1.5R	38676	0.2684	-25.64	-61.25	78.74	62.5	125	-0.3867	-1.06	1.65	54.69	112.5	0.0071	0.0017	99.938
E5	ALL	LEG_0.5|EXT|PHASE	5896	0.463	10.05	-42.5	1039.04	1087.5	1287.5	0.0096	-0.04	0.839	455.02	1062.5	0.1509	0.0802	15.235
E5	ALL	LEG_0.5|EXT|TRAIL_1.0R	5896	0.4432	-4.81	-55	1039.04	1087.5	1287.5	-0.001	-0.061	0.752	401.27	912.5	0.136	0.0665	15.235
E5	ALL	LEG_0.5|EXT|TRAIL_1.5R	5896	0.4578	9.05	-42.5	1039.04	1087.5	1287.5	0.0087	-0.0451	0.838	446.01	1050	0.1484	0.0789	15.235
E5	ALL	LEG_0.5|RECLAIM|PHASE	5892	0.4582	13.35	-42.5	878.31	912.5	1125	0.0136	-0.0544	0.994	426.55	950	0.1483	0.0784	15.225
E5	ALL	LEG_0.5|RECLAIM|TRAIL_1.0R	5892	0.4311	-4.81	-80	878.31	912.5	1125	-0.0073	-0.0915	0.832	359.19	775	0.127	0.0587	15.225
E5	ALL	LEG_0.5|RECLAIM|TRAIL_1.5R	5892	0.4515	11.32	-55	878.31	912.5	1125	0.0116	-0.0607	0.956	411.03	925	0.1444	0.0754	15.225
E5	ALL	LEG_0.5|SWING|PHASE	5896	0.097	-13.94	-80	56.52	50	62.5	-0.2823	-1.6	-0.169	57.6	75	0.0361	0.0185	15.235
E5	ALL	LEG_0.5|SWING|TRAIL_1.0R	5896	0.2246	-26.35	-42.5	56.52	50	62.5	-0.5181	-0.85	1.15	33.98	62.5	0.0007	0	15.235
E5	ALL	LEG_0.5|SWING|TRAIL_1.5R	5896	0.2488	-22.65	-55	56.52	50	62.5	-0.4546	-1.2154	1.7	41.65	75	0.0019	0	15.235
E5	ALL	LEG_0.75|EXT|PHASE	2409	0.4595	42.71	-42.5	1538.73	1625	1887.5	0.025	-0.0284	0.608	501.93	1327.5	0.164	0.0892	6.225
E5	ALL	LEG_0.75|EXT|TRAIL_1.0R	2409	0.4525	37.66	-42.5	1538.73	1625	1887.5	0.0223	-0.0308	0.601	474.12	1150	0.1611	0.0872	6.225
E5	ALL	LEG_0.75|EXT|TRAIL_1.5R	2409	0.4595	45.18	-42.5	1538.73	1625	1887.5	0.0266	-0.0284	0.608	499.27	1287.5	0.164	0.0892	6.225
E5	ALL	LEG_0.75|RECLAIM|PHASE	2408	0.4589	45.31	-42.5	1379.19	1450	1725	0.0306	-0.0319	0.679	490.59	1287.5	0.1636	0.0889	6.222
E5	ALL	LEG_0.75|RECLAIM|TRAIL_1.0R	2408	0.4481	44.06	-55	1379.19	1450	1725	0.0302	-0.0381	0.664	451.96	1075	0.1603	0.0864	6.222
E5	ALL	LEG_0.75|RECLAIM|TRAIL_1.5R	2408	0.4589	48.09	-42.5	1379.19	1450	1725	0.0326	-0.0319	0.679	487.24	1241.25	0.1636	0.0889	6.222
E5	ALL	LEG_0.75|SWING|PHASE	2409	0.0851	-12.96	-80	55.22	50	62.5	-0.2406	-1.6	-0.85	58.57	75	0.0336	0.0178	6.225
E5	ALL	LEG_0.75|SWING|TRAIL_1.0R	2409	0.247	-21.72	-42.5	55.22	50	62.5	-0.4284	-0.85	1.4	34.97	62.5	0	0	6.225
E5	ALL	LEG_0.75|SWING|TRAIL_1.5R	2409	0.2545	-21.87	-55	55.22	50	62.5	-0.4176	-1.1556	1.9	42.1	75	0.0025	0	6.225
E5	ALL	LEG_1|EXT|PHASE	939	0.5069	124.35	7.5	2070.11	2162.5	2487.5	0.0561	0.0038	0.553	553.32	1405	0.2236	0.1246	2.426
E5	ALL	LEG_1|EXT|TRAIL_1.0R	939	0.5059	131.28	7.5	2070.11	2162.5	2487.5	0.0596	0.0038	0.553	539.32	1325	0.2236	0.1246	2.426
E5	ALL	LEG_1|EXT|TRAIL_1.5R	939	0.5069	124.74	7.5	2070.11	2162.5	2487.5	0.0562	0.0038	0.553	552.9	1405	0.2236	0.1246	2.426
E5	ALL	LEG_1|RECLAIM|PHASE	939	0.5069	127.81	7.5	1905.45	1987.5	2312.5	0.0635	0.0045	0.597	548.41	1405	0.2236	0.1246	2.426
E5	ALL	LEG_1|RECLAIM|TRAIL_1.0R	939	0.5048	131.77	7.5	1905.45	1987.5	2312.5	0.0658	0.0043	0.597	531.72	1325	0.2236	0.1246	2.426
E5	ALL	LEG_1|RECLAIM|TRAIL_1.5R	939	0.5069	128.21	7.5	1905.45	1987.5	2312.5	0.0637	0.0045	0.597	547.94	1405	0.2236	0.1246	2.426
E5	ALL	LEG_1|SWING|PHASE	939	0.1001	8.78	-80	55.42	50	50	0.1924	-1.6	-0.034	60.88	87.5	0.0469	0.0277	2.426
E5	ALL	LEG_1|SWING|TRAIL_1.0R	939	0.2886	-17.99	-42.5	55.42	50	50	-0.3161	-0.85	1.9	32.01	62.5	0.0011	0	2.426
E5	ALL	LEG_1|SWING|TRAIL_1.5R	939	0.2993	-10.4	-55	55.42	50	50	-0.1914	-1.1	2.242	39.85	75	0.0032	0	2.426
E5	ALL	DELAY_0|EXT|PHASE	140987	0.2442	-23.98	-148.75	196.51	175	325	-0.1543	-1.1263	2.28	164.21	300	0.0748	0.0352	364.307
E5	ALL	DELAY_0|EXT|TRAIL_1.0R	140987	0.3194	-23.72	-67.5	196.51	175	325	-0.1564	-0.4571	1.21	100.8	212.5	0.0224	0.007	364.307
E5	ALL	DELAY_0|EXT|TRAIL_1.5R	140987	0.3233	-23.38	-92.5	196.51	175	325	-0.1518	-0.675	1.678	130.12	268.75	0.04	0.0137	364.307
E5	ALL	DELAY_0|RECLAIM|PHASE	72256	0.1416	-23.53	-105	103.33	81.25	187.5	-0.3198	-1.3	2.028	97.58	175	0.0507	0.0259	186.708
E5	ALL	DELAY_0|RECLAIM|TRAIL_1.0R	72256	0.2725	-25.59	-55	103.33	81.25	187.5	-0.3315	-0.68	1.2	55.64	125	0.0068	0.0019	186.708
E5	ALL	DELAY_0|RECLAIM|TRAIL_1.5R	72256	0.2818	-23.3	-67.5	103.33	81.25	187.5	-0.3071	-0.98	1.767	71.36	150	0.0152	0.0051	186.708
E5	ALL	DELAY_0|SWING|PHASE	136550	0.1029	-26.53	-80	67.88	62.5	100	-0.4399	-1.4667	0.3	68.85	112.5	0.0362	0.0176	352.842
E5	ALL	DELAY_0|SWING|TRAIL_1.0R	136550	0.2476	-26.8	-42.5	67.88	62.5	100	-0.4437	-0.8	1.133	37.71	75	0.0015	0.0002	352.842
E5	ALL	DELAY_0|SWING|TRAIL_1.5R	136550	0.2623	-25.46	-55	67.88	62.5	100	-0.4213	-1.1	1.65	47.98	100	0.0045	0.0007	352.842
E5	ALL	DELAY_30|EXT|PHASE	138493	0.2477	-23.51	-142.5	200.24	175	337.5	-0.1459	-1.12	2.271	166.11	312.5	0.0754	0.0358	357.863
E5	ALL	DELAY_30|EXT|TRAIL_1.0R	138493	0.3201	-23.78	-67.5	200.24	175	337.5	-0.155	-0.46	1.217	102.33	225	0.023	0.0072	357.863
E5	ALL	DELAY_30|EXT|TRAIL_1.5R	138493	0.3258	-22.26	-92.5	200.24	175	337.5	-0.1427	-0.6647	1.7	132.17	275	0.0414	0.0148	357.863
E5	ALL	DELAY_30|RECLAIM|PHASE	71968	0.1497	-22.68	-105	110.54	87.5	200	-0.2983	-1.2933	2.162	103.13	200	0.0533	0.0275	185.964
E5	ALL	DELAY_30|RECLAIM|TRAIL_1.0R	71968	0.2784	-24.66	-55	110.54	87.5	200	-0.312	-0.6533	1.2	58.88	125	0.0083	0.0025	185.964
E5	ALL	DELAY_30|RECLAIM|TRAIL_1.5R	71968	0.2853	-22.52	-67.5	110.54	87.5	200	-0.2913	-0.9571	1.74	75.84	162.5	0.0178	0.0066	185.964
E5	ALL	DELAY_30|SWING|PHASE	137365	0.1083	-24.92	-80	70.65	62.5	112.5	-0.4011	-1.4667	0.743	71.08	125	0.0378	0.0186	354.948
E5	ALL	DELAY_30|SWING|TRAIL_1.0R	137365	0.2526	-26.02	-42.5	70.65	62.5	112.5	-0.4218	-0.775	1.15	38.85	75	0.0017	0.0003	354.948
E5	ALL	DELAY_30|SWING|TRAIL_1.5R	137365	0.2665	-24.68	-55	70.65	62.5	112.5	-0.3989	-1.1	1.7	49.52	100	0.005	0.0009	354.948
E5	ALL	DELAY_60|EXT|PHASE	136590	0.2503	-23.7	-142.5	204.14	175	350	-0.1507	-1.12	2.24	168.34	318.75	0.0761	0.0361	352.946
E5	ALL	DELAY_60|EXT|TRAIL_1.0R	136590	0.3202	-24.09	-67.5	204.14	175	350	-0.1573	-0.4625	1.21	104.25	225	0.024	0.0076	352.946
E5	ALL	DELAY_60|EXT|TRAIL_1.5R	136590	0.3257	-22.73	-92.5	204.14	175	350	-0.1491	-0.6619	1.68	134.53	275	0.0426	0.0151	352.946
E5	ALL	DELAY_60|RECLAIM|PHASE	72303	0.1569	-22	-105	116.59	87.5	212.5	-0.284	-1.2667	2.249	107.63	200	0.0554	0.0286	186.829
E5	ALL	DELAY_60|RECLAIM|TRAIL_1.0R	72303	0.2799	-23.62	-55	116.59	87.5	212.5	-0.2995	-0.6333	1.2	61.52	137.5	0.0098	0.0032	186.829
E5	ALL	DELAY_60|RECLAIM|TRAIL_1.5R	72303	0.2882	-22.63	-67.5	116.59	87.5	212.5	-0.2807	-0.925	1.729	79.57	175	0.0192	0.007	186.829
E5	ALL	DELAY_60|SWING|PHASE	138026	0.1113	-25.45	-92.5	73.63	62.5	125	-0.3945	-1.4	0.92	73.68	125	0.039	0.019	356.656
E5	ALL	DELAY_60|SWING|TRAIL_1.0R	138026	0.2557	-26.18	-42.5	73.63	62.5	125	-0.4135	-0.76	1.15	40.47	87.5	0.0022	0.0004	356.656
E5	ALL	DELAY_60|SWING|TRAIL_1.5R	138026	0.2688	-24.53	-55	73.63	62.5	125	-0.3879	-1.0818	1.7	51.63	100	0.0059	0.0013	356.656
E5	ALL	DELAY_120|EXT|PHASE	133435	0.2547	-23.88	-142.5	211.31	187.5	375	-0.1546	-1.1143	2.187	172.23	325	0.0769	0.0363	344.793
E5	ALL	DELAY_120|EXT|TRAIL_1.0R	133435	0.3209	-24.2	-67.5	211.31	187.5	375	-0.1579	-0.456	1.2	107.48	237.5	0.0253	0.0082	344.793
E5	ALL	DELAY_120|EXT|TRAIL_1.5R	133435	0.3267	-23.27	-92.5	211.31	187.5	375	-0.1511	-0.6571	1.659	138.67	293.75	0.0439	0.0162	344.793
E5	ALL	DELAY_120|RECLAIM|PHASE	72390	0.1684	-21.75	-105	128.41	100	250	-0.2613	-1.24	2.327	116.34	225	0.0591	0.0299	187.054
E5	ALL	DELAY_120|RECLAIM|TRAIL_1.0R	72390	0.2864	-24.32	-55	128.41	100	250	-0.282	-0.6	1.192	67.19	150	0.012	0.0038	187.054
E5	ALL	DELAY_120|RECLAIM|TRAIL_1.5R	72390	0.2928	-22.43	-67.5	128.41	100	250	-0.2626	-0.9	1.74	87.07	187.5	0.0231	0.0084	187.054
E5	ALL	DELAY_120|SWING|PHASE	138831	0.1171	-24.16	-92.5	78.13	62.5	125	-0.3813	-1.4	1.267	77.36	137.5	0.0405	0.0204	358.736
E5	ALL	DELAY_120|SWING|TRAIL_1.0R	138831	0.2593	-25.57	-42.5	78.13	62.5	125	-0.394	-0.7333	1.15	42.54	87.5	0.0031	0.0007	358.736
E5	ALL	DELAY_120|SWING|TRAIL_1.5R	138831	0.271	-24.09	-55	78.13	62.5	125	-0.3725	-1.06	1.7	54.46	112.5	0.0077	0.0019	358.736
E5	ALL	DELAY_180|EXT|PHASE	130460	0.2589	-24.39	-142.5	218.57	187.5	387.5	-0.1515	-1.1091	2.148	176.3	350	0.0776	0.0364	337.106
E5	ALL	DELAY_180|EXT|TRAIL_1.0R	130460	0.3224	-24.51	-67.5	218.57	187.5	387.5	-0.1555	-0.4522	1.2	111.18	250	0.0266	0.009	337.106
E5	ALL	DELAY_180|EXT|TRAIL_1.5R	130460	0.3279	-23.63	-89.38	218.57	187.5	387.5	-0.1518	-0.6474	1.645	143.07	300	0.0458	0.0172	337.106
E5	ALL	DELAY_180|RECLAIM|PHASE	72514	0.1772	-22.37	-105	139.23	100	275	-0.2637	-1.22	2.34	124.26	250	0.062	0.0309	187.375
E5	ALL	DELAY_180|RECLAIM|TRAIL_1.0R	72514	0.2873	-24.21	-55	139.23	100	275	-0.2719	-0.6	1.18	72.75	162.5	0.014	0.0047	187.375
E5	ALL	DELAY_180|RECLAIM|TRAIL_1.5R	72514	0.2915	-22.96	-73.75	139.23	100	275	-0.2597	-0.8778	1.729	94.23	200	0.0261	0.0101	187.375
E5	ALL	DELAY_180|SWING|PHASE	139376	0.122	-24.94	-92.5	82	62.5	137.5	-0.3701	-1.4	1.44	80.52	150	0.0417	0.0208	360.145
E5	ALL	DELAY_180|SWING|TRAIL_1.0R	139376	0.262	-25.83	-42.5	82	62.5	137.5	-0.384	-0.7333	1.15	44.61	100	0.0034	0.0008	360.145
E5	ALL	DELAY_180|SWING|TRAIL_1.5R	139376	0.2746	-24.31	-55	82	62.5	137.5	-0.3613	-1.04	1.7	57.08	112.5	0.0082	0.0021	360.145
E5	ALL	DELAY_300|EXT|PHASE	126013	0.2659	-24.81	-142.5	231.22	200	425	-0.1521	-1.1	2.07	182.89	362.5	0.0793	0.0371	325.615
E5	ALL	DELAY_300|EXT|TRAIL_1.0R	126013	0.3243	-24.18	-67.5	231.22	200	425	-0.1548	-0.44	1.2	116.94	262.5	0.0296	0.01	325.615
E5	ALL	DELAY_300|EXT|TRAIL_1.5R	126013	0.3312	-23.39	-89.38	231.22	200	425	-0.1484	-0.6273	1.639	150.24	325	0.0489	0.0195	325.615
E5	ALL	DELAY_300|RECLAIM|PHASE	72674	0.1952	-20.03	-117.5	156.77	118.75	312.5	-0.2191	-1.2	2.35	136.06	275	0.0671	0.0336	187.788
E5	ALL	DELAY_300|RECLAIM|TRAIL_1.0R	72674	0.2921	-23.64	-55	156.77	118.75	312.5	-0.2512	-0.57	1.2	81.28	187.5	0.0178	0.006	187.788
E5	ALL	DELAY_300|RECLAIM|TRAIL_1.5R	72674	0.2987	-21.81	-73.75	156.77	118.75	312.5	-0.2375	-0.85	1.736	105.46	237.5	0.0315	0.012	187.788
E5	ALL	DELAY_300|SWING|PHASE	140052	0.1312	-24.16	-92.5	88.74	75	150	-0.3423	-1.35	1.7	85.89	150	0.0446	0.0223	361.891
E5	ALL	DELAY_300|SWING|TRAIL_1.0R	140052	0.2666	-25.54	-48.75	88.74	75	150	-0.3636	-0.6857	1.15	47.75	100	0.0044	0.001	361.891
E5	ALL	DELAY_300|SWING|TRAIL_1.5R	140052	0.2776	-23.86	-58.12	88.74	75	150	-0.3414	-0.9857	1.7	61.37	125	0.0105	0.0029	361.891
E5	ALL	DELAY_600|EXT|PHASE	118258	0.2796	-25.27	-136.25	258.75	212.5	487.5	-0.1491	-1.0857	1.939	196.55	400	0.0822	0.0382	305.576
E5	ALL	DELAY_600|EXT|TRAIL_1.0R	118258	0.3269	-25.67	-67.5	258.75	212.5	487.5	-0.1547	-0.425	1.15	129.76	300	0.0344	0.0132	305.576
E5	ALL	DELAY_600|EXT|TRAIL_1.5R	118258	0.3366	-24.55	-86.25	258.75	212.5	487.5	-0.1479	-0.5826	1.567	165.38	362.5	0.0538	0.0217	305.576
E5	ALL	DELAY_600|RECLAIM|PHASE	72579	0.2209	-22.07	-117.5	192.32	137.5	387.5	-0.2123	-1.15	2.225	158.59	325	0.0734	0.036	187.543
E5	ALL	DELAY_600|RECLAIM|TRAIL_1.0R	72579	0.3019	-24.39	-55	192.32	137.5	387.5	-0.2214	-0.5333	1.184	98.89	225	0.0245	0.009	187.543
E5	ALL	DELAY_600|RECLAIM|TRAIL_1.5R	72579	0.3086	-22.56	-80	192.32	137.5	387.5	-0.208	-0.7783	1.7	127.27	287.5	0.04	0.0169	187.543
E5	ALL	DELAY_600|SWING|PHASE	140568	0.1459	-24.14	-98.75	101.77	75	187.5	-0.3111	-1.3111	1.96	95.85	175	0.049	0.0237	363.225
E5	ALL	DELAY_600|SWING|TRAIL_1.0R	140568	0.2714	-25.49	-48.75	101.77	75	187.5	-0.3396	-0.6737	1.15	54.04	125	0.0064	0.0017	363.225
E5	ALL	DELAY_600|SWING|TRAIL_1.5R	140568	0.2821	-23.83	-61.25	101.77	75	187.5	-0.318	-0.9533	1.7	69.9	150	0.0139	0.0045	363.225
E5	ALL	TREND_900|EXT|PHASE	70290	0.3405	-23.99	-180	363.39	312.5	612.5	-0.0846	-1.0387	1.83	260.11	500	0.1035	0.0505	181.628
E5	ALL	TREND_900|EXT|TRAIL_1.0R	70290	0.3499	-26.48	-92.5	363.39	312.5	612.5	-0.0929	-0.3467	1.15	180.73	375	0.0552	0.0227	181.628
E5	ALL	TREND_900|EXT|TRAIL_1.5R	70290	0.3625	-23.94	-123.75	363.39	312.5	612.5	-0.0846	-0.4341	1.492	227.91	462.5	0.0809	0.0354	181.628
E5	ALL	TREND_900|RECLAIM|PHASE	70290	0.2379	-23.07	-130	216.13	162.5	425	-0.194	-1.1273	2.162	173.45	362.5	0.0764	0.0385	181.628
E5	ALL	TREND_900|RECLAIM|TRAIL_1.0R	70290	0.3091	-24.86	-61.25	216.13	162.5	425	-0.1979	-0.4923	1.178	110.58	250	0.0287	0.0111	181.628
E5	ALL	TREND_900|RECLAIM|TRAIL_1.5R	70290	0.3155	-23.62	-80	216.13	162.5	425	-0.1927	-0.7348	1.65	141.79	318.75	0.0449	0.0193	181.628
E5	ALL	TREND_900|SWING|PHASE	67293	0.1399	-22.7	-92.5	99.25	75	187.5	-0.3139	-1.3429	1.836	93.25	175	0.0472	0.0243	173.884
