# census 4 verdict — the stacked configurations (cell x filter x selection), one-position-per-asset replay, day-clustered CIs (PORT-M2-GOALPATH-V1)
era	cell	filter	selection	n_sessions	n_seats	seats_per_session	usd_per_session	ci_lo	ci_hi	usd_per_trade	risk_usd_median	win_rate	mdd_mean	vs_D048_bar
E2	TREND_900|SWING|TRAIL_1.0R	NONE	ALL	384	33719	87.81	-2985.4	-3219.55	-2758.33	-34	75	0.2485	3437.78	-1.493
E2	TREND_900|SWING|TRAIL_1.0R	NONE	MODEL_TOP3	384	925	2.409	-95.31	-111.33	-78.12	-39.57	68.75	0.2205	150.05	-0.048
E2	TREND_900|SWING|TRAIL_1.0R	VETO_K	ALL	384	21636	56.344	-1961.47	-2062.72	-1858.36	-34.81	75	0.2437	2246.53	-0.981
E2	TREND_900|SWING|TRAIL_1.0R	VETO_K	MODEL_TOP3	384	925	2.409	-87.48	-102.1	-74.33	-36.32	75	0.2519	142.04	-0.044
E2	TREND_900|SWING|TRAIL_1.0R	VETO_2K	ALL	384	13420	34.948	-1202.44	-1269.69	-1138.26	-34.41	62.5	0.239	1400.01	-0.601
E2	TREND_900|SWING|TRAIL_1.0R	VETO_2K	MODEL_TOP3	384	910	2.37	-80.05	-93.93	-66.07	-33.78	62.5	0.2538	131.53	-0.04
E2	TREND_900|SWING|TRAIL_1.0R	DAYSIDE	ALL	384	17461	45.471	-1540.41	-1673.14	-1406.93	-33.88	75	0.2538	1930.34	-0.77
E2	TREND_900|SWING|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	384	906	2.359	-99.51	-117.24	-81.49	-42.18	75	0.2163	151.54	-0.05
E2	TREND_900|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	384	11004	28.656	-994.7	-1070.43	-921.68	-34.71	75	0.248	1249.46	-0.497
E2	TREND_900|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	384	911	2.372	-87.63	-104.74	-71.14	-36.94	75	0.2371	143.46	-0.044
E2	TREND_900|SWING|TRAIL_1.0R	SHUFFLED_VETO	ALL	384	17753	46.232	-1598.85	-1745.5	-1454.75	-34.58	75	0.2492	2000.59	-0.799
E2	TREND_900|SWING|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	384	1011	2.633	-114.47	-133.13	-93.36	-43.48	75	0.2166	171.89	-0.057
E2	TREND_900|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	384	17114	44.568	-1494.91	-1617.64	-1376.95	-33.54	75	0.2498	1880.1	-0.747
E2	TREND_900|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	384	887	2.31	-92.57	-110.51	-74.3	-40.08	75	0.212	145.04	-0.046
E2	TREND_1800|EXT|TRAIL_1.0R	NONE	ALL	384	5993	15.607	-437.85	-618.42	-257.91	-28.06	387.5	0.3651	1861.48	-0.219
E2	TREND_1800|EXT|TRAIL_1.0R	NONE	MODEL_TOP3	384	724	1.885	-51.4	-99.16	-0.41	-27.26	325	0.3715	267.91	-0.026
E2	TREND_1800|EXT|TRAIL_1.0R	VETO_K	ALL	384	4934	12.849	-353.32	-536.33	-171.13	-27.5	400	0.3717	1639.49	-0.177
E2	TREND_1800|EXT|TRAIL_1.0R	VETO_K	MODEL_TOP3	384	754	1.964	-39.29	-90.15	11.16	-20.01	325	0.3793	270.66	-0.02
E2	TREND_1800|EXT|TRAIL_1.0R	VETO_2K	ALL	384	4089	10.648	-263.58	-404.08	-120.55	-24.75	387.5	0.3759	1298.76	-0.132
E2	TREND_1800|EXT|TRAIL_1.0R	VETO_2K	MODEL_TOP3	384	782	2.036	-39.92	-83.39	8.09	-19.6	312.5	0.3772	262.9	-0.02
E2	TREND_1800|EXT|TRAIL_1.0R	DAYSIDE	ALL	384	4850	12.63	-331.4	-474.79	-190.24	-26.24	312.5	0.3561	1376.26	-0.166
E2	TREND_1800|EXT|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	384	699	1.82	8.31	-38.15	54.92	4.57	325	0.4077	250.25	0.004
E2	TREND_1800|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	384	3833	9.982	-240.78	-375.69	-113.27	-24.12	331.25	0.3647	1196.11	-0.12
E2	TREND_1800|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	384	724	1.885	3.4	-47.04	56.05	1.8	325	0.4006	248.68	0.002
E2	TREND_1800|EXT|TRAIL_1.0R	SHUFFLED_VETO	ALL	384	4744	12.354	-338.06	-531.02	-153.27	-27.36	412.5	0.3672	1652.37	-0.169
E2	TREND_1800|EXT|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	384	835	2.174	-51.5	-107.1	4.68	-23.68	350	0.3772	317.75	-0.026
E2	TREND_1800|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	384	4942	12.87	-370.58	-504.36	-232.72	-28.79	306.25	0.3517	1412.43	-0.185
E2	TREND_1800|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	384	705	1.836	33.45	-21.38	87.95	18.22	312.5	0.4099	241.51	0.017
E2	TREND_1800|RECLAIM|TRAIL_1.0R	NONE	ALL	384	11173	29.096	-888.92	-1079.8	-709.65	-30.55	200	0.3144	2058.11	-0.444
E2	TREND_1800|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	384	806	2.099	-90.83	-121.72	-59.34	-43.28	175	0.3139	224.34	-0.045
E2	TREND_1800|RECLAIM|TRAIL_1.0R	VETO_K	ALL	384	8682	22.609	-687.02	-847.2	-521.99	-30.39	200	0.3202	1747.06	-0.344
E2	TREND_1800|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	384	812	2.115	-79.91	-116.06	-42.31	-37.79	175	0.3153	223.12	-0.04
E2	TREND_1800|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	384	6521	16.982	-553.2	-667.54	-434.64	-32.58	200	0.3161	1335.98	-0.277
E2	TREND_1800|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	384	824	2.146	-54.01	-88.01	-16.17	-25.17	175	0.3374	211.14	-0.027
E2	TREND_1800|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	384	7547	19.654	-612.67	-742.88	-484.29	-31.17	175	0.3115	1412.45	-0.306
E2	TREND_1800|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	384	771	2.008	-34.45	-75.05	10.03	-17.16	181.25	0.323	218.46	-0.017
E2	TREND_1800|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	384	5506	14.339	-429.36	-537.08	-324.48	-29.94	181.25	0.3193	1152.26	-0.215
E2	TREND_1800|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	384	781	2.034	-49.9	-87.13	-11.12	-24.53	175	0.3303	212.74	-0.025
E2	TREND_1800|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	ALL	384	7949	20.701	-666.82	-823.09	-509.47	-32.21	212.5	0.3197	1701.18	-0.333
E2	TREND_1800|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	384	907	2.362	-60.61	-102.91	-13.33	-25.66	187.5	0.3308	250.46	-0.03
E2	TREND_1800|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	384	7588	19.76	-615.75	-744.69	-486.64	-31.16	162.5	0.3009	1443.77	-0.308
E2	TREND_1800|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	384	778	2.026	1.15	-43.74	48.74	0.57	175	0.3406	194.28	0.001
E2	TREND_1800|SWING|TRAIL_1.0R	NONE	ALL	384	27735	72.227	-2330.5	-2513.75	-2134.33	-32.27	81.25	0.2597	2946.45	-1.165
E2	TREND_1800|SWING|TRAIL_1.0R	NONE	MODEL_TOP3	384	883	2.299	-69.36	-88.88	-49.89	-30.16	75	0.2639	147.22	-0.035
E2	TREND_1800|SWING|TRAIL_1.0R	VETO_K	ALL	384	18780	48.906	-1618.54	-1736.83	-1486.05	-33.09	75	0.2547	2054.16	-0.809
E2	TREND_1800|SWING|TRAIL_1.0R	VETO_K	MODEL_TOP3	384	904	2.354	-59	-79.62	-38.47	-25.06	75	0.2754	141.97	-0.03
E2	TREND_1800|SWING|TRAIL_1.0R	VETO_2K	ALL	384	11884	30.948	-1041.39	-1120.24	-955.34	-33.65	75	0.2474	1361.31	-0.521
E2	TREND_1800|SWING|TRAIL_1.0R	VETO_2K	MODEL_TOP3	384	907	2.362	-62.69	-81.99	-41.66	-26.54	75	0.2745	142.63	-0.031
E2	TREND_1800|SWING|TRAIL_1.0R	DAYSIDE	ALL	384	14360	37.396	-1239.5	-1349.38	-1125.66	-33.15	87.5	0.2614	1735.16	-0.62
E2	TREND_1800|SWING|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	384	879	2.289	-69.34	-87.96	-50.14	-30.29	75	0.2571	145.27	-0.035
E2	TREND_1800|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	384	9739	25.362	-846.6	-920.95	-770.27	-33.38	75	0.2576	1183.62	-0.423
E2	TREND_1800|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	384	885	2.305	-62.47	-82.77	-41.75	-27.1	75	0.2678	136.88	-0.031
E2	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_VETO	ALL	384	15626	40.693	-1350.42	-1472.78	-1229.26	-33.19	87.5	0.2623	1870.89	-0.675
E2	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	384	992	2.583	-99.94	-121.07	-78.22	-38.69	87.5	0.2651	179.7	-0.05
E2	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	384	14229	37.055	-1167.09	-1281.61	-1054.74	-31.5	87.5	0.2647	1676.96	-0.584
E2	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	384	869	2.263	-68.07	-87.02	-47.65	-30.08	75	0.2612	142.35	-0.034
E2	TREND_3600|EXT|TRAIL_1.0R	NONE	ALL	384	5162	13.443	-335.13	-525.93	-140.35	-24.93	412.5	0.3572	1727.79	-0.168
E2	TREND_3600|EXT|TRAIL_1.0R	NONE	MODEL_TOP3	384	664	1.729	-35.37	-87.67	20.41	-20.46	387.5	0.3916	260.85	-0.018
E2	TREND_3600|EXT|TRAIL_1.0R	VETO_K	ALL	384	4381	11.409	-241.31	-426.79	-50.34	-21.15	437.5	0.3741	1555.67	-0.121
E2	TREND_3600|EXT|TRAIL_1.0R	VETO_K	MODEL_TOP3	384	707	1.841	-20.35	-71.61	40.56	-11.06	400	0.3918	264.42	-0.01
E2	TREND_3600|EXT|TRAIL_1.0R	VETO_2K	ALL	384	3669	9.555	-295.51	-453.18	-130.39	-30.93	450	0.3715	1379.33	-0.148
E2	TREND_3600|EXT|TRAIL_1.0R	VETO_2K	MODEL_TOP3	384	721	1.878	-25.09	-76.17	36.75	-13.37	400	0.405	270.63	-0.013
E2	TREND_3600|EXT|TRAIL_1.0R	DAYSIDE	ALL	384	3936	10.25	-247.13	-391.69	-102.46	-24.11	337.5	0.361	1250.46	-0.124
E2	TREND_3600|EXT|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	384	626	1.63	9.77	-44.41	71.14	5.99	393.75	0.4042	245	0.005
E2	TREND_3600|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	384	3172	8.26	-141.07	-270.64	-7.06	-17.08	375	0.3777	1077.98	-0.071
E2	TREND_3600|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	384	670	1.745	47.64	-8.67	108.5	27.3	400	0.4209	244.15	0.024
E2	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_VETO	ALL	384	4038	10.516	-296.93	-473.34	-126.78	-28.24	462.5	0.3702	1563.35	-0.148
E2	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	384	773	2.013	-51.54	-113.3	17.9	-25.6	412.5	0.3881	324.12	-0.026
E2	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	384	3908	10.177	-178.03	-316.49	-33.8	-17.49	337.5	0.3577	1230.49	-0.089
E2	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	384	619	1.612	68.11	18.14	122.83	42.25	375	0.4394	210.52	0.034
E2	TREND_3600|RECLAIM|TRAIL_1.0R	NONE	ALL	384	8500	22.135	-583.69	-757.41	-409.22	-26.37	231.25	0.3313	1867.93	-0.292
E2	TREND_3600|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	384	729	1.898	-42.83	-85.62	2.76	-22.56	225	0.3457	216.58	-0.021
E2	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K	ALL	384	6687	17.414	-448.61	-612.92	-287.99	-25.76	250	0.3413	1599.22	-0.224
E2	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	384	752	1.958	-38.71	-81.77	9.48	-19.77	243.75	0.3418	224.56	-0.019
E2	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	384	5193	13.523	-409.19	-549.4	-273.33	-30.26	262.5	0.3389	1323.39	-0.205
E2	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	384	758	1.974	-42.68	-82.95	2.86	-21.62	250	0.347	225.18	-0.021
E2	TREND_3600|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	384	5840	15.208	-431.27	-558.54	-305.62	-28.36	200	0.326	1288.75	-0.216
E2	TREND_3600|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	384	704	1.833	-24.12	-69.24	20.7	-13.16	237.5	0.3523	216.62	-0.012
E2	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	384	4361	11.357	-326.51	-444.49	-212.83	-28.75	225	0.3332	1093.72	-0.163
E2	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	384	730	1.901	-13.93	-62.9	37.25	-7.33	250	0.3493	223.75	-0.007
E2	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	ALL	384	6159	16.039	-469.06	-630.23	-299.75	-29.25	262.5	0.34	1577.11	-0.235
E2	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	384	844	2.198	-62.32	-112.31	-7.09	-28.36	250	0.3199	272.09	-0.031
E2	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	384	5753	14.982	-365.73	-493.81	-226.15	-24.41	200	0.3252	1254.77	-0.183
E2	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	384	702	1.828	22.84	-18.49	66.6	12.49	225	0.3718	186.67	0.011
E2	TREND_3600|SWING|TRAIL_1.0R	NONE	ALL	384	22275	58.008	-1805.58	-1981.25	-1624.09	-31.13	93.75	0.2678	2598.19	-0.903
E2	TREND_3600|SWING|TRAIL_1.0R	NONE	MODEL_TOP3	384	822	2.141	-50.63	-77.63	-21.5	-23.65	100	0.3029	147.83	-0.025
E2	TREND_3600|SWING|TRAIL_1.0R	VETO_K	ALL	384	15674	40.818	-1330.1	-1457.31	-1202.49	-32.59	87.5	0.2635	1953.37	-0.665
E2	TREND_3600|SWING|TRAIL_1.0R	VETO_K	MODEL_TOP3	384	854	2.224	-72.56	-99.27	-43.84	-32.63	87.5	0.2763	154.33	-0.036
E2	TREND_3600|SWING|TRAIL_1.0R	VETO_2K	ALL	384	10113	26.336	-816.62	-915.12	-721.23	-31.01	87.5	0.2664	1281.57	-0.408
E2	TREND_3600|SWING|TRAIL_1.0R	VETO_2K	MODEL_TOP3	384	862	2.245	-61.45	-84.19	-38.03	-27.38	87.5	0.2784	151.07	-0.031
E2	TREND_3600|SWING|TRAIL_1.0R	DAYSIDE	ALL	384	11843	30.841	-952.79	-1070.9	-841.43	-30.89	100	0.2715	1549.32	-0.476
E2	TREND_3600|SWING|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	384	824	2.146	-50.2	-75.6	-23.23	-23.39	93.75	0.2718	148.04	-0.025
E2	TREND_3600|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	384	8335	21.706	-727.12	-818.65	-638.3	-33.5	93.75	0.2625	1161.78	-0.364
E2	TREND_3600|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	384	854	2.224	-67.43	-92.4	-40.62	-30.32	93.75	0.2658	157.36	-0.034
E2	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_VETO	ALL	384	13158	34.266	-1087.23	-1210.02	-955.57	-31.73	100	0.2748	1726.87	-0.544
E2	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	384	942	2.453	-77.21	-106.91	-48.01	-31.47	100	0.2749	178.18	-0.039
E2	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	384	11472	29.875	-877.16	-988.51	-755.75	-29.36	100	0.2739	1501.95	-0.439
E2	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	384	792	2.062	-33.59	-62.36	-2.15	-16.28	100	0.3056	147.57	-0.017
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	NONE	ALL	242	349	1.442	42.69	-89.48	178.65	29.6	1568.75	0.447	419.26	0.021
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	242	304	1.256	65.05	-57.83	191.64	51.78	1575	0.4539	350.28	0.033
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K	ALL	198	246	1.242	25.1	-100.36	149.21	20.2	1537.5	0.4512	335.92	0.013
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	198	229	1.157	12.81	-105.41	132.61	11.08	1550	0.4454	316.78	0.006
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	144	172	1.194	-26.24	-152.48	100.23	-21.97	1512.5	0.4302	313.69	-0.013
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	144	164	1.139	-39.55	-159.55	75.39	-34.73	1528.12	0.4268	298.79	-0.02
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	157	186	1.185	90.1	-15.26	202.88	76.05	1575	0.4355	263.3	0.045
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	157	174	1.108	92.59	-16.94	209.45	83.54	1575	0.4368	247.47	0.046
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	117	129	1.103	122.21	-4.84	260.44	110.84	1575	0.5039	220.47	0.061
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	117	127	1.085	115.09	-7.98	254.39	106.02	1575	0.4882	220.94	0.058
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	ALL	203	266	1.31	35.26	-90.79	158.55	26.91	1562.5	0.4361	377.15	0.018
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	203	252	1.241	65.9	-60.37	185.32	53.09	1562.5	0.4484	341.29	0.033
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	152	177	1.164	-1.55	-131.77	133.34	-1.33	1575	0.4237	347.35	-0.001
E3	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	152	167	1.099	27.48	-96.56	161.39	25.01	1587.5	0.4371	312.8	0.014
E3	LEG_0.75|EXT|TRAIL_1.0R	NONE	ALL	242	339	1.401	-14.65	-146.09	123.14	-10.46	1700	0.4484	453.61	-0.007
E3	LEG_0.75|EXT|TRAIL_1.0R	NONE	MODEL_TOP3	242	293	1.211	33.64	-91.21	163.83	27.79	1700	0.4573	370.43	0.017
E3	LEG_0.75|EXT|TRAIL_1.0R	VETO_K	ALL	198	244	1.232	8.9	-120.66	133.46	7.22	1662.5	0.4467	343.28	0.004
E3	LEG_0.75|EXT|TRAIL_1.0R	VETO_K	MODEL_TOP3	198	226	1.141	-5.33	-123.73	116.31	-4.67	1675	0.4381	323.25	-0.003
E3	LEG_0.75|EXT|TRAIL_1.0R	VETO_2K	ALL	144	171	1.188	-41.44	-171.71	87.49	-34.9	1656.25	0.4211	324.1	-0.021
E3	LEG_0.75|EXT|TRAIL_1.0R	VETO_2K	MODEL_TOP3	144	163	1.132	-52.66	-174.04	64.18	-46.53	1668.75	0.4172	307.81	-0.026
E3	LEG_0.75|EXT|TRAIL_1.0R	DAYSIDE	ALL	157	180	1.146	44.82	-73.4	164.76	39.1	1700	0.4444	308.12	0.022
E3	LEG_0.75|EXT|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	157	172	1.096	53.08	-74.82	174.43	48.45	1703.12	0.4419	287.53	0.027
E3	LEG_0.75|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	117	129	1.103	112.92	-18.31	254.89	102.41	1700	0.4961	229.17	0.056
E3	LEG_0.75|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	117	127	1.085	105.79	-23.59	247.16	97.46	1700	0.4803	229.64	0.053
E3	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_VETO	ALL	203	260	1.281	22.2	-100.13	144.77	17.33	1712.5	0.4385	383.98	0.011
E3	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	203	247	1.217	54.57	-67.56	175.05	44.85	1712.5	0.4494	348.21	0.027
E3	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	152	170	1.118	-44.08	-184.29	94.78	-39.41	1750	0.4412	389.88	-0.022
E3	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	152	164	1.079	-15.67	-141.65	113.55	-14.53	1750	0.4451	355.95	-0.008
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	NONE	ALL	242	338	1.397	3.46	-137.32	143.46	2.48	1562.5	0.4467	434.41	0.002
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	NONE	MODEL_TOP3	242	295	1.219	47.3	-80.51	178.02	38.8	1562.5	0.4542	354.45	0.024
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_K	ALL	198	245	1.237	-19.52	-151.71	105.95	-15.78	1543.75	0.4449	363.65	-0.01
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_K	MODEL_TOP3	198	227	1.146	-26.77	-154.55	99.86	-23.35	1550	0.4361	342.8	-0.013
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_2K	ALL	144	171	1.188	-63.29	-195.01	66.13	-53.3	1512.5	0.4211	339.31	-0.032
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_2K	MODEL_TOP3	144	163	1.132	-69.53	-193.16	50.08	-61.42	1531.25	0.4172	322.07	-0.035
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	DAYSIDE	ALL	157	185	1.178	67.91	-47.06	185.52	57.64	1575	0.4432	286.19	0.034
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	DAYSIDE	MODEL_TOP3	157	174	1.108	77.5	-42.27	198.66	69.93	1575	0.4425	264.28	0.039
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_K+DAYSIDE	ALL	117	129	1.103	101.7	-31.64	245.56	92.24	1575	0.5039	241.94	0.051
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_K+DAYSIDE	MODEL_TOP3	117	127	1.085	94.57	-33.84	238.96	87.13	1575	0.4882	242.41	0.047
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	SHUFFLED_VETO	ALL	203	260	1.281	6.28	-120.76	131.45	4.9	1562.5	0.4346	393.33	0.003
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	SHUFFLED_VETO	MODEL_TOP3	203	248	1.222	42.17	-85.42	162.51	34.52	1562.5	0.4476	354.17	0.021
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	SHUFFLED_DAYSIDE	ALL	152	176	1.158	-36.3	-175.09	108.87	-31.35	1581.25	0.4318	382.11	-0.018
E3	LEG_0.75|RECLAIM|TRAIL_1.5R	SHUFFLED_DAYSIDE	MODEL_TOP3	152	167	1.099	-7.43	-145.83	136.69	-6.76	1587.5	0.4371	347.71	-0.004
E3	LEG_0.75|RECLAIM|PHASE	NONE	ALL	242	335	1.384	5.86	-134.38	149.46	4.24	1562.5	0.4478	430.3	0.003
E3	LEG_0.75|RECLAIM|PHASE	NONE	MODEL_TOP3	242	294	1.215	46.4	-80.7	178.86	38.2	1565.62	0.4558	355.35	0.023
E3	LEG_0.75|RECLAIM|PHASE	VETO_K	ALL	198	243	1.227	-21.98	-154.64	104.56	-17.91	1550	0.4444	364.02	-0.011
E3	LEG_0.75|RECLAIM|PHASE	VETO_K	MODEL_TOP3	198	227	1.146	-28.27	-158.39	99.93	-24.66	1550	0.4361	344.3	-0.014
E3	LEG_0.75|RECLAIM|PHASE	VETO_2K	ALL	144	170	1.181	-63.28	-194.39	63.87	-53.6	1518.75	0.4235	337.95	-0.032
E3	LEG_0.75|RECLAIM|PHASE	VETO_2K	MODEL_TOP3	144	162	1.125	-68.17	-192.02	51.09	-60.59	1534.38	0.4198	320.71	-0.034
E3	LEG_0.75|RECLAIM|PHASE	DAYSIDE	ALL	157	184	1.172	65.4	-50.42	183.49	55.8	1575	0.4402	288.71	0.033
E3	LEG_0.75|RECLAIM|PHASE	DAYSIDE	MODEL_TOP3	157	173	1.102	76.62	-42.28	197.81	69.53	1575	0.4451	265.16	0.038
E3	LEG_0.75|RECLAIM|PHASE	VETO_K+DAYSIDE	ALL	117	129	1.103	100.9	-32.46	245.56	91.51	1575	0.5039	242.75	0.05
E3	LEG_0.75|RECLAIM|PHASE	VETO_K+DAYSIDE	MODEL_TOP3	117	127	1.085	93.77	-33.84	238.14	86.39	1575	0.4882	243.22	0.047
E3	LEG_0.75|RECLAIM|PHASE	SHUFFLED_VETO	ALL	203	258	1.271	5.1	-120.87	131.28	4.01	1562.5	0.438	393.56	0.003
E3	LEG_0.75|RECLAIM|PHASE	SHUFFLED_VETO	MODEL_TOP3	203	246	1.212	40.99	-86.15	161.17	33.82	1562.5	0.4512	354.4	0.02
E3	LEG_0.75|RECLAIM|PHASE	SHUFFLED_DAYSIDE	ALL	152	175	1.151	-41.04	-180.51	104.06	-35.64	1587.5	0.4286	386.84	-0.021
E3	LEG_0.75|RECLAIM|PHASE	SHUFFLED_DAYSIDE	MODEL_TOP3	152	166	1.092	-10.48	-149.94	134.22	-9.59	1587.5	0.4398	350.76	-0.005
E3	LEG_0.75|EXT|PHASE	NONE	ALL	242	332	1.372	-51.02	-190.94	91.17	-37.19	1681.25	0.4458	474.54	-0.026
E3	LEG_0.75|EXT|PHASE	NONE	MODEL_TOP3	242	292	1.207	14.78	-115.97	150.61	12.25	1700	0.4555	386.11	0.007
E3	LEG_0.75|EXT|PHASE	VETO_K	ALL	198	242	1.222	-24.42	-158.51	102.48	-19.98	1665.62	0.4463	366.45	-0.012
E3	LEG_0.75|EXT|PHASE	VETO_K	MODEL_TOP3	198	226	1.141	-29.32	-160.81	97.53	-25.69	1675	0.4381	345.35	-0.015
E3	LEG_0.75|EXT|PHASE	VETO_2K	ALL	144	170	1.181	-70.92	-204.42	60.11	-60.07	1659.38	0.4235	345.59	-0.035
