# PORT_M2_SHEETS_SPEC.md §CC-M2-15.4 corpus-wide MBP-1 event cache (spec_sha16=ec1abc890fa96b6d)
# params_hash=f3c5356e171ad901e2837336c82da2df0bce3b26aff51abeb5daed81e9530306
# one row per CACHED session-asset; sha256 of the npz and of its meta json (bulk stays in artifacts/cache/port/m2/events/, D-018)
# holdout date8 >= 20250701 is EXCLUDED by construction (CC-M2-15.3): 0 such rows
asset	date8	era	n_candidates	n_events	n_seen	n_reordered	cover_sec	session_sec	cover_frac	npz_bytes	npz_sha256	meta_sha256
HG	20230714	E5	391	523826	523826	0	61929	82800	0.747935	4557467	c7c0922ddd6f3a44b2b4248b856e26fb97bc3491b60e13690a8ff3228785d587	4aecf1bedde83b72a6a694544d88a9c626a45f4ee3b01e4a9258cf62b550f8b0
HG	20230717	E5	339	481829	481829	0	61541	82800	0.743249	4176530	b66415bab2dc159bb0ed43e990766418d29ecf5ef4e4f4f4c1fdb8a64b9ff4c5	18462df02d830f4d5e18dbdb4474001f4d41d4090b92a6e3bf4926ddf058b09d
HG	20230718	E5	370	478317	478317	0	61880	82800	0.747343	4149933	2384eebec38cb0de65ba85e6374a66228588441842297a236f7aff7565c586fa	301127515168898c6ef3a17f622aea93f3a9eeaa7be19ed755e5337a7d27eb2a
HG	20230719	E5	334	414781	414781	0	56769	82800	0.685616	3627202	5d5f9994bc46c546252d574f560d6d4939ac5817c529354b5ffa5f399fdc6bc4	0ab596f64085ae9ddb3a200e23d4f30582be35ffb45a18031ad161460e99baed
HG	20230720	E5	397	527150	527150	0	65069	82800	0.785857	4561899	eca54d7da41dd682f5475bdda44d48b7fa0cbc8aa458ff2250ca0775c9d4062d	4cda76caff883b8b288194956375401aca8315c84fb72ab8212ade59f74cadf4
HG	20230721	E5	319	429894	429894	0	59512	82800	0.718744	3765872	488571ed1c090f6b8a56f4a1e7f31127beeb07d9d41897d1b115d92ca18fbee9	802d757b54928bedb0dd937a3a3f77bbb04d952ad195624d48aa220d5f0c3353
HG	20230724	E5	457	559583	559583	1	61253	82800	0.739771	4866378	ad4fe86aaacefe3d6819fdebde8dcf04a05c8bc3ad9e0e5901b008138dd34b7d	136d2d10e0d075e55d6f2be489d3acf4ff6f8a3e7205ad9497c19f51df6947f0
HG	20230725	E5	407	527290	527290	0	64235	82800	0.775785	4598883	c1f6be25871f215ec4bc0cd4c1da011e84d93c59fe03c4811d27a6d894737f3b	8969d98a98fb212cf09558b67b46c0e7533b81427bfb703ae6bf32e333026f52
HG	20230726	E5	417	530438	530438	0	63424	82800	0.765990	4607815	cfc35019745eef49d4c8b122162d73f43bd1fe7c7cc046b506c054fd073a9ab9	752cb32f66efcaebf8373651309a2f5fa00b449a22f5de86543f12d3c3148229
HG	20230727	E5	537	651720	651720	0	66415	82800	0.802114	5645718	604d537670908ab409795e52ca48c63eca2baa249757bdbd27054876c5bf8162	fc51c48b78680c080938c80cc067be5b688c04decb7cade5a479650c0de0f7d1
HG	20230728	E5	329	500739	500739	0	63090	82800	0.761957	4347837	b57dccd3ef815357d4bb65c3dce6ad54f347480c023f468d519b2c35c7e22271	307da98ce8af09a6c97334d11b92cff2a371cbe218b53b1244a2a8e87aaccb75
HG	20230731	E5	455	588630	588630	0	68318	82800	0.825097	5097208	d9c3ae0627db471443cdf8934507ccbffb06243b9aa21a46e9a35677924f532c	94ee1acdc0596bfd5fa0f2918d88bf485bcda0a843f3cb28690e6d8bc0492f4c
HG	20230801	E5	438	638901	638901	1	63646	82800	0.768671	5527087	b3f7c280058b7d3a46186e09a2c4a336125a9e9e9fd65ee78120aa6572a1c606	fd92d16f0c1d58fa722474573618eeba95472b8fb648ec48cb6304c998d3dcc1
HG	20230802	E5	338	566199	566199	0	65304	82800	0.788696	4934946	64395a21598089c7dea027a6223e0b3b961d63518a8f2e2b5e2b26d1298c53ff	ff8916052a994ac774a3b0d79a3aa5920c9c8908c84e44d5cedd1bf6e9b151dc
HG	20230803	E5	342	553186	553186	0	63792	82800	0.770435	4838797	2f460ab4302028d2f76790d40f5560a990b7ab342abe1f95d1ccede8ad29f46c	7c7b26b9c8f7e1e30606d930c858bc2825759f0eeee8ec9ec31cb8418d0acb24
HG	20230804	E5	379	641262	641262	0	62926	82800	0.759976	5565983	53f229c435dd1d108f67fba1b070705720d8846a5acae01448d247d7f1de2fd0	fd7dd0ef61db9582f925f944690332f503bf5cd174dae5193608f7f68dd47e33
HG	20230807	E5	272	501239	501239	0	58994	82800	0.712488	4277517	50230d7e9711875c9b317ae5cf20dbe01fe44e1c9d653c8ec58dad5b8bd0656d	db567ac944b91146b592d6abe0e843bbdf2d02355b5f18497201f6c02ea2a1a5
HG	20230808	E5	263	695841	695841	0	53175	82800	0.642210	5967038	e30c2e4c04666291a5693adbf9dcb4844081c0da0759fd34ee0e35715504f47f	bf1bc9dfdf4c1786ee64b22eee1da7a6f57414373985cbf8245a9a74943cd64f
HG	20230809	E5	273	611558	611558	1	59081	82800	0.713539	5224024	96df6debcbdb47f8a85ef429e85a5ee089aa82c9e3d4661ee2a0790520ab39ba	368f25066f4b005a2d37513d12fe5b061c3deb3ac74a0eac36a60b060a2c5e00
HG	20230810	E5	334	616246	616246	0	57014	82800	0.688575	5310317	4d441bb153f1f3665b385ea45d87598263b3bea0a2d324c1cac6148cc666d8c3	6338311fe6c700a49fe50115bcfcba2993a93915c557bcf8265b5b09fda62fbc
HG	20230811	E5	347	586778	586778	1	60134	82800	0.726256	5062383	3869484c504c24c49641242780a83119ef4e95c5cfe9f352a2976b94ae0242fe	e7a6673bcfb46dfacefcc3ab1f1fca7210cddd62ee370ffc32321ca5aaae0267
HG	20230814	E5	326	515711	515711	0	57131	82800	0.689988	4507180	42e4e74948462046cfebccaff23691ff9b9777686a4d26697ed1152485b4a9d5	2fad1039e415c7ef2c87ff7c500957b37110a5b76358cc83489619cd60e8c591
HG	20230815	E5	459	704582	704582	0	66636	82800	0.804783	6141335	2de4a404ca7e3b22e6f1155b4b3a433040e2ab678512bc3a19f2a06e24d24166	5a7660aad280fd01eab3670ea0d46dfe1c77aebbecf66c082eda715e82c047ad
HG	20230816	E5	272	540322	540322	0	58330	82800	0.704469	4731743	26af9d2b5a41fe0799cfcd42bdb5ec0ed916f0d80b7e6d241ac206637a575ca3	ae11158c6b4eddc653c60777f6bfb74274660539f30f6f6871c1b34e07666701
HG	20230817	E5	343	596876	596876	1	61374	82800	0.741232	5216913	90a43fcbfa17cb1c32c2b1c9156618752d92b17ac72ad584f0427995bde85e06	e0aa4dda20717633b1dcb70c867e0778e8c65e37578500831bf43ead9b6c7c16
HG	20230818	E5	312	522492	522492	0	61315	82800	0.740519	4559040	31f596b2fef5a1627217872737b11ca2d7a115753ba4a12d8dadc8a1974e41cc	26a2ad407a7dc570cf203b1462194f815101c77036677161d9dc6c5d6ef234ae
HG	20230821	E5	465	532511	532511	1	67625	82800	0.816727	4639082	5fe5d864596d1a53a65b7df0c818d0d7f27af1771f7092d107bcab7b591133c6	db028195a9de0b11e877923d07015eaea0f59e6d0898aa3bb87178d1e6a97f5e
HG	20230822	E5	447	551303	551303	1	64303	82800	0.776606	4812474	c91c679efd1ecf742db28216f614b70bd3263a618160d9f393e4208b61b4a611	c9106cca982ea54d5996df90f596f3902368e63803e81a140ad7d0df652c576b
HG	20230823	E5	426	538598	538598	0	65698	82800	0.793454	4717732	c8890fcb82c84bfae488074044404bc3a1fb3f2c4b81a3f7b2facd4e88c07ea7	d01ac1079bf0d989effafcbf07cc8ddba6ec34eefb42e3994134a8a144b9658f
HG	20230824	E5	365	448666	448666	0	64476	82800	0.778696	3917789	322b957e7285b9db468164b98af76a771d6e74f09f9f5ce6af6f053542572dcd	e24ea460e95f86bedb022c28ce4b0515bc1ebe966cdddf58ffa8c8584f2e4b05
HG	20230825	E5	453	465237	465237	0	63971	82800	0.772597	4080150	e54dea78e3b6c430cdb61f48efd4c63d4d6b3b75d8607b39345597e4cb7b6baa	9b031290d1bee7416d5dc784518b187b7f6c8c1078fee08e7ca9111b86a5fb1c
HG	20230828	E5	412	193748	193748	0	61646	82800	0.744517	1711456	260d7dd5f27f75748d4cedc49e2bf7539607c8d28d5a784c12dbb850aecffe6e	d6c6a609fb07e3b5d00078918a989d7c1ff5756e6ff8332e803c7f8f53e570f2
HG	20230829	E5	460	226942	226942	0	62699	82800	0.757234	1969256	5481b57bba47accad3ee6100291b931602f097474822f8b55ef9e48ffc757867	4d77e7489a456edb4382425ecfd1190980cacbd92b8a1c97ca5c8e8233265cb4
HG	20230830	E5	365	487569	487569	0	58156	82800	0.702367	4279719	4c73c38f3ee9db11bcd7ce808d854bfbd01054785cc8981b2ccf0767b4cd2e92	b28b7ad5ec07c1e77f7bcca40e1560927dfbb8e351caf397615b44d40106cc52
HG	20230831	E5	478	418262	418262	0	59665	82800	0.720592	3668493	58dce43098fc1b64c11943a5e7db7dd86087c7cae87e7d8d6a2fb1478749f20c	f8e696d220b2496f724afb8398cdb5c11f0ac68553cd889255601c1b3a9fcad2
HG	20230901	E5	645	605143	605143	1	67273	82800	0.812476	5261412	c8c43994c1822e175bf040edaa228727c0819b9675c1c86ed472cf3eaccd20dd	ebc3005f6dba6fcbbe6bc29ac13e1c4ac73312fab998715c7e3e4e58c8e0e25d
HG	20230904	E5	354	225229	225229	1	53678	82800	0.648285	1971650	dd28e30fa74b3bbb2c9a00668a29404bfc3e6cb4b55bc0611a2b0ff205329042	df4f8e7cc22938f6bcac7fa9ee779ed44ef66592a3f5a84c0172391a2336b011
HG	20230905	E5	433	433096	433096	0	58654	82800	0.708382	3794475	654bb917f4602a51e4464f70ca65458bd372cdc7ebb186afd2a67159703538c5	a9f8957fda65f828f48fd5c62e047559e56bd84f6eeb6ab7f7fe837d19a24002
HG	20230906	E5	451	467949	467949	0	60967	82800	0.736316	4080813	4f21d8289c5aa3518bbf0c3f8a0026d1303a8c335349593b35bbf550c2d59a5a	040c4af8be78673f48b9cc7984622ff7e0450643cf9fca2668a5d1bba1fac9a6
HG	20230907	E5	502	429756	429756	0	61226	82800	0.739444	3729284	f109ed179d580cafd05f30ba7037fa3aaf4a46319707395db7ff7964255bb393	4752e4dfc299abe71c96dcbda6f504509b9c07f5b3d69455c9de24af205f5cdd
HG	20230908	E5	394	383840	383840	0	63160	82800	0.762802	3353170	c422b1e0bcf97cd55f64b89fb0bf2ee685c1244105c816cb700bce71e2ac3dff	4b090d1c52afbe9ff01f32fb9c2cb8b619348eda2fce02ddfb1197aeecfeb8bb
HG	20230911	E5	416	402570	402570	0	63029	82800	0.761220	3519044	1d49b8557f224665f776968aaa22937b5a6ea15a37c09dea7a72ed6b665e0a57	eeb962aee8bdb53fc1273cccb895cb36f92a8759087e1f878ec47c059f6e2174
HG	20230912	E5	321	327439	327439	0	60119	82800	0.726075	2872972	2e22c3c7720ba978be4bacbdc07ace903062ba8358878170cb138544685383ee	23a9021efc8700fa541c109d8d1023c2c32603da9b87f0fb885f431786d50692
HG	20230913	E5	454	403724	403724	0	62801	82800	0.758466	3556066	eb8be069272ec0471b38abbadaeacc690c90e768a45ca92e44826ba69f5cf7f1	6c485c12cbdd0f71f01b003a5d4a5661b1871cf9e22c447b7d9dc7ce3a9ad347
HG	20230914	E5	566	450743	450743	0	61524	82800	0.743043	3934302	3211533ec4683c074c7c1a028086b7b4a31ae8b2459e31239ca904f908cb87e7	3a4e94965edf2e96e0dab220c401386a322f251fc919e227a11f94583fa0d775
HG	20230915	E5	412	423342	423342	0	65682	82800	0.793261	3682313	038842e86793c7760306fbc90477ee4d9ebf48a23f9b671303edb5a5d291c0aa	d33de177cb1a5e6a632f0c26b55d46b4d49ea88f3371ef3593108ecfb5b6ab85
HG	20230918	E5	354	391027	391027	0	62384	82800	0.753430	3357925	fe6ab9b3a48773404d16d2fc4436a92309164b1e8cf0f35bdcc7155c04acea37	c69ab5a695680861a21a16076b6777bef94e43a90495d2dec3a1a4d298d614c3
HG	20230919	E5	351	378840	378840	0	59233	82800	0.715374	3282100	c06ef4fff5268252ad54a0d1ae9e3662e9c0910be62b93727b3464ddd68ff5cb	b3577f134c29a4c2e733716309f7d4e7e8f06dfba11c62bcb0348fa263257bd8
HG	20230920	E5	442	406571	406571	0	61183	82800	0.738925	3533064	bce7c558008a6aa72b28c36384a0b59dbdcca2152191f717be77405e52b78774	c9242fbb27be24bf07ecea3b21090f622cd27909d2324b849dbedaec8dccbd87
HG	20230921	E5	419	596074	596074	0	57815	82800	0.698249	5137753	6d425bedf0a95c845d4adbd3c6ba5aedb2fa83522f33bb05592979e0fea20b51	8dc7297382ffc100828bbc9b5b17d06f5545e5f7268a57bbb2d27cbe4e996722
HG	20230922	E5	368	423541	423541	0	60050	82800	0.725242	3700792	579aa497ae146ceb6810533c6074c5e42cad9bbd9275b36234a48277f013b63d	370757ca4ef8dca060d05dcdfa6aaa934dd7167ff954f1fca32c533d3bbbac90
HG	20230925	E5	368	371301	371301	0	63389	82800	0.765568	3265638	a127cbecff524a61a7ac72dfb81e9dbf06157f683e21990a451760e5a55293b5	f87265564e6edbdc32f0adf38c5cb98246b7bec3863b4efe25cb95dd2aa7975a
HG	20230926	E5	434	403147	403147	0	63012	82800	0.761014	3530455	0c56d13a43e314193f8c2f99ba7d70532d5f702f4cc0fb1abc94f7b22f2ed9d4	f4a7ac53a20e5847111722eca9c3fc068087183e66afdf69e0b8802da1b7189c
HG	20230927	E5	409	414391	414391	0	63423	82800	0.765978	3630055	5e817f1c3c61a8359943560f2b5253a4add309bb9e2122f3f4532627796c1afa	67ff1ae8d9b1a31fe9904a8b495bfdd943f089a265dd02bff25ec591423711fa
HG	20230928	E5	561	540042	540042	0	66703	82800	0.805592	4739229	bd31885699c6ff28f7351207316bb4b88aba7cdd4ca0cf10a6634a9499443611	0391b61e57a9885f724b85758817210c94537723560aa1e57286b69d9fb41595
HG	20230929	E5	519	582624	582624	0	66156	82800	0.798986	5100597	943820a44e07d54e3046b29c960157e622fd2e4e6ab3a57ec88523184e08f7bf	2c02a43501acebf4c2b764aec8572d3d4109127cb858d5e33824852c9a1c5b84
HG	20231002	E5	560	549222	549222	1	62905	82800	0.759722	4793426	b09f93431c0165f4fe91d453cee54257b89e3eeb1e91bed20ef1038459b12d47	2417bbaff73eeb33ef92b0fc506d21d60dc07111eee5890efbd4bc498f1dde7a
HG	20231003	E5	639	625057	625057	0	66631	82800	0.804722	5435597	0db1b1b9698f86e16c09ea8e54948ff7d3ad00865384c9bd303b96290a2e6d06	ac2d9a8dc07878421c817fe8c09d3a394f830c346ca4a8277c105a53fe668df0
HG	20231004	E5	510	573571	573571	0	69843	82800	0.843514	5017517	1bcab39947469180d42e077963b257c7405b3dc5a550e328cfc07bf8e17af924	a96b55efc9576b4f8da799d20d5600e6769e87b4acb01110ac3e8842f1b88ee8
HG	20231005	E5	355	438682	438682	0	57994	82800	0.700411	3834861	fb3bfe6cb2ef13a5f9528ddc147d1d186eacbb7f58fee26586263298b08f895e	f685eba568839a3d198eec3134f882e809938c7b5a917b71330923bbff39ed93
HG	20231006	E5	572	679296	679296	0	62109	82800	0.750109	5899406	57ffcc7997e6d3369e93127fadd46e1f94813477d1e0a6a25dda3d8c267940ba	0bab4c53f633cd26bbbbd26a9113f5ffea80b6fa1f1f2bad48d9f7b6d6cbfc01
HG	20231009	E5	338	428661	428661	0	59360	82800	0.716908	3703619	b6bfa62d7e0477a0fef7b1716ba0ac044f79f1769f97636641ff02390c99a2e5	498ee75505f89877f0f09743322fe5fbdf5eac699992604655942a1c06c9eec7
HG	20231010	E5	431	545789	545789	0	64259	82800	0.776075	4721557	f4a796fb40914ddd45161e7f3973eccdb98f561eb3f6efaf0e04f4f2833694f6	38560be600528002d44211fd6a3dfcc096c7cf27b22321a4f83037872289585a
HG	20231011	E5	336	441414	441414	0	57333	82800	0.692428	3860205	ad2d72eeb017d8723e7b3e7fb02f9e91a8dbb847b07823e383ac05a03f3f9e29	2710ca89ec11e75091eb07680a962a9ac615f144bbc3028ea5a73ffd78076ae1
HG	20231012	E5	319	458412	458412	0	52749	82800	0.637065	3987162	8f2033ae67567cd7958b54043587560ac74ace039990b18f362ee79b16c61764	0f26d6640f181c6cde989c1dd269ccf0454c1f6a713ade70ba75a11e9f7f4c25
HG	20231013	E5	334	503738	503738	1	62040	82800	0.749275	4409638	a6a7981a7d683d4498bda68e4ba9be9eb7bd1ef69a70d894d778a042af9683f3	e14def01640d1801dfc07985b4bd1ff93aabe591fa7a58f4a2ab72795a01ab96
HG	20231016	E5	320	372171	372171	0	54189	82800	0.654457	3259221	c5277f35a32afb264a221b33e944aa9b056e89e4379209a5733f0fffa98aa8d9	09391f7cbf71558397204bd8efc773d9578b50f5274bd2fbe8f0cf9709cd8aeb
HG	20231017	E5	439	518560	518560	1	64491	82800	0.778877	4529587	13b266c3e227b1643a77c20bdc4db9fa16d21b2c74208cc66d642dfea03ebb8c	9c7a73d62eca52631e3d2e2a57e0b2c3348df6393cc2726bd5905727f8708f30
HG	20231018	E5	434	497768	497768	0	65024	82800	0.785314	4338898	93b0a43ded2c5701bbeb3ef4f3d3ddc632e24ed8bb78db9daca67e74159281e9	6cadc0af40a420a4bd58e9002045ae6aa59dce40ccbe9fc6b354d6d7d6fee488
HG	20231019	E5	437	545110	545110	0	64182	82800	0.775145	4769266	758006ce5f6561c3e917c88057e28f29f2cdcc184ac725103af750e45cb732d8	1e47b295d7df9201aedb92a64186b9181447bde2834942dbe4b06a857cde25c2
HG	20231020	E5	402	483709	483709	0	65607	82800	0.792355	4201755	714c0736ce4511ab017b18f632ec8408b12c850dcfa0657016d492f47275e81d	c81c4cc785757954ad89e73c8108a4a5546fd68ae883158524563e934c3052ae
HG	20231023	E5	516	485306	485306	0	63964	82800	0.772512	4217710	e0d748e1d5347703794df307f213ff0730751a329de2a533fc739a70de9d11c6	6550c5d7d0c2bdd3b551694a457235c14ea3f42d6c1036d88dd843fcd5731fa0
HG	20231024	E5	467	534360	534360	0	63218	82800	0.763502	4637294	e97aff54ce8166be1683de0b52be93919a94066f6fb219bf78a2ea4a43204d18	d5f9b9753a46a763c33f4e50f02745f128be70356478f1ca8da51f55d5d5258e
HG	20231025	E5	380	441824	441824	0	58492	82800	0.706425	3844858	48040b9d30d527ef681abce3d343a00293786c4b7bd476b6032b9ab85cd8c455	8093c21dea8971f7648708fa9f3ae4f6e808fcc305a4839b9086b4a2f53108c0
HG	20231026	E5	394	570689	570689	1	66375	82800	0.801630	4907747	77ab1b3001900a67f3ad8e4e353dacd65e7eef3ccc82ac3b8ea0c5df356a2bb7	938bf7ef84c61823cc305e2ebfc0228c76b158177bd80b3da884ae2faabca329
HG	20231027	E5	381	639602	639602	0	66356	82800	0.801401	5466742	128cfe25509b7ed6b20999add2f5b1d0f6bc76177c6133367eda0ac489b385f6	2035e017378cdfb20bdd1b91787985369a4d50c7531e757365036a4f4b1e3caa
HG	20231030	E5	337	588359	588359	0	61340	82800	0.740821	5049899	d14733d54b33cd8ba5307ecd9d02825312f1d9776984d19b31791f1b40b6c20b	ab1487b9fc88109ac1834d27aa1b714b9de0a7a970bf9d2887ca0ada1a0d4125
HG	20231031	E5	434	578226	578226	1	66084	82800	0.798116	4956872	9412867c260dcf4357e38e083c179eda4f064f79c781e62382e53346e88da139	53031897f8f01eb5da7d1add76f23f64ea8f16dd8bdf080a78b9321f0e3dfb2d
HG	20231101	E5	505	617021	617021	0	68751	82800	0.830326	5298880	61f2416640bf4532662e8829eb2091f7c45916e106c6a939563a5a27e86d4721	c59e691f2c65595c8c9e8c23422ca9c4e1ac473be2463c42b517a4ccef3398d1
HG	20231102	E5	378	458074	458074	0	59054	82800	0.713213	3938656	32af8a7daf21190321a1bce17c4a850ca3611214398c0e6aa89bed491dc48876	76ebb6965635fa7da51a40c2ea5467459d75b7e934281ed3416170a69da0a6dc
HG	20231103	E5	446	558900	558900	0	57858	82800	0.698768	4806111	4d8a77f625e8e83b7e824c19f82e877f1453cb17fb042b4afed69c27eee61407	f62d3580894a82066e7a4bcbf09407d4af76a1b78315838a8f6fc0b5a37f1a49
HG	20231106	E5	365	460068	460068	0	61604	82800	0.744010	3969419	0ff1ed53df4ccb86ab4138c064d0fbac041b334931edd4e234b78884a806a629	cb06ea9b1d71d7849bdf4d7aa50cec75c958bd35743ac705bee44bfb05449569
HG	20231107	E5	355	484616	484616	0	56626	82800	0.683889	4179483	669cc63ed19479b617c1dadde0ecb400a53e45d38ec6b78a33eacca735c7cf40	d2ee7cd1dc3580d158fa127117bec319366d3166c69a2d65f81676a5f2128444
HG	20231108	E5	389	511814	511814	0	60993	82800	0.736630	4390442	2c9c0c16657086e1ab9a16caf37bfda62e40a514ca2d40a6b2e6a474d6ad8fe6	3571eb74eb1bbef56344d7ec3ec4080765069d044a4521864ee1ae0aba76968d
HG	20231109	E5	385	517447	517447	0	65842	82800	0.795193	4462805	d54b6daf51bb6611a0c29dfdc59d4cca8fcbd97cd6b9a77755551ccb2fb4c696	9aa4428a949a774bef9e95048dca5bea98b08c7ee07e291a7058d9087ed730b0
HG	20231110	E5	358	474696	474696	0	60974	82800	0.736401	4087557	a7d3a5455a20101936f5122478709cafabdfc1bbc381bbad8641213eceb14363	d53b5fdad7035c075ea3d8c0ac985fa7e4c92914f957ac92cc326a1975bc3149
HG	20231113	E5	350	457282	457282	0	61192	82800	0.739034	3957107	217efdc6fb8804313018aace97cb1f2183d2e7b89115376588b114673dcc3fd2	9e2bd856a334e7831acd0e8708771186200285ea988b0dee1563df8f21f5b7e9
HG	20231114	E5	419	557835	557835	1	62536	82800	0.755266	4836671	03c34bbe0911484adc626173b476b93c764de3aa4a83b1bea683d4af85fc5128	bcac7894c6ba5548c971cda2091c98fab840427f65e9ca192ab8634d7f7e6e69
HG	20231115	E5	424	521610	521610	0	60590	82800	0.731763	4517402	91eb755cddce6c02f19e887d4a1aadfa9b20237639e1f3b547812be569cf0358	0ab8b1c7e411f70abb8f611c1b52ee4710c8d2b1e52f83bfa733b936dc6880e4
HG	20231116	E5	408	535293	535293	1	59271	82800	0.715833	4629953	2b4780b91979c595b6743155b07f5cdb0ea1cf4407a44b0debaae1ef01861991	a81db67514fd4f5ea9bfb2c894bd45bd1629246137470f6a56aa07d353a4b1e7
HG	20231117	E5	475	467271	467271	0	62093	82800	0.749915	4044435	81fffa004608a979a0977f0789864c1037176e585f5981f9bbff2debdbbe5288	424d100fd65c179be8db1b8617bdb49c74cf179932456c897dd61d181b00257a
HG	20231120	E5	357	522286	522286	0	63345	82800	0.765036	4499835	18b86e3fdd4855c609be5aef7af393fbb2e5873bc0113234d87325d0273fa89c	698c856abaafb1c2c81d4852876e04d7148b3c915f239dc5a3a0f5b4e212e4ae
HG	20231121	E5	346	503078	503078	0	64295	82800	0.776510	4336642	62ec8164f79dc0020082326605acd3e73986ef946bc04f4ff44afb86ea0fd659	ff1980235ae87b402fbd54e1172cb95c0bddcf886993c28da48e165e3b654ef9
HG	20231122	E5	449	463506	463506	0	60133	82800	0.726244	4006473	3309ff03214cb770f97cc65d32ffac33dac93f7a5d24bd0c9cef2ec0b36f0b03	232f10cc28d518d4415bd2b397fdbce5c3ef4cda0e27c63ac6d9410794f1ccf3
HG	20231123	E5	280	228146	228146	0	50937	82800	0.615181	1960375	a460702e7fce51fa8bae95cb37bde8b3e7fc7eaded8da8d4832615ca50f3deac	0935f6957135d1b497c9a7c0d85eecebbb2f88458e9e96e45dd70a63100aa465
HG	20231124	E5	274	255506	255506	0	53489	82800	0.646002	2201356	7c189b856ee69469368c82350ab166816dc5f7242adb87cccc8adf13897862ff	fe97ed6f839f795b7ea4affd81b1dae6e15954c55a862cd9176f6879964d21d4
HG	20231127	E5	370	287850	287850	0	62028	82800	0.749130	2524781	74578db19fd8bf11cc85a1a1268fe5e104e6386d31cf133b1d13d825ac78cb5d	a6fe01502f9fc385869acfb137e8b4d163af0abed7c3dc4f5cb450519f8f9f5d
HG	20231128	E5	433	188002	188002	1	65020	82800	0.785266	1652412	068efe4146900777b56e13c6b9034e818796bbb52c266b8b8d1db1d8a1e0eb11	3966643684ae7a45d9be24bd2b3adc283890b330e22167135a77dcd0f9349b92
HG	20231129	E5	359	503328	503328	0	60898	82800	0.735483	4366235	dc9cb1faf96e02c39068c4e5cf940407780b7ea70e2811803b5c5b375b14f706	c0acd4bef69e5aabe282c44ce3a4586b54ff903e034ffa25a8eea34d4d48f77c
HG	20231130	E5	341	506054	506054	0	58716	82800	0.709130	4374946	2710edc7e7962fdca93fd2ed6cdf293dd36fab857aec085538f8bdcb9c0c75e7	d8d3ff57accca9637d04c472b892f6caae33631b2c8d80825ecda04b38622040
HG	20231201	E5	430	641158	641158	0	60005	82800	0.724698	5522189	b95aef35a1cd0fdbbafd9068053f1548c0ddd76518e219270f297cbd3a7d3ff2	02531a70b2bbd5d6456ce0066c915d7931cc11f87b151e350e5c7b86135ce0b5
HG	20231204	E5	439	646537	646537	0	63946	82800	0.772295	5607179	e95a26e7af9ff3bb050cf7795de64ced3424254bba67b1299d051c3dc4fb7668	4aa41cdfe6db1ae0e660b3ef54d022e43dbca508d32ee9cbe7ed94bfcbe6f565
HG	20231205	E5	458	651135	651135	0	65258	82800	0.788140	5616619	b10421f054d7c657f194ade69d5afcc27e489927dff7ef273c136e48b5e476cf	20505e70f1527088a7515a9475a4cae81566d96b654fe1217eddd31f55a3cff4
HG	20231206	E5	348	434560	434560	0	61755	82800	0.745833	3791721	23838d864337001593a2bed854197a5042bb481c5f5195ee09705452d88baa0a	59a1d1cfeb53b25e44b700de5b875ec2f21334c34c8d257b47298dcd6ed5eb84
HG	20231207	E5	304	434475	434475	1	58517	82800	0.706727	3796277	c186b89a9f78993a57911116352eb15df9f41c99784d7795ae9fe7536e52829f	c4878c049a8827a19153af77a0c80596bcb097be90c04c2c58fdb88af53265c3
HG	20231208	E5	335	572008	572008	0	54104	82800	0.653430	4925381	0590f948a59d908a5f557725ce963ad9be4509d47b088fddc75979329a7bd743	e0192fbd3cb96b99a650cf9257d6e4bd5ec07a8906b1941c49f6f9bc2cd15e56
HG	20231211	E5	304	444314	444314	0	59616	82800	0.720000	3826330	36c53396d2943630b2923f73cdc0cf347eed748dcf8c887bdf3a230b2d096f19	18b8e25c7154265a01ed10e8d0bd1c794490a4cf33d2f7316dd947fe621c28eb
HG	20231212	E5	350	412204	412204	0	54471	82800	0.657862	3588950	8e5f32119343e2a5dd8ee743987bf47430151a571e8695174d3190a0dc1cec8a	8e79304ff6e7ea997ff1cff7b11f9a9c924b9c19d6d97af760f66f27605fa4fc
HG	20231213	E5	385	441235	441235	0	63303	82800	0.764529	3858589	cd17804c130e42380488a5b6b3180cae78ae01e7b18bca0e6f013da706c5b487	458ddf0662dff2239abe409c07692eadc64d347248261208e51b6686f827d5bd
HG	20231214	E5	449	690580	690580	0	66521	82800	0.803394	5972735	3c3b209a56eaa24b32c3bcde996d7caf58fd439b32419f85553ce81bb257b109	b64493de1586169342a066c61c38b2629efe9e43fde8532ae58155c13a726305
HG	20231215	E5	351	525509	525509	0	56230	82800	0.679106	4550164	86294ca24bb5b2a007ee7e2f2dc68bea86540fec6a04be3c3fdeed07be33ae60	86c3db7955ca57cab81cf89b34db1ea7d6909b8192fb1ca931f0ce2b6daf28ce
HG	20231218	E5	361	406838	406838	0	56633	82800	0.683973	3527786	86f96817dbe48f64b4de632abfcb93620d2f24c7d43d814f5ed0f74efcd5702a	2c34967e23cfa1993666e8f5fcf01a2a7e7b59183310ecd33b7ba62f79e788e7
HG	20231219	E5	340	526888	526888	0	64246	82800	0.775918	4559658	45a0fa68460c87583727ec95fcc30d99b2fe1905e33a5c6e8b1742bcd2cce641	67203f815edebfcc82ba4e80af23d2f88f6316ed7329fea36f3407baaa2ac986
