ep	asset	sec	side	p	call	src	compl	why
HG-20240419-L-E50	HG	07:22	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow_against+fuel
NKD-20240419-L-E54	NK	07:25	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-S-E43	SI	07:27	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
SI-20240419-L-E38	SI	07:31	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
SI-20240419-S-E44	SI	07:32	S	0.032	SKIP	RUBRIC	-	stale+flow+wide
HG-20240419-S-E47	HG	07:32	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-L-E51	HG	07:32	L	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
NKD-20240419-S-E59	NK	07:34	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
HG-20240419-L-E52	HG	07:37	L	0.064	SKIP	RUBRIC	-	stale+level_held+fuel
NKD-20240419-L-E55	NK	07:37	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-S-E45	SI	07:39	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-S-E48	HG	07:39	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-L-E53	HG	07:41	L	0.064	SKIP	RUBRIC	-	stale+level_held+fuel
SI-20240419-L-E39	SI	07:42	L	0.032	SKIP	RUBRIC	-	stale+flow_against+fuel
NKD-20240419-S-E60	NK	07:44	S	0.022	SKIP	RUBRIC	-	stale+flow_against+fuel+wide
HG-20240419-S-E49	HG	07:46	S	0.045	SKIP	RUBRIC	-	stale+level_held
SI-20240419-S-E46	SI	07:47	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-S-E50	HG	07:49	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240419-L-E40	SI	07:49	L	0.022	SKIP	RUBRIC	-	stale+flow_against+fuel+wide
NKD-20240419-L-E56	NK	07:50	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E54	HG	07:50	L	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
SI-20240419-S-E47	SI	07:51	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E61	NK	07:51	S	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E57	NK	07:54	L	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-S-E62	NK	07:55	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E51	HG	07:57	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-L-E55	HG	07:58	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
HG-20240419-S-E52	HG	08:01	S	0.045	SKIP	RUBRIC	-	stale+flow
SI-20240419-S-E48	SI	08:01	S	0.032	SKIP	RUBRIC	-	stale+flow+wide
NKD-20240419-L-E58	NK	08:03	L	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-L-E41	SI	08:03	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against+fuel+wide
HG-20240419-L-E56	HG	08:04	L	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
NKD-20240419-S-E63	NK	08:04	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E53	HG	08:05	S	0.045	SKIP	RUBRIC	-	stale+level_held
SI-20240419-S-E49	SI	08:08	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
HG-20240419-L-E57	HG	08:09	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E59	NK	08:10	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E58	HG	08:11	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240419-S-E50	SI	08:12	S	0.022	SKIP	RUBRIC	-	stale+level_held+flow_against+wide
NKD-20240419-S-E64	NK	08:12	S	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-L-E42	SI	08:14	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E65	NK	08:16	S	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-S-E51	SI	08:17	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-S-E54	HG	08:18	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
NKD-20240419-L-E60	NK	08:18	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E59	HG	08:19	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
NKD-20240419-S-E66	NK	08:20	S	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-L-E43	SI	08:20	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E55	HG	08:21	S	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-S-E52	SI	08:21	S	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E61	NK	08:23	L	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-S-E53	SI	08:25	S	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-S-E67	NK	08:26	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E56	HG	08:26	S	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-L-E44	SI	08:28	L	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E62	NK	08:28	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E57	HG	08:29	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E60	HG	08:32	L	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E63	NK	08:33	L	0.064	SKIP	RUBRIC	-	fresh+level_held+wide
SI-20240419-S-E54	SI	08:35	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E58	HG	08:35	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E61	HG	08:36	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E59	HG	08:37	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E62	HG	08:39	L	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-L-E45	SI	08:39	L	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-S-E68	NK	08:43	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
SI-20240419-L-E46	SI	08:44	L	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-S-E55	SI	08:46	S	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E64	NK	08:46	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E47	SI	08:47	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E60	HG	08:48	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E63	HG	08:48	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E61	HG	08:50	S	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-S-E69	NK	08:51	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E64	HG	08:52	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E62	HG	08:55	S	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E65	NK	08:57	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E63	HG	09:00	S	0.091	SKIP	RUBRIC	-	fresh+flow
NKD-20240419-S-E70	NK	09:00	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E65	HG	09:00	L	0.200	TAKE	OVERRIDE	-	London/NY phase-open reset at 09:00 — the capacity resets to $970 unspent with 4h of phase, price is 6c off the session VWAP, trades/min z +5.2, and both the 5-minute and phase signed flow (+47/+47) run with the long. This is the one structure that paid on all three study days
SI-20240419-S-E56	SI	09:01	S	0.032	SKIP	RUBRIC	-	fresh+flow_against+wide
NKD-20240419-L-E66	NK	09:02	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E48	SI	09:04	L	0.045	SKIP	RUBRIC	-	fresh+flow_against
NKD-20240419-S-E71	NK	09:05	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E66	HG	09:07	L	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against
NKD-20240419-L-E67	NK	09:08	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E67	HG	09:09	L	0.091	SKIP	RUBRIC	-	fresh+flow
NKD-20240419-L-E68	NK	09:12	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E64	HG	09:13	S	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against
NKD-20240419-S-E72	NK	09:14	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E57	SI	09:15	S	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
SI-20240419-L-E49	SI	09:16	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow
SI-20240419-S-E58	SI	09:19	S	0.091	SKIP	RUBRIC	-	fresh+flow
HG-20240419-S-E65	HG	09:20	S	0.129	SKIP	RUBRIC	-	fresh+flow+fuel
HG-20240419-L-E68	HG	09:21	L	0.045	SKIP	RUBRIC	-	base
NKD-20240419-L-E69	NK	09:24	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E69	HG	09:24	L	0.045	SKIP	RUBRIC	-	base
SI-20240419-L-E50	SI	09:25	L	0.091	SKIP	RUBRIC	-	flow+fuel
SI-20240419-S-E59	SI	09:26	S	0.032	SKIP	RUBRIC	-	flow_against
NKD-20240419-S-E73	NK	09:26	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E66	HG	09:27	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow
NKD-20240419-L-E70	NK	09:28	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E60	SI	09:32	S	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240419-S-E74	NK	09:32	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E51	SI	09:35	L	0.129	SKIP	RUBRIC	-	fresh+flow+fuel
NKD-20240419-S-E75	NK	09:36	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E71	NK	09:38	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E70	HG	09:39	L	0.064	SKIP	RUBRIC	-	flow
SI-20240419-S-E61	SI	09:39	S	0.045	SKIP	RUBRIC	-	level_held+flow_against
NKD-20240419-S-E76	NK	09:42	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E67	HG	09:42	S	0.045	SKIP	RUBRIC	-	fresh+flow_against
SI-20240419-L-E52	SI	09:44	L	0.129	SKIP	RUBRIC	-	fresh+flow+fuel
HG-20240419-L-E71	HG	09:44	L	0.032	SKIP	RUBRIC	-	flow_against
NKD-20240419-L-E72	NK	09:45	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E77	NK	09:48	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E62	SI	09:50	S	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240419-S-E68	HG	09:50	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow
NKD-20240419-S-E78	NK	09:51	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E73	NK	09:53	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E53	SI	09:53	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
HG-20240419-L-E72	HG	09:54	L	0.045	SKIP	RUBRIC	-	base
HG-20240419-L-E73	HG	09:56	L	0.064	SKIP	RUBRIC	-	flow
NKD-20240419-L-E74	NK	09:56	L	0.064	SKIP	RUBRIC	-	level_held+flow+wide
SI-20240419-S-E63	SI	09:58	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
HG-20240419-S-E69	HG	09:59	S	0.091	SKIP	RUBRIC	-	fresh+fuel
HG-20240419-L-E74	HG	10:01	L	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
HG-20240419-S-E70	HG	10:02	S	0.091	SKIP	RUBRIC	-	fresh+flow
NKD-20240419-S-E79	NK	10:04	S	0.182	TAKE	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-L-E75	NK	10:06	L	0.064	SKIP	RUBRIC	-	level_held+flow+wide
NKD-20240419-S-E80	NK	10:09	S	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
HG-20240419-L-E75	HG	10:09	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E76	NK	10:11	L	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240419-S-E71	HG	10:11	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E54	SI	10:12	L	0.045	SKIP	RUBRIC	-	fresh+flow_against+fuel+wide
NKD-20240419-S-E81	NK	10:12	S	0.091	SKIP	RUBRIC	-	fresh+level_held+flow+wide
SI-20240419-S-E64	SI	10:12	S	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240419-L-E76	HG	10:15	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E77	NK	10:16	L	0.032	SKIP	RUBRIC	-	stale+level_held+wide
NKD-20240419-L-E78	NK	10:20	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240419-S-E65	SI	10:21	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
HG-20240419-L-E77	HG	10:22	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E78	HG	10:25	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E66	SI	10:29	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
SI-20240419-L-E55	SI	10:30	L	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel+wide
NKD-20240419-S-E82	NK	10:31	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
HG-20240419-S-E72	HG	10:36	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E56	SI	10:37	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow
HG-20240419-L-E79	HG	10:39	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E79	NK	10:40	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-L-E57	SI	10:41	L	0.064	SKIP	RUBRIC	-	fresh+level_held+wide
NKD-20240419-S-E83	NK	10:42	S	0.045	SKIP	RUBRIC	-	level_held+wide
HG-20240419-S-E73	HG	10:42	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E80	NK	10:46	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-S-E74	HG	10:47	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E67	SI	10:47	S	0.064	SKIP	RUBRIC	-	level_held
HG-20240419-L-E80	HG	10:48	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E58	SI	10:48	L	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240419-S-E84	NK	10:49	S	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
HG-20240419-L-E81	HG	10:51	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E81	NK	10:51	L	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240419-S-E75	HG	10:53	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E68	SI	10:53	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E85	NK	10:54	S	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
HG-20240419-L-E82	HG	10:56	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E82	NK	10:58	L	0.045	SKIP	RUBRIC	-	stale+level_held
SI-20240419-L-E59	SI	11:00	L	0.064	SKIP	RUBRIC	-	level_held
HG-20240419-S-E76	HG	11:00	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E86	NK	11:01	S	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
NKD-20240419-L-E83	NK	11:02	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-L-E83	HG	11:02	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E87	NK	11:08	S	0.064	SKIP	RUBRIC	-	fresh+fuel+wide
SI-20240419-S-E69	SI	11:09	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-S-E77	HG	11:09	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E84	HG	11:12	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E70	SI	11:13	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-S-E78	HG	11:13	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E85	HG	11:18	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E84	NK	11:18	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-S-E71	SI	11:20	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-L-E60	SI	11:37	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
HG-20240419-S-E79	HG	11:39	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E72	SI	11:39	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-L-E61	SI	11:41	L	0.064	SKIP	RUBRIC	-	level_held+flow+wide
NKD-20240419-S-E88	NK	11:42	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
HG-20240419-L-E86	HG	11:42	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E87	HG	11:46	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E85	NK	11:49	L	0.032	SKIP	RUBRIC	-	stale+flow+wide
SI-20240419-L-E62	SI	11:49	L	0.064	SKIP	RUBRIC	-	level_held
HG-20240419-S-E80	HG	11:50	S	0.091	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel
HG-20240419-L-E88	HG	11:51	L	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240419-L-E86	NK	11:52	L	0.045	SKIP	RUBRIC	-	stale+flow
NKD-20240419-S-E89	NK	11:53	S	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
SI-20240419-S-E73	SI	11:55	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-S-E81	HG	11:57	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-L-E87	NK	11:58	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-L-E89	HG	11:59	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E90	NK	11:59	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
HG-20240419-S-E82	HG	12:02	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
SI-20240419-S-E74	SI	12:05	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-L-E90	HG	12:05	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E88	NK	12:07	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E91	NK	12:11	S	0.045	SKIP	RUBRIC	-	flow_against+fuel
HG-20240419-S-E83	HG	12:11	S	0.091	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel
SI-20240419-L-E63	SI	12:13	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240419-S-E92	NK	12:14	S	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
HG-20240419-S-E84	HG	12:17	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
SI-20240419-S-E75	SI	12:17	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E93	NK	12:23	S	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-L-E64	SI	12:28	L	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E89	NK	12:30	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E91	HG	12:34	L	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E90	NK	12:35	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E92	HG	12:36	L	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-S-E76	SI	12:37	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E85	HG	12:38	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E93	HG	12:40	L	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-S-E94	NK	12:43	S	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E91	NK	12:48	L	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-L-E65	SI	12:48	L	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-S-E95	NK	12:56	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E94	HG	12:57	L	0.010	SKIP	RUBRIC	-	no_time
NKD-20240419-L-E92	NK	12:57	L	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-S-E86	HG	12:58	S	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-S-E77	SI	12:59	S	0.010	SKIP	RUBRIC	-	no_time
HG-20240419-L-E95	HG	13:01	L	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against
NKD-20240419-S-E96	NK	13:03	S	0.064	SKIP	RUBRIC	-	fresh
SI-20240419-S-E78	SI	13:06	S	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against
SI-20240419-L-E66	SI	13:07	L	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel+wide
HG-20240419-S-E87	HG	13:09	S	0.182	TAKE	RUBRIC	-	fresh+level_held+flow+fuel
HG-20240419-L-E96	HG	13:11	L	0.091	SKIP	RUBRIC	-	fresh+level_held
SI-20240419-S-E79	SI	13:12	S	0.180	TAKE	OVERRIDE	-	NY-open capacity: $2,487 unspent and ~9h of runway, price 6c from a level, 5-min flow -85 and phase -102 both with the short, and the trapped map is 1,063 above vs 0 below
HG-20240419-S-E88	HG	13:14	S	0.200	SKIP	OVERRIDE	-	NY phase, 13:14: the day's strongest one-sided flow — 5-min -396 and phase -431 with the short — into 1,320 of trapped volume above vs 39 below, a level 37c away, and $1,282 of unspent phase move to travel into
NKD-20240419-S-E97	NK	13:15	S	0.091	SKIP	RUBRIC	-	fresh+flow
HG-20240419-L-E97	HG	13:17	L	0.045	SKIP	RUBRIC	-	fresh+flow_against
NKD-20240419-L-E93	NK	13:18	L	0.091	SKIP	RUBRIC	-	fresh+level_held
SI-20240419-L-E67	SI	13:19	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
NKD-20240419-S-E98	NK	13:23	S	0.091	SKIP	RUBRIC	-	fresh+flow
HG-20240419-S-E89	HG	13:23	S	0.064	SKIP	RUBRIC	-	flow
HG-20240419-L-E98	HG	13:25	L	0.091	SKIP	RUBRIC	-	fresh+flow
NKD-20240419-L-E94	NK	13:26	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow
SI-20240419-L-E68	SI	13:27	L	0.091	SKIP	RUBRIC	-	fresh+level_held+flow+wide
HG-20240419-L-E99	HG	13:35	L	0.064	SKIP	RUBRIC	-	level_held
SI-20240419-L-E69	SI	13:40	L	0.064	SKIP	RUBRIC	-	level_held+flow+wide
SI-20240419-S-E80	SI	13:48	S	0.091	SKIP	RUBRIC	-	fresh+flow+fuel+wide
NKD-20240419-S-E99	NK	13:48	S	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
HG-20240419-S-E90	HG	13:48	S	0.091	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel
NKD-20240419-S-E100	NK	13:50	S	0.045	SKIP	RUBRIC	-	fresh+level_held+flow_against+wide
HG-20240419-L-E100	HG	13:54	L	0.045	SKIP	RUBRIC	-	level_held+flow_against
SI-20240419-S-E81	SI	13:54	S	0.129	SKIP	RUBRIC	-	fresh+flow+fuel
HG-20240419-S-E91	HG	13:57	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-L-E95	NK	13:57	L	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240419-S-E82	SI	14:00	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
HG-20240419-S-E92	HG	14:03	S	0.091	SKIP	RUBRIC	-	fresh+level_held
NKD-20240419-S-E101	NK	14:03	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
HG-20240419-L-E101	HG	14:05	L	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240419-L-E70	SI	14:05	L	0.045	SKIP	RUBRIC	-	fresh+level_held+flow_against+wide
NKD-20240419-S-E102	NK	14:08	S	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240419-L-E102	HG	14:09	L	0.045	SKIP	RUBRIC	-	flow_against+fuel
HG-20240419-S-E93	HG	14:10	S	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240419-S-E83	SI	14:10	S	0.045	SKIP	RUBRIC	-	level_held+flow_against
HG-20240419-L-E103	HG	14:12	L	0.045	SKIP	RUBRIC	-	flow_against+fuel
HG-20240419-S-E94	HG	14:13	S	0.045	SKIP	RUBRIC	-	base
NKD-20240419-L-E96	NK	14:15	L	0.064	SKIP	RUBRIC	-	level_held
SI-20240419-L-E71	SI	14:16	L	0.091	SKIP	RUBRIC	-	fresh+flow
HG-20240419-L-E104	HG	14:18	L	0.091	SKIP	RUBRIC	-	flow+fuel
SI-20240419-S-E84	SI	14:18	S	0.091	SKIP	RUBRIC	-	level_held+fuel
SI-20240419-L-E72	SI	14:20	L	0.064	SKIP	RUBRIC	-	level_held+flow+wide
NKD-20240419-L-E97	NK	14:21	L	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240419-L-E105	HG	14:22	L	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240419-S-E85	SI	14:27	S	0.045	SKIP	RUBRIC	-	level_held+flow_against+fuel+wide
HG-20240419-S-E95	HG	14:28	S	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240419-L-E106	HG	14:30	L	0.045	SKIP	RUBRIC	-	level_held+flow_against
SI-20240419-L-E73	SI	14:30	L	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240419-S-E86	SI	14:34	S	0.129	SKIP	RUBRIC	-	fresh+level_held+fuel
SI-20240419-S-E87	SI	14:41	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
HG-20240419-S-E96	HG	14:42	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
SI-20240419-L-E74	SI	14:43	L	0.064	SKIP	RUBRIC	-	level_held
NKD-20240419-S-E103	NK	14:43	S	0.091	SKIP	RUBRIC	-	fresh+flow+fuel+wide
HG-20240419-L-E107	HG	14:45	L	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240419-S-E104	NK	14:48	S	0.091	SKIP	RUBRIC	-	fresh+level_held+flow+wide
HG-20240419-S-E97	HG	14:49	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
SI-20240419-S-E88	SI	14:51	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-L-E98	NK	14:51	L	0.064	SKIP	RUBRIC	-	flow
HG-20240419-L-E108	HG	14:52	L	0.045	SKIP	RUBRIC	-	level_held+flow_against
HG-20240419-S-E98	HG	14:56	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-L-E99	NK	15:00	L	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240419-L-E109	HG	15:01	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240419-L-E75	SI	15:02	L	0.045	SKIP	RUBRIC	-	level_held+flow_against
